Year,UNIT_MEASURE,Administrativna jedinica,type_of_school,Spol,Value
2017,Broj,Srednjobosanska županija,Umjetničke škole,Ž,
2017,Broj,Srednjobosanska županija,religious_schools,Ž,
2017,Broj,Srednjobosanska županija,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Srednjobosanska županija,Gimnazija,Ž,
2018,Broj,Srednjobosanska županija,technical_high_schools,Ž,
2018,Broj,Srednjobosanska županija,vocational_high_schools,Ž,
2018,Broj,Srednjobosanska županija,Umjetničke škole,Ž,
2018,Broj,Srednjobosanska županija,religious_schools,Ž,
2018,Broj,Srednjobosanska županija,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Srednjobosanska županija,Gimnazija,Ž,
2019,Broj,Srednjobosanska županija,technical_high_schools,Ž,
2019,Broj,Srednjobosanska županija,vocational_high_schools,Ž,
2019,Broj,Srednjobosanska županija,Umjetničke škole,Ž,
2019,Broj,Srednjobosanska županija,religious_schools,Ž,
2019,Broj,Srednjobosanska županija,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Srednjobosanska županija,Gimnazija,Ž,
2020,Broj,Srednjobosanska županija,technical_high_schools,Ž,
2020,Broj,Srednjobosanska županija,vocational_high_schools,Ž,
2020,Broj,Srednjobosanska županija,Umjetničke škole,Ž,
2020,Broj,Srednjobosanska županija,religious_schools,Ž,
2020,Broj,Srednjobosanska županija,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Hercegovačko-neretvanska županija,Gimnazija,Ž,
2016,Broj,Hercegovačko-neretvanska županija,technical_high_schools,Ž,
2016,Broj,Hercegovačko-neretvanska županija,vocational_high_schools,Ž,
2016,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,Ž,
2016,Broj,Hercegovačko-neretvanska županija,religious_schools,Ž,
2016,Broj,Hercegovačko-neretvanska županija,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Hercegovačko-neretvanska županija,Gimnazija,Ž,
2017,Broj,Hercegovačko-neretvanska županija,technical_high_schools,Ž,
2017,Broj,Hercegovačko-neretvanska županija,vocational_high_schools,Ž,
2017,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,Ž,
2017,Broj,Hercegovačko-neretvanska županija,religious_schools,Ž,
2017,Broj,Hercegovačko-neretvanska županija,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Hercegovačko-neretvanska županija,Gimnazija,Ž,
2018,Broj,Hercegovačko-neretvanska županija,technical_high_schools,Ž,
2018,Broj,Hercegovačko-neretvanska županija,vocational_high_schools,Ž,
2018,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,Ž,
2018,Broj,Hercegovačko-neretvanska županija,religious_schools,Ž,
2018,Broj,Hercegovačko-neretvanska županija,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Hercegovačko-neretvanska županija,Gimnazija,Ž,
2019,Broj,Hercegovačko-neretvanska županija,technical_high_schools,Ž,
2019,Broj,Hercegovačko-neretvanska županija,vocational_high_schools,Ž,
2019,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,Ž,
2019,Broj,Hercegovačko-neretvanska županija,religious_schools,Ž,
2019,Broj,Hercegovačko-neretvanska županija,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Hercegovačko-neretvanska županija,Gimnazija,Ž,
2020,Broj,Hercegovačko-neretvanska županija,technical_high_schools,Ž,
2020,Broj,Hercegovačko-neretvanska županija,vocational_high_schools,Ž,
2020,Broj,Hercegovačko-neretvanska županija,Umjetničke škole,Ž,
2020,Broj,Hercegovačko-neretvanska županija,religious_schools,Ž,
2020,Broj,Hercegovačko-neretvanska županija,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Zapadno-hercegovačka županija,Gimnazija,Ž,
2016,Broj,Zapadno-hercegovačka županija,technical_high_schools,Ž,
2016,Broj,Zapadno-hercegovačka županija,vocational_high_schools,Ž,
2016,Broj,Zapadno-hercegovačka županija,Umjetničke škole,Ž,
2016,Broj,Zapadno-hercegovačka županija,religious_schools,Ž,
2016,Broj,Zapadno-hercegovačka županija,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Zapadno-hercegovačka županija,Gimnazija,Ž,
2017,Broj,Zapadno-hercegovačka županija,technical_high_schools,Ž,
2017,Broj,Zapadno-hercegovačka županija,vocational_high_schools,Ž,
2017,Broj,Zapadno-hercegovačka županija,Umjetničke škole,Ž,
2017,Broj,Zapadno-hercegovačka županija,religious_schools,Ž,
2017,Broj,Zapadno-hercegovačka županija,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Zapadno-hercegovačka županija,Gimnazija,Ž,
2018,Broj,Zapadno-hercegovačka županija,technical_high_schools,Ž,
2018,Broj,Zapadno-hercegovačka županija,vocational_high_schools,Ž,
2018,Broj,Zapadno-hercegovačka županija,Umjetničke škole,Ž,
2018,Broj,Zapadno-hercegovačka županija,religious_schools,Ž,
2018,Broj,Zapadno-hercegovačka županija,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Zapadno-hercegovačka županija,Gimnazija,Ž,
2019,Broj,Zapadno-hercegovačka županija,technical_high_schools,Ž,
2019,Broj,Zapadno-hercegovačka županija,vocational_high_schools,Ž,
2019,Broj,Zapadno-hercegovačka županija,Umjetničke škole,Ž,
2019,Broj,Zapadno-hercegovačka županija,religious_schools,Ž,
2019,Broj,Zapadno-hercegovačka županija,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Zapadno-hercegovačka županija,Gimnazija,Ž,
2020,Broj,Zapadno-hercegovačka županija,technical_high_schools,Ž,
2020,Broj,Zapadno-hercegovačka županija,vocational_high_schools,Ž,
2020,Broj,Zapadno-hercegovačka županija,Umjetničke škole,Ž,
2020,Broj,Zapadno-hercegovačka županija,religious_schools,Ž,
2020,Broj,Zapadno-hercegovačka županija,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Sarajevska županija,Gimnazija,Ž,
2016,Broj,Sarajevska županija,technical_high_schools,Ž,
2016,Broj,Sarajevska županija,vocational_high_schools,Ž,
2016,Broj,Sarajevska županija,Umjetničke škole,Ž,
2016,Broj,Sarajevska županija,religious_schools,Ž,
2016,Broj,Sarajevska županija,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Sarajevska županija,Gimnazija,Ž,
2017,Broj,Sarajevska županija,technical_high_schools,Ž,
2017,Broj,Sarajevska županija,vocational_high_schools,Ž,
2017,Broj,Sarajevska županija,Umjetničke škole,Ž,
2017,Broj,Sarajevska županija,religious_schools,Ž,
2017,Broj,Sarajevska županija,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Sarajevska županija,Gimnazija,Ž,
2018,Broj,Sarajevska županija,technical_high_schools,Ž,
2018,Broj,Sarajevska županija,vocational_high_schools,Ž,
2018,Broj,Sarajevska županija,Umjetničke škole,Ž,
2018,Broj,Sarajevska županija,religious_schools,Ž,
2018,Broj,Sarajevska županija,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Sarajevska županija,Gimnazija,Ž,
2019,Broj,Sarajevska županija,technical_high_schools,Ž,
2019,Broj,Sarajevska županija,vocational_high_schools,Ž,
2019,Broj,Sarajevska županija,Umjetničke škole,Ž,
2019,Broj,Sarajevska županija,religious_schools,Ž,
2019,Broj,Sarajevska županija,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Sarajevska županija,Gimnazija,Ž,
2020,Broj,Sarajevska županija,technical_high_schools,Ž,
2020,Broj,Sarajevska županija,vocational_high_schools,Ž,
2020,Broj,Sarajevska županija,Umjetničke škole,Ž,
2020,Broj,Sarajevska županija,religious_schools,Ž,
2020,Broj,Sarajevska županija,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Županija 10,Gimnazija,Ž,
2016,Broj,Županija 10,technical_high_schools,Ž,
2016,Broj,Županija 10,vocational_high_schools,Ž,
2016,Broj,Županija 10,Umjetničke škole,Ž,
2016,Broj,Županija 10,religious_schools,Ž,
2016,Broj,Županija 10,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Županija 10,Gimnazija,Ž,
2017,Broj,Županija 10,technical_high_schools,Ž,
2017,Broj,Županija 10,vocational_high_schools,Ž,
2017,Broj,Županija 10,Umjetničke škole,Ž,
2017,Broj,Županija 10,religious_schools,Ž,
2017,Broj,Županija 10,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Županija 10,Gimnazija,Ž,
2018,Broj,Županija 10,technical_high_schools,Ž,
2018,Broj,Županija 10,vocational_high_schools,Ž,
2018,Broj,Županija 10,Umjetničke škole,Ž,
2018,Broj,Županija 10,religious_schools,Ž,
2018,Broj,Županija 10,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Županija 10,Gimnazija,Ž,
2019,Broj,Županija 10,technical_high_schools,Ž,
2019,Broj,Županija 10,vocational_high_schools,Ž,
2019,Broj,Županija 10,Umjetničke škole,Ž,
2019,Broj,Županija 10,religious_schools,Ž,
2019,Broj,Županija 10,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Županija 10,Gimnazija,Ž,
2020,Broj,Županija 10,technical_high_schools,Ž,
2020,Broj,Županija 10,vocational_high_schools,Ž,
2020,Broj,Županija 10,Umjetničke škole,Ž,
2020,Broj,Županija 10,religious_schools,Ž,
2020,Broj,Županija 10,high_schools_for_students_with_disabilities,Ž,
