Year,UNIT_MEASURE,Sex,Age,Cause_of_death,Value
2015,Number,M,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,40-44,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,1
2015,Number,M,40-44,(A00-B99) Infectious and parasitic diseases,2
2015,Number,M,40-44,(N00-N99) Diseases of the genitourinary system,2
2015,Number,M,40-44,Unknown,3
2015,Number,M,40-44,(F00-F99) Mental and behavioural disorders,4
2015,Number,M,40-44,(J00-J99) Diseases of the respiratory system,4
2015,Number,M,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",31
2015,Number,M,40-44,(I00-I99) Diseases of the circulatory system,57
2015,Number,M,40-44,"(C00-C97,D00-D48) Neoplasms",22
2015,Number,M,40-44,(K00-K93) Diseases of the digestive system,11
2015,Number,M,40-44,(G00-G99) Diseases of the nervous system,5
2015,Number,M,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5
2015,Number,F,40-44,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,F,40-44,(H00-H59) Diseases of the eye,0
2015,Number,F,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2015,Number,F,40-44,(F00-F99) Mental and behavioural disorders,0
2015,Number,F,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,F,40-44,(N00-N99) Diseases of the genitourinary system,0
2015,Number,F,40-44,(A00-B99) Infectious and parasitic diseases,1
2015,Number,F,40-44,(K00-K93) Diseases of the digestive system,1
2015,Number,F,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,F,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1
2015,Number,F,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,2
2015,Number,F,40-44,(G00-G99) Diseases of the nervous system,3
2015,Number,F,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2015,Number,F,40-44,Unknown,4
2015,Number,F,40-44,(J00-J99) Diseases of the respiratory system,6
2015,Number,F,40-44,(I00-I99) Diseases of the circulatory system,20
2015,Number,F,40-44,"(C00-C97,D00-D48) Neoplasms",36
2015,Number,Both sexes,45-49,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,Both sexes,45-49,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,Both sexes,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,Both sexes,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,Both sexes,45-49,(F00-F99) Mental and behavioural disorders,2
2015,Number,Both sexes,45-49,(N00-N99) Diseases of the genitourinary system,10
2015,Number,Both sexes,45-49,(J00-J99) Diseases of the respiratory system,17
2015,Number,Both sexes,45-49,Unknown,13
2015,Number,Both sexes,45-49,(K00-K93) Diseases of the digestive system,18
2015,Number,Both sexes,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",22
2015,Number,Both sexes,45-49,"(C00-C97,D00-D48) Neoplasms",124
2015,Number,Both sexes,45-49,(I00-I99) Diseases of the circulatory system,149
2015,Number,Both sexes,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",39
2015,Number,Both sexes,45-49,(A00-B99) Infectious and parasitic diseases,7
2015,Number,Both sexes,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,7
2015,Number,Both sexes,45-49,(G00-G99) Diseases of the nervous system,6
2015,Number,M,45-49,(H00-H59) Diseases of the eye,0
2015,Number,M,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,45-49,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,M,45-49,(F00-F99) Mental and behavioural disorders,2
2015,Number,M,45-49,(G00-G99) Diseases of the nervous system,3
2015,Number,M,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,4
2015,Number,M,45-49,(N00-N99) Diseases of the genitourinary system,4
2015,Number,M,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",30
2015,Number,M,45-49,(I00-I99) Diseases of the circulatory system,108
2015,Number,M,45-49,"(C00-C97,D00-D48) Neoplasms",58
2015,Number,M,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",16
2015,Number,M,45-49,(K00-K93) Diseases of the digestive system,13
2015,Number,M,45-49,(J00-J99) Diseases of the respiratory system,7
2015,Number,M,45-49,Unknown,7
2015,Number,M,45-49,(A00-B99) Infectious and parasitic diseases,5
2015,Number,F,45-49,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,F,45-49,(H00-H59) Diseases of the eye,0
2015,Number,F,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2015,Number,F,45-49,(F00-F99) Mental and behavioural disorders,0
2015,Number,F,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,F,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,F,45-49,(A00-B99) Infectious and parasitic diseases,2
2015,Number,F,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,3
2015,Number,F,45-49,(G00-G99) Diseases of the nervous system,3
2015,Number,F,45-49,(K00-K93) Diseases of the digestive system,5
2015,Number,F,45-49,(N00-N99) Diseases of the genitourinary system,6
2015,Number,F,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6
2015,Number,F,45-49,Unknown,6
2015,Number,F,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",9
2015,Number,F,45-49,(I00-I99) Diseases of the circulatory system,41
2015,Number,F,45-49,(J00-J99) Diseases of the respiratory system,10
2015,Number,F,45-49,"(C00-C97,D00-D48) Neoplasms",66
2015,Number,Both sexes,50-54,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,50-54,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,Both sexes,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,Both sexes,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,Both sexes,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",2
2015,Number,Both sexes,50-54,(F00-F99) Mental and behavioural disorders,3
2015,Number,Both sexes,50-54,(G00-G99) Diseases of the nervous system,9
2015,Number,Both sexes,50-54,(N00-N99) Diseases of the genitourinary system,19
2015,Number,Both sexes,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,22
2015,Number,Both sexes,50-54,(J00-J99) Diseases of the respiratory system,27
2015,Number,Both sexes,50-54,Unknown,18
2015,Number,Both sexes,50-54,(K00-K93) Diseases of the digestive system,33
2015,Number,Both sexes,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",32
2015,Number,Both sexes,50-54,"(C00-C97,D00-D48) Neoplasms",266
2015,Number,Both sexes,50-54,(I00-I99) Diseases of the circulatory system,318
2015,Number,Both sexes,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",34
2015,Number,Both sexes,50-54,(A00-B99) Infectious and parasitic diseases,6
2015,Number,M,50-54,(H00-H59) Diseases of the eye,0
2015,Number,M,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,50-54,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,M,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,M,50-54,(F00-F99) Mental and behavioural disorders,2
2015,Number,M,50-54,(A00-B99) Infectious and parasitic diseases,4
2015,Number,M,50-54,(G00-G99) Diseases of the nervous system,4
2015,Number,M,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",29
2015,Number,M,50-54,(I00-I99) Diseases of the circulatory system,216
2015,Number,M,50-54,"(C00-C97,D00-D48) Neoplasms",137
2015,Number,M,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",27
2015,Number,M,50-54,(K00-K93) Diseases of the digestive system,27
2015,Number,M,50-54,Unknown,12
2015,Number,M,50-54,(J00-J99) Diseases of the respiratory system,15
2015,Number,M,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,15
2015,Number,M,50-54,(N00-N99) Diseases of the genitourinary system,7
2015,Number,F,50-54,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,50-54,(H00-H59) Diseases of the eye,0
2015,Number,F,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,F,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,F,50-54,(F00-F99) Mental and behavioural disorders,1
2015,Number,F,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,F,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,F,50-54,(A00-B99) Infectious and parasitic diseases,2
2015,Number,F,50-54,(G00-G99) Diseases of the nervous system,5
2015,Number,F,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",5
2015,Number,F,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",5
2015,Number,F,50-54,(K00-K93) Diseases of the digestive system,6
2015,Number,F,50-54,Unknown,6
2015,Number,F,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,7
2015,Number,F,50-54,(I00-I99) Diseases of the circulatory system,102
2015,Number,F,50-54,(J00-J99) Diseases of the respiratory system,12
2015,Number,F,50-54,(N00-N99) Diseases of the genitourinary system,12
2015,Number,F,50-54,"(C00-C97,D00-D48) Neoplasms",129
2015,Number,Both sexes,55-59,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,55-59,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,Both sexes,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,Both sexes,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,Both sexes,55-59,(G00-G99) Diseases of the nervous system,12
2015,Number,Both sexes,55-59,(A00-B99) Infectious and parasitic diseases,16
2015,Number,Both sexes,55-59,(N00-N99) Diseases of the genitourinary system,26
2015,Number,Both sexes,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,41
2015,Number,Both sexes,55-59,(J00-J99) Diseases of the respiratory system,38
2015,Number,Both sexes,55-59,Unknown,31
2015,Number,Both sexes,55-59,(K00-K93) Diseases of the digestive system,47
2015,Number,Both sexes,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",36
2015,Number,Both sexes,55-59,"(C00-C97,D00-D48) Neoplasms",488
2015,Number,Both sexes,55-59,(I00-I99) Diseases of the circulatory system,511
2015,Number,Both sexes,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",63
2015,Number,Both sexes,55-59,(F00-F99) Mental and behavioural disorders,5
2015,Number,M,55-59,(H00-H59) Diseases of the eye,0
2015,Number,M,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2015,Number,M,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,55-59,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",46
2015,Number,M,55-59,(I00-I99) Diseases of the circulatory system,341
2015,Number,M,55-59,"(C00-C97,D00-D48) Neoplasms",297
2015,Number,M,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",27
2015,Number,M,55-59,(K00-K93) Diseases of the digestive system,34
2015,Number,M,55-59,Unknown,19
2015,Number,M,55-59,(J00-J99) Diseases of the respiratory system,25
2015,Number,M,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,26
2015,Number,M,55-59,(N00-N99) Diseases of the genitourinary system,14
2015,Number,M,55-59,(A00-B99) Infectious and parasitic diseases,10
2015,Number,M,55-59,(G00-G99) Diseases of the nervous system,7
2015,Number,M,55-59,(F00-F99) Mental and behavioural disorders,5
2015,Number,F,55-59,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,55-59,(H00-H59) Diseases of the eye,0
2015,Number,F,55-59,(F00-F99) Mental and behavioural disorders,0
2015,Number,F,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,F,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,F,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,F,55-59,(G00-G99) Diseases of the nervous system,5
2015,Number,F,55-59,(A00-B99) Infectious and parasitic diseases,6
2015,Number,F,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",9
2015,Number,F,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,15
2015,Number,F,55-59,(I00-I99) Diseases of the circulatory system,170
2015,Number,F,55-59,(J00-J99) Diseases of the respiratory system,13
2015,Number,F,55-59,(K00-K93) Diseases of the digestive system,13
2015,Number,F,55-59,(N00-N99) Diseases of the genitourinary system,12
2015,Number,F,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",17
2015,Number,F,55-59,Unknown,12
2015,Number,F,55-59,"(C00-C97,D00-D48) Neoplasms",191
2015,Number,Both sexes,60-64,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,Both sexes,60-64,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,Both sexes,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",2
2015,Number,Both sexes,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4
2015,Number,Both sexes,60-64,(F00-F99) Mental and behavioural disorders,8
2015,Number,Both sexes,60-64,(G00-G99) Diseases of the nervous system,14
2015,Number,Both sexes,60-64,(A00-B99) Infectious and parasitic diseases,27
2015,Number,Both sexes,60-64,(N00-N99) Diseases of the genitourinary system,35
2015,Number,Both sexes,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,100
2015,Number,Both sexes,60-64,(J00-J99) Diseases of the respiratory system,77
2015,Number,Both sexes,60-64,Unknown,47
2015,Number,Both sexes,60-64,(K00-K93) Diseases of the digestive system,65
2015,Number,Both sexes,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",39
2015,Number,Both sexes,60-64,"(C00-C97,D00-D48) Neoplasms",626
2015,Number,Both sexes,60-64,(I00-I99) Diseases of the circulatory system,730
2015,Number,Both sexes,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",36
2015,Number,M,60-64,(H00-H59) Diseases of the eye,0
2015,Number,M,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,60-64,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,M,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,M,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2
2015,Number,M,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",28
2015,Number,M,60-64,(I00-I99) Diseases of the circulatory system,494
2015,Number,M,60-64,"(C00-C97,D00-D48) Neoplasms",375
2015,Number,M,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",26
2015,Number,M,60-64,(K00-K93) Diseases of the digestive system,48
2015,Number,M,60-64,Unknown,33
2015,Number,M,60-64,(J00-J99) Diseases of the respiratory system,57
2015,Number,M,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,44
2015,Number,M,60-64,(N00-N99) Diseases of the genitourinary system,21
2015,Number,M,60-64,(A00-B99) Infectious and parasitic diseases,18
2015,Number,M,60-64,(G00-G99) Diseases of the nervous system,8
2015,Number,M,60-64,(F00-F99) Mental and behavioural disorders,6
2015,Number,F,60-64,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,F,60-64,(H00-H59) Diseases of the eye,0
2015,Number,F,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,F,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2015,Number,F,60-64,(F00-F99) Mental and behavioural disorders,2
2015,Number,F,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2
2015,Number,F,60-64,(G00-G99) Diseases of the nervous system,6
2015,Number,F,60-64,(A00-B99) Infectious and parasitic diseases,9
2015,Number,F,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,56
2015,Number,F,60-64,(I00-I99) Diseases of the circulatory system,236
2015,Number,F,60-64,(J00-J99) Diseases of the respiratory system,20
2015,Number,F,60-64,(K00-K93) Diseases of the digestive system,17
2015,Number,F,60-64,(N00-N99) Diseases of the genitourinary system,14
2015,Number,F,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",13
2015,Number,F,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",8
2015,Number,F,60-64,Unknown,14
2015,Number,F,60-64,"(C00-C97,D00-D48) Neoplasms",251
2015,Number,Both sexes,65-69,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,65-69,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,Both sexes,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,3
2015,Number,Both sexes,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",4
2015,Number,Both sexes,65-69,(G00-G99) Diseases of the nervous system,18
2015,Number,Both sexes,65-69,(A00-B99) Infectious and parasitic diseases,16
2015,Number,Both sexes,65-69,(N00-N99) Diseases of the genitourinary system,55
2015,Number,Both sexes,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,131
2015,Number,Both sexes,65-69,(J00-J99) Diseases of the respiratory system,95
2015,Number,Both sexes,65-69,Unknown,60
2015,Number,Both sexes,65-69,(K00-K93) Diseases of the digestive system,53
2015,Number,Both sexes,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",55
2015,Number,Both sexes,65-69,"(C00-C97,D00-D48) Neoplasms",673
2015,Number,Both sexes,65-69,(I00-I99) Diseases of the circulatory system,916
2015,Number,Both sexes,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",37
2015,Number,Both sexes,65-69,(F00-F99) Mental and behavioural disorders,6
2015,Number,M,65-69,(H00-H59) Diseases of the eye,0
2015,Number,M,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,65-69,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,M,65-69,(F00-F99) Mental and behavioural disorders,3
2015,Number,M,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",28
2015,Number,M,65-69,(I00-I99) Diseases of the circulatory system,542
2015,Number,M,65-69,"(C00-C97,D00-D48) Neoplasms",408
2015,Number,M,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",42
2015,Number,M,65-69,(K00-K93) Diseases of the digestive system,29
2015,Number,M,65-69,Unknown,48
2015,Number,M,65-69,(J00-J99) Diseases of the respiratory system,65
2015,Number,M,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,73
2015,Number,M,65-69,(N00-N99) Diseases of the genitourinary system,25
2015,Number,M,65-69,(A00-B99) Infectious and parasitic diseases,10
2015,Number,M,65-69,(G00-G99) Diseases of the nervous system,9
2015,Number,F,65-69,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,65-69,(H00-H59) Diseases of the eye,0
2015,Number,F,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,F,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3
2015,Number,F,65-69,(F00-F99) Mental and behavioural disorders,3
2015,Number,F,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,3
2015,Number,F,65-69,(A00-B99) Infectious and parasitic diseases,6
2015,Number,F,65-69,(G00-G99) Diseases of the nervous system,9
2015,Number,F,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",9
2015,Number,F,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,58
2015,Number,F,65-69,(I00-I99) Diseases of the circulatory system,374
2015,Number,F,65-69,(J00-J99) Diseases of the respiratory system,30
2015,Number,F,65-69,(K00-K93) Diseases of the digestive system,24
2015,Number,F,65-69,(N00-N99) Diseases of the genitourinary system,30
2015,Number,F,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",13
2015,Number,F,65-69,Unknown,12
2015,Number,F,65-69,"(C00-C97,D00-D48) Neoplasms",265
2015,Number,Both sexes,70-74,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,70-74,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,Both sexes,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,Both sexes,70-74,(G00-G99) Diseases of the nervous system,28
2015,Number,Both sexes,70-74,(A00-B99) Infectious and parasitic diseases,22
2015,Number,Both sexes,70-74,(N00-N99) Diseases of the genitourinary system,58
2015,Number,Both sexes,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,178
2015,Number,Both sexes,70-74,(J00-J99) Diseases of the respiratory system,128
2015,Number,Both sexes,70-74,Unknown,67
2015,Number,Both sexes,70-74,(K00-K93) Diseases of the digestive system,62
2015,Number,Both sexes,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2015,Number,Both sexes,70-74,"(C00-C97,D00-D48) Neoplasms",616
2015,Number,Both sexes,70-74,(I00-I99) Diseases of the circulatory system,1285
2015,Number,Both sexes,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",25
2015,Number,Both sexes,70-74,(F00-F99) Mental and behavioural disorders,7
2015,Number,Both sexes,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",5
2015,Number,M,70-74,(H00-H59) Diseases of the eye,0
2015,Number,M,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2015,Number,M,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,70-74,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,M,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,M,70-74,(F00-F99) Mental and behavioural disorders,4
2015,Number,M,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",18
2015,Number,M,70-74,(I00-I99) Diseases of the circulatory system,640
2015,Number,M,70-74,"(C00-C97,D00-D48) Neoplasms",357
2015,Number,M,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",37
2015,Number,M,70-74,(K00-K93) Diseases of the digestive system,36
2015,Number,M,70-74,Unknown,43
2015,Number,M,70-74,(J00-J99) Diseases of the respiratory system,78
2015,Number,M,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,70
2015,Number,M,70-74,(N00-N99) Diseases of the genitourinary system,24
2015,Number,M,70-74,(A00-B99) Infectious and parasitic diseases,13
2015,Number,M,70-74,(G00-G99) Diseases of the nervous system,16
2015,Number,F,70-74,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,F,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,70-74,(H00-H59) Diseases of the eye,0
2015,Number,F,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,F,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3
2015,Number,F,70-74,(F00-F99) Mental and behavioural disorders,3
2015,Number,F,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",7
2015,Number,F,70-74,(A00-B99) Infectious and parasitic diseases,9
2015,Number,F,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,108
2015,Number,F,70-74,(G00-G99) Diseases of the nervous system,12
2015,Number,F,70-74,(I00-I99) Diseases of the circulatory system,645
2015,Number,F,70-74,(J00-J99) Diseases of the respiratory system,50
2015,Number,F,70-74,(K00-K93) Diseases of the digestive system,26
2015,Number,F,70-74,(N00-N99) Diseases of the genitourinary system,34
2015,Number,F,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",21
2015,Number,F,70-74,Unknown,24
2015,Number,F,70-74,"(C00-C97,D00-D48) Neoplasms",259
2015,Number,Both sexes,75-79,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,Both sexes,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,75-79,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4
2015,Number,Both sexes,75-79,(F00-F99) Mental and behavioural disorders,13
