Year,UNIT_MEASURE,Sex,Age,Value
2020,Number,Both sexes,36,
2020,Number,Both sexes,37,
2020,Number,Both sexes,38,
2020,Number,Both sexes,39,
2020,Number,Both sexes,40,
2020,Number,Both sexes,41,
2020,Number,Both sexes,42,
2020,Number,Both sexes,43,
2020,Number,Both sexes,44,
2020,Number,Both sexes,45,
2020,Number,Both sexes,46,
2020,Number,Both sexes,47,
2020,Number,Both sexes,48,
2020,Number,Both sexes,49,
2020,Number,Both sexes,50,
2020,Number,Both sexes,51,
2020,Number,Both sexes,52,
2020,Number,Both sexes,53,
2020,Number,Both sexes,54,
2020,Number,Both sexes,55,
2020,Number,Both sexes,56,
2020,Number,Both sexes,57,
2020,Number,Both sexes,58,
2020,Number,Both sexes,59,
2020,Number,Both sexes,60,
2020,Number,Both sexes,61,
2020,Number,Both sexes,62,
2020,Number,Both sexes,63,
2020,Number,Both sexes,64,
2020,Number,Both sexes,65,
2020,Number,Both sexes,66,
2020,Number,Both sexes,67,
2020,Number,Both sexes,68,
2020,Number,Both sexes,69,
2020,Number,Both sexes,70,
2020,Number,Both sexes,71,
2020,Number,Both sexes,72,
2020,Number,Both sexes,73,
2020,Number,Both sexes,74,
2020,Number,Both sexes,75,
2020,Number,Both sexes,76,
2020,Number,Both sexes,77,
2020,Number,Both sexes,78,
2020,Number,Both sexes,79,
2020,Number,Both sexes,80,
2020,Number,Both sexes,81,
2020,Number,Both sexes,82,
2020,Number,Both sexes,83,
2020,Number,Both sexes,84,
2020,Number,Both sexes,85,
2020,Number,Both sexes,86,
2020,Number,Both sexes,87,
2020,Number,Both sexes,88,
2020,Number,Both sexes,89,
2020,Number,Both sexes,90,
2020,Number,Both sexes,91,
2020,Number,Both sexes,92,
2020,Number,Both sexes,93,
2020,Number,Both sexes,94,
2020,Number,Both sexes,95,
2020,Number,Both sexes,96,
2020,Number,Both sexes,97,
2020,Number,Both sexes,98,
2020,Number,Both sexes,99,
2020,Number,Both sexes,100,
2020,Number,Both sexes,101,
2020,Number,Both sexes,102,
2020,Number,Both sexes,103,
2020,Number,Both sexes,104,
2020,Number,Both sexes,105,
2020,Number,Both sexes,106,
2020,Number,Both sexes,107,
2020,Number,Both sexes,108,
2020,Number,Both sexes,109,
2020,Number,Both sexes,110,
2020,Number,Both sexes,111,
2020,Number,Both sexes,112,
2020,Number,Both sexes,113,
2020,Number,Both sexes,114,
2020,Number,Both sexes,115,
2020,Number,Both sexes,116,
2020,Number,Both sexes,117,
2020,Number,Both sexes,118,
2020,Number,Both sexes,119,
2020,Number,Both sexes,120,
2020,Number,Both sexes,Unknown,
2020,Number,Both sexes,Total,
2020,Number,M,0,
2020,Number,M,1,
2020,Number,M,2,
2020,Number,M,3,
2020,Number,M,4,
2020,Number,M,5,
2020,Number,M,6,
2020,Number,M,7,
2020,Number,M,8,
2020,Number,M,9,
2020,Number,M,10,
2020,Number,M,11,
2020,Number,M,12,
2020,Number,M,13,
2020,Number,M,14,
2020,Number,M,15,
2020,Number,M,16,
2020,Number,M,17,
2020,Number,M,18,
2020,Number,M,19,
2020,Number,M,20,
2020,Number,M,21,
2020,Number,M,22,
2020,Number,M,23,
2020,Number,M,24,
2020,Number,M,25,
2020,Number,M,26,
2020,Number,M,27,
2020,Number,M,28,
2020,Number,M,29,
2020,Number,M,30,
2020,Number,M,31,
2020,Number,M,32,
2020,Number,M,33,
2020,Number,M,34,
2020,Number,M,35,
2020,Number,M,36,
2020,Number,M,37,
2020,Number,M,38,
2020,Number,M,39,
2020,Number,M,40,
2020,Number,M,41,
2020,Number,M,42,
2020,Number,M,43,
2020,Number,M,44,
2020,Number,M,45,
2020,Number,M,46,
2020,Number,M,47,
2020,Number,M,48,
2020,Number,M,49,
2020,Number,M,50,
2020,Number,M,51,
2020,Number,M,52,
2020,Number,M,53,
2020,Number,M,54,
2020,Number,M,55,
2020,Number,M,56,
2020,Number,M,57,
2020,Number,M,58,
2020,Number,M,59,
2020,Number,M,60,
2020,Number,M,61,
2020,Number,M,62,
2020,Number,M,63,
2020,Number,M,64,
2020,Number,M,65,
2020,Number,M,66,
2020,Number,M,67,
2020,Number,M,68,
2020,Number,M,69,
2020,Number,M,70,
2020,Number,M,71,
2020,Number,M,72,
2020,Number,M,73,
2020,Number,M,74,
2020,Number,M,75,
2020,Number,M,76,
2020,Number,M,77,
2020,Number,M,78,
2020,Number,M,79,
2020,Number,M,80,
2020,Number,M,81,
2020,Number,M,82,
2020,Number,M,83,
2020,Number,M,84,
2020,Number,M,85,
2020,Number,M,86,
2020,Number,M,87,
2020,Number,M,88,
2020,Number,M,89,
2020,Number,M,90,
2020,Number,M,91,
2020,Number,M,92,
2020,Number,M,93,
2020,Number,M,94,
2020,Number,M,95,
2020,Number,M,96,
2020,Number,M,97,
2020,Number,M,98,
2020,Number,M,99,
2020,Number,M,100,
2020,Number,M,101,
2020,Number,M,102,
2020,Number,M,103,
2020,Number,M,104,
2020,Number,M,105,
2020,Number,M,106,
2020,Number,M,107,
2020,Number,M,108,
2020,Number,M,109,
2020,Number,M,110,
2020,Number,M,111,
2020,Number,M,112,
2020,Number,M,113,
2020,Number,M,114,
2020,Number,M,115,
2020,Number,M,116,
2020,Number,M,117,
2020,Number,M,118,
2020,Number,M,119,
2020,Number,M,120,
2020,Number,M,Unknown,
2020,Number,M,Total,
2020,Number,F,0,
2020,Number,F,1,
2020,Number,F,2,
2020,Number,F,3,
2020,Number,F,4,
2020,Number,F,5,
2020,Number,F,6,
2020,Number,F,7,
2020,Number,F,8,
2020,Number,F,9,
2020,Number,F,10,
2020,Number,F,11,
2020,Number,F,12,
2020,Number,F,13,
2020,Number,F,14,
2020,Number,F,15,
2020,Number,F,16,
2020,Number,F,17,
2020,Number,F,18,
2020,Number,F,19,
2020,Number,F,20,
2020,Number,F,21,
2020,Number,F,22,
2020,Number,F,23,
2020,Number,F,24,
2020,Number,F,25,
2020,Number,F,26,
2020,Number,F,27,
2020,Number,F,28,
2020,Number,F,29,
2020,Number,F,30,
2020,Number,F,31,
2020,Number,F,32,
2020,Number,F,33,
2020,Number,F,34,
2020,Number,F,35,
2020,Number,F,36,
2020,Number,F,37,
2020,Number,F,38,
2020,Number,F,39,
2020,Number,F,40,
2020,Number,F,41,
2020,Number,F,42,
2020,Number,F,43,
2020,Number,F,44,
2020,Number,F,45,
2020,Number,F,46,
2020,Number,F,47,
2020,Number,F,48,
2020,Number,F,49,
2020,Number,F,50,
2020,Number,F,51,
2020,Number,F,52,
2020,Number,F,53,
2020,Number,F,54,
2020,Number,F,55,
2020,Number,F,56,
2020,Number,F,57,
2020,Number,F,58,
2020,Number,F,59,
2020,Number,F,60,
2020,Number,F,61,
2020,Number,F,62,
2020,Number,F,63,
2020,Number,F,64,
2020,Number,F,65,
2020,Number,F,66,
2020,Number,F,67,
2020,Number,F,68,
2020,Number,F,69,
2020,Number,F,70,
2020,Number,F,71,
2020,Number,F,72,
2020,Number,F,73,
2020,Number,F,74,
2020,Number,F,75,
2020,Number,F,76,
2020,Number,F,77,
2020,Number,F,78,
2020,Number,F,79,
2020,Number,F,80,
2020,Number,F,81,
2020,Number,F,82,
2020,Number,F,83,
2020,Number,F,84,
2020,Number,F,85,
2020,Number,F,86,
2020,Number,F,87,
2020,Number,F,88,
2020,Number,F,89,
2020,Number,F,90,
2020,Number,F,91,
2020,Number,F,92,
2020,Number,F,93,
2020,Number,F,94,
2020,Number,F,95,
2020,Number,F,96,
2020,Number,F,97,
2020,Number,F,98,
2020,Number,F,99,
2020,Number,F,100,
2020,Number,F,101,
2020,Number,F,102,
2020,Number,F,103,
2020,Number,F,104,
2020,Number,F,105,
2020,Number,F,106,
2020,Number,F,107,
2020,Number,F,108,
2020,Number,F,109,
2020,Number,F,110,
2020,Number,F,111,
2020,Number,F,112,
2020,Number,F,113,
2020,Number,F,114,
2020,Number,F,115,
2020,Number,F,116,
2020,Number,F,117,
2020,Number,F,118,
2020,Number,F,119,
2020,Number,F,120,
2020,Number,F,Unknown,
2020,Number,F,Total,
