Year,UNIT_MEASURE,Administrativna oblast,scientific_field,Value
2019,Broj,Županija Bosansko-podrinjska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Županija Bosansko-podrinjska,Zdravstvo i socijalna skrb,
2019,Broj,Županija Bosansko-podrinjska,Usluge,
2019,Broj,Županija Srednjobosanska,Obrazovanje,
2019,Broj,Županija Srednjobosanska,Umjetnost i humanističke znanosti,
2019,Broj,Županija Srednjobosanska,"social_sciences,_journalism_and_information",
2019,Broj,Županija Srednjobosanska,"business,_administration_and_law",
2019,Broj,Županija Srednjobosanska,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Županija Srednjobosanska,Informacijske i komunikacijske tehnologije,
2019,Broj,Županija Srednjobosanska,"engineering,_production_and_construction",
2019,Broj,Županija Srednjobosanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Županija Srednjobosanska,Zdravstvo i socijalna skrb,
2019,Broj,Županija Srednjobosanska,Usluge,
2019,Broj,Županija Hercegovačko-neretvanska,Obrazovanje,
2019,Broj,Županija Hercegovačko-neretvanska,Umjetnost i humanističke znanosti,
2019,Broj,Županija Hercegovačko-neretvanska,"social_sciences,_journalism_and_information",
2019,Broj,Županija Hercegovačko-neretvanska,"business,_administration_and_law",
2019,Broj,Županija Hercegovačko-neretvanska,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Županija Hercegovačko-neretvanska,Informacijske i komunikacijske tehnologije,
2019,Broj,Županija Hercegovačko-neretvanska,"engineering,_production_and_construction",
2019,Broj,Županija Hercegovačko-neretvanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Županija Hercegovačko-neretvanska,Zdravstvo i socijalna skrb,
2019,Broj,Županija Hercegovačko-neretvanska,Usluge,
2019,Broj,Sarajevska županija,Obrazovanje,
2019,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2019,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2019,Broj,Sarajevska županija,"business,_administration_and_law",
2019,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Sarajevska županija,"engineering,_production_and_construction",
2019,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2019,Broj,Sarajevska županija,Usluge,
2020,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2020,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2020,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2020,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2020,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2020,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2020,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2020,Broj,Federacija Bosne i Hercegovine,Usluge,
2020,Broj,Županija Unsko-sanska,Obrazovanje,
2020,Broj,Županija Unsko-sanska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Unsko-sanska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Unsko-sanska,"business,_administration_and_law",
2020,Broj,Županija Unsko-sanska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Unsko-sanska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Unsko-sanska,"engineering,_production_and_construction",
2020,Broj,Županija Unsko-sanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Unsko-sanska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Unsko-sanska,Usluge,
2020,Broj,Županija Tuzlanska,Obrazovanje,
2020,Broj,Županija Tuzlanska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Tuzlanska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Tuzlanska,"business,_administration_and_law",
2020,Broj,Županija Tuzlanska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Tuzlanska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Tuzlanska,"engineering,_production_and_construction",
2020,Broj,Županija Tuzlanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Tuzlanska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Tuzlanska,Usluge,
2020,Broj,Županija Zeničko-dobojska,Obrazovanje,
2020,Broj,Županija Zeničko-dobojska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Zeničko-dobojska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Zeničko-dobojska,"business,_administration_and_law",
2020,Broj,Županija Zeničko-dobojska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Zeničko-dobojska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Zeničko-dobojska,"engineering,_production_and_construction",
2020,Broj,Županija Zeničko-dobojska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Zeničko-dobojska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Zeničko-dobojska,Usluge,
2020,Broj,Županija Bosansko-podrinjska,Obrazovanje,
2020,Broj,Županija Bosansko-podrinjska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Bosansko-podrinjska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Bosansko-podrinjska,"business,_administration_and_law",
2020,Broj,Županija Bosansko-podrinjska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Bosansko-podrinjska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Bosansko-podrinjska,"engineering,_production_and_construction",
2020,Broj,Županija Bosansko-podrinjska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Bosansko-podrinjska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Bosansko-podrinjska,Usluge,
2020,Broj,Županija Srednjobosanska,Obrazovanje,
2020,Broj,Županija Srednjobosanska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Srednjobosanska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Srednjobosanska,"business,_administration_and_law",
2020,Broj,Županija Srednjobosanska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Srednjobosanska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Srednjobosanska,"engineering,_production_and_construction",
2020,Broj,Županija Srednjobosanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Srednjobosanska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Srednjobosanska,Usluge,
2020,Broj,Županija Hercegovačko-neretvanska,Obrazovanje,
2020,Broj,Županija Hercegovačko-neretvanska,Umjetnost i humanističke znanosti,
2020,Broj,Županija Hercegovačko-neretvanska,"social_sciences,_journalism_and_information",
2020,Broj,Županija Hercegovačko-neretvanska,"business,_administration_and_law",
2020,Broj,Županija Hercegovačko-neretvanska,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Županija Hercegovačko-neretvanska,Informacijske i komunikacijske tehnologije,
2020,Broj,Županija Hercegovačko-neretvanska,"engineering,_production_and_construction",
2020,Broj,Županija Hercegovačko-neretvanska,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Županija Hercegovačko-neretvanska,Zdravstvo i socijalna skrb,
2020,Broj,Županija Hercegovačko-neretvanska,Usluge,
2020,Broj,Sarajevska županija,Obrazovanje,
2020,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2020,Broj,Sarajevska županija,"social_sciences,_journalism_and_information",
2020,Broj,Sarajevska županija,"business,_administration_and_law",
2020,Broj,Sarajevska županija,"natural_sciences,_mathematics_and_statistics",
2020,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Sarajevska županija,"engineering,_production_and_construction",
2020,Broj,Sarajevska županija,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2020,Broj,Sarajevska županija,Usluge,
