Year,UNIT_MEASURE,AGE,Sex,Cause_of_death,Value
2015,NUMBER,70-74,_T,mental_and_behavioural_disorders,7
2015,NUMBER,70-74,_T,diseases_of_the_blood,5
2015,NUMBER,70-74,M,diseases_of_the_eye,0
2015,NUMBER,70-74,M,diseases_of_the_musculoskeletal,0
2015,NUMBER,70-74,M,congenital_malformations_deformations,0
2015,NUMBER,70-74,M,certain_conditions_originating,0
2015,NUMBER,70-74,M,diseases_of_the_skin,1
2015,NUMBER,70-74,M,diseases_of_the_blood,2
2015,NUMBER,70-74,M,mental_and_behavioural_disorders,4
2015,NUMBER,70-74,M,injuries_poisoning_and_consequences,18
2015,NUMBER,70-74,M,diseases_of_the_circulatory,640
2015,NUMBER,70-74,M,neoplasms,357
2015,NUMBER,70-74,M,symptoms_signs_and_abnormal,37
2015,NUMBER,70-74,M,diseases_of_the_digestive,36
2015,NUMBER,70-74,M,unknown,43
2015,NUMBER,70-74,M,diseases_of_the_respiratory,78
2015,NUMBER,70-74,M,endocrine_metabolic_and_nutritional,70
2015,NUMBER,70-74,M,diseases_of_the_genitourinary,24
2015,NUMBER,70-74,M,infectious_and_parasitic,13
2015,NUMBER,70-74,M,diseases_of_the_nervous,16
2015,NUMBER,70-74,F,certain_conditions_originating,0
2015,NUMBER,70-74,F,diseases_of_the_skin,0
2015,NUMBER,70-74,F,congenital_malformations_deformations,0
2015,NUMBER,70-74,F,diseases_of_the_eye,0
2015,NUMBER,70-74,F,diseases_of_the_musculoskeletal,1
2015,NUMBER,70-74,F,diseases_of_the_blood,3
2015,NUMBER,70-74,F,mental_and_behavioural_disorders,3
2015,NUMBER,70-74,F,injuries_poisoning_and_consequences,7
2015,NUMBER,70-74,F,infectious_and_parasitic,9
2015,NUMBER,70-74,F,endocrine_metabolic_and_nutritional,108
2015,NUMBER,70-74,F,diseases_of_the_nervous,12
2015,NUMBER,70-74,F,diseases_of_the_circulatory,645
2015,NUMBER,70-74,F,diseases_of_the_respiratory,50
2015,NUMBER,70-74,F,diseases_of_the_digestive,26
2015,NUMBER,70-74,F,diseases_of_the_genitourinary,34
2015,NUMBER,70-74,F,symptoms_signs_and_abnormal,21
2015,NUMBER,70-74,F,unknown,24
2015,NUMBER,70-74,F,neoplasms,259
2015,NUMBER,75-79,_T,certain_conditions_originating,0
2015,NUMBER,75-79,_T,diseases_of_the_skin,0
2015,NUMBER,75-79,_T,congenital_malformations_deformations,0
2015,NUMBER,75-79,_T,diseases_of_the_eye,0
2015,NUMBER,75-79,_T,diseases_of_the_musculoskeletal,4
2015,NUMBER,75-79,_T,mental_and_behavioural_disorders,13
2015,NUMBER,75-79,_T,diseases_of_the_nervous,39
2015,NUMBER,75-79,_T,infectious_and_parasitic,36
2015,NUMBER,75-79,_T,diseases_of_the_genitourinary,90
2015,NUMBER,75-79,_T,endocrine_metabolic_and_nutritional,306
2015,NUMBER,75-79,_T,diseases_of_the_respiratory,224
2015,NUMBER,75-79,_T,unknown,70
2015,NUMBER,75-79,_T,diseases_of_the_digestive,92
2015,NUMBER,75-79,_T,symptoms_signs_and_abnormal,84
2015,NUMBER,75-79,_T,neoplasms,811
2015,NUMBER,75-79,_T,diseases_of_the_circulatory,2400
2015,NUMBER,75-79,_T,injuries_poisoning_and_consequences,38
2015,NUMBER,75-79,_T,diseases_of_the_blood,5
2015,NUMBER,75-79,M,diseases_of_the_eye,0
2015,NUMBER,75-79,M,congenital_malformations_deformations,0
2015,NUMBER,75-79,M,diseases_of_the_skin,0
2015,NUMBER,75-79,M,certain_conditions_originating,0
2015,NUMBER,75-79,M,diseases_of_the_blood,1
2015,NUMBER,75-79,M,diseases_of_the_musculoskeletal,1
2015,NUMBER,75-79,M,injuries_poisoning_and_consequences,26
2015,NUMBER,75-79,M,diseases_of_the_circulatory,1059
2015,NUMBER,75-79,M,neoplasms,457
2015,NUMBER,75-79,M,symptoms_signs_and_abnormal,49
2015,NUMBER,75-79,M,diseases_of_the_digestive,43
2015,NUMBER,75-79,M,unknown,40
2015,NUMBER,75-79,M,diseases_of_the_respiratory,114
2015,NUMBER,75-79,M,endocrine_metabolic_and_nutritional,99
2015,NUMBER,75-79,M,diseases_of_the_genitourinary,43
2015,NUMBER,75-79,M,infectious_and_parasitic,16
2015,NUMBER,75-79,M,mental_and_behavioural_disorders,9
2015,NUMBER,75-79,M,diseases_of_the_nervous,22
2015,NUMBER,75-79,F,certain_conditions_originating,0
2015,NUMBER,75-79,F,diseases_of_the_skin,0
2015,NUMBER,75-79,F,congenital_malformations_deformations,0
2015,NUMBER,75-79,F,diseases_of_the_eye,0
2015,NUMBER,75-79,F,diseases_of_the_musculoskeletal,3
2015,NUMBER,75-79,F,diseases_of_the_blood,4
2015,NUMBER,75-79,F,mental_and_behavioural_disorders,4
2015,NUMBER,75-79,F,infectious_and_parasitic,20
2015,NUMBER,75-79,F,endocrine_metabolic_and_nutritional,207
2015,NUMBER,75-79,F,diseases_of_the_nervous,17
2015,NUMBER,75-79,F,diseases_of_the_circulatory,1341
2015,NUMBER,75-79,F,diseases_of_the_respiratory,110
2015,NUMBER,75-79,F,diseases_of_the_digestive,49
2015,NUMBER,75-79,F,diseases_of_the_genitourinary,47
2015,NUMBER,75-79,F,symptoms_signs_and_abnormal,35
2015,NUMBER,75-79,F,injuries_poisoning_and_consequences,12
2015,NUMBER,75-79,F,unknown,30
2015,NUMBER,75-79,F,neoplasms,354
2015,NUMBER,80-84,_T,certain_conditions_originating,0
2015,NUMBER,80-84,_T,congenital_malformations_deformations,0
2015,NUMBER,80-84,_T,diseases_of_the_eye,1
2015,NUMBER,80-84,_T,diseases_of_the_skin,1
2015,NUMBER,80-84,_T,diseases_of_the_blood,10
2015,NUMBER,80-84,_T,mental_and_behavioural_disorders,13
2015,NUMBER,80-84,_T,diseases_of_the_nervous,40
2015,NUMBER,80-84,_T,infectious_and_parasitic,31
2015,NUMBER,80-84,_T,diseases_of_the_genitourinary,90
2015,NUMBER,80-84,_T,endocrine_metabolic_and_nutritional,245
2015,NUMBER,80-84,_T,diseases_of_the_respiratory,241
2015,NUMBER,80-84,_T,unknown,74
2015,NUMBER,80-84,_T,diseases_of_the_digestive,65
2015,NUMBER,80-84,_T,symptoms_signs_and_abnormal,77
2015,NUMBER,80-84,_T,neoplasms,582
2015,NUMBER,80-84,_T,diseases_of_the_circulatory,2599
2015,NUMBER,80-84,_T,injuries_poisoning_and_consequences,28
2015,NUMBER,80-84,_T,diseases_of_the_musculoskeletal,6
2015,NUMBER,80-84,M,diseases_of_the_eye,0
2015,NUMBER,80-84,M,congenital_malformations_deformations,0
2015,NUMBER,80-84,M,diseases_of_the_skin,0
2015,NUMBER,80-84,M,certain_conditions_originating,0
2015,NUMBER,80-84,M,diseases_of_the_blood,2
2015,NUMBER,80-84,M,diseases_of_the_musculoskeletal,2
2015,NUMBER,80-84,M,injuries_poisoning_and_consequences,18
2015,NUMBER,80-84,M,diseases_of_the_circulatory,1010
2015,NUMBER,80-84,M,neoplasms,327
2015,NUMBER,80-84,M,symptoms_signs_and_abnormal,27
2015,NUMBER,80-84,M,diseases_of_the_digestive,28
2015,NUMBER,80-84,M,unknown,43
2015,NUMBER,80-84,M,diseases_of_the_respiratory,117
2015,NUMBER,80-84,M,endocrine_metabolic_and_nutritional,75
2015,NUMBER,80-84,M,diseases_of_the_genitourinary,37
2015,NUMBER,80-84,M,infectious_and_parasitic,13
2015,NUMBER,80-84,M,diseases_of_the_nervous,23
2015,NUMBER,80-84,M,mental_and_behavioural_disorders,6
2015,NUMBER,80-84,F,certain_conditions_originating,0
2015,NUMBER,80-84,F,congenital_malformations_deformations,0
2015,NUMBER,80-84,F,diseases_of_the_eye,1
2015,NUMBER,80-84,F,diseases_of_the_skin,1
2015,NUMBER,80-84,F,diseases_of_the_musculoskeletal,4
2015,NUMBER,80-84,F,mental_and_behavioural_disorders,7
2015,NUMBER,80-84,F,infectious_and_parasitic,18
2015,NUMBER,80-84,F,diseases_of_the_blood,8
2015,NUMBER,80-84,F,endocrine_metabolic_and_nutritional,170
2015,NUMBER,80-84,F,diseases_of_the_nervous,17
2015,NUMBER,80-84,F,diseases_of_the_circulatory,1589
2015,NUMBER,80-84,F,diseases_of_the_respiratory,124
2015,NUMBER,80-84,F,diseases_of_the_digestive,37
2015,NUMBER,80-84,F,diseases_of_the_genitourinary,53
2015,NUMBER,80-84,F,symptoms_signs_and_abnormal,50
2015,NUMBER,80-84,F,injuries_poisoning_and_consequences,10
2015,NUMBER,80-84,F,unknown,31
2015,NUMBER,80-84,F,neoplasms,255
2015,NUMBER,85+,_T,certain_conditions_originating,0
2015,NUMBER,85+,_T,congenital_malformations_deformations,0
2015,NUMBER,85+,_T,diseases_of_the_eye,0
2015,NUMBER,85+,_T,diseases_of_the_blood,2
2015,NUMBER,85+,_T,diseases_of_the_skin,2
2015,NUMBER,85+,_T,mental_and_behavioural_disorders,21
2015,NUMBER,85+,_T,diseases_of_the_nervous,14
2015,NUMBER,85+,_T,infectious_and_parasitic,17
2015,NUMBER,85+,_T,diseases_of_the_genitourinary,52
2015,NUMBER,85+,_T,endocrine_metabolic_and_nutritional,156
2015,NUMBER,85+,_T,diseases_of_the_respiratory,183
2015,NUMBER,85+,_T,unknown,89
2015,NUMBER,85+,_T,diseases_of_the_digestive,57
2015,NUMBER,85+,_T,symptoms_signs_and_abnormal,76
2015,NUMBER,85+,_T,neoplasms,272
2015,NUMBER,85+,_T,diseases_of_the_circulatory,2558
2015,NUMBER,85+,_T,injuries_poisoning_and_consequences,16
2015,NUMBER,85+,_T,diseases_of_the_musculoskeletal,5
2015,NUMBER,85+,M,diseases_of_the_eye,0
2015,NUMBER,85+,M,diseases_of_the_blood,0
2015,NUMBER,85+,M,congenital_malformations_deformations,0
2015,NUMBER,85+,M,certain_conditions_originating,0
2015,NUMBER,85+,M,diseases_of_the_skin,1
2015,NUMBER,85+,M,diseases_of_the_musculoskeletal,2
2015,NUMBER,85+,M,diseases_of_the_nervous,4
2015,NUMBER,85+,M,injuries_poisoning_and_consequences,11
2015,NUMBER,85+,M,diseases_of_the_circulatory,784
2015,NUMBER,85+,M,neoplasms,138
2015,NUMBER,85+,M,symptoms_signs_and_abnormal,28
2015,NUMBER,85+,M,diseases_of_the_digestive,23
2015,NUMBER,85+,M,unknown,32
2015,NUMBER,85+,M,diseases_of_the_respiratory,85
2015,NUMBER,85+,M,endocrine_metabolic_and_nutritional,46
2015,NUMBER,85+,M,diseases_of_the_genitourinary,24
2015,NUMBER,85+,M,infectious_and_parasitic,8
2015,NUMBER,85+,M,mental_and_behavioural_disorders,7
2015,NUMBER,85+,F,certain_conditions_originating,0
2015,NUMBER,85+,F,congenital_malformations_deformations,0
2015,NUMBER,85+,F,diseases_of_the_eye,0
2015,NUMBER,85+,F,diseases_of_the_skin,1
2015,NUMBER,85+,F,diseases_of_the_blood,2
2015,NUMBER,85+,F,diseases_of_the_musculoskeletal,3
2015,NUMBER,85+,F,injuries_poisoning_and_consequences,5
2015,NUMBER,85+,F,infectious_and_parasitic,9
2015,NUMBER,85+,F,endocrine_metabolic_and_nutritional,110
2015,NUMBER,85+,F,mental_and_behavioural_disorders,14
2015,NUMBER,85+,F,diseases_of_the_nervous,10
2015,NUMBER,85+,F,diseases_of_the_circulatory,1774
2015,NUMBER,85+,F,diseases_of_the_respiratory,98
2015,NUMBER,85+,F,diseases_of_the_digestive,34
2015,NUMBER,85+,F,diseases_of_the_genitourinary,28
2015,NUMBER,85+,F,symptoms_signs_and_abnormal,48
2015,NUMBER,85+,F,unknown,57
2015,NUMBER,85+,F,neoplasms,134
2016,NUMBER,T,_T,diseases_of_the_ear,1
2016,NUMBER,T,_T,diseases_of_the_skin,1
2016,NUMBER,T,_T,congenital_malformations_deformations,10
2016,NUMBER,T,_T,infectious_and_parasitic,213
2016,NUMBER,T,_T,neoplasms,4592
2016,NUMBER,T,_T,diseases_of_the_blood,30
2016,NUMBER,T,_T,endocrine_metabolic_and_nutritional,1203
2016,NUMBER,T,_T,mental_and_behavioural_disorders,95
2016,NUMBER,T,_T,diseases_of_the_nervous,193
2016,NUMBER,T,_T,diseases_of_the_circulatory,11211
2016,NUMBER,T,_T,diseases_of_the_respiratory,915
2016,NUMBER,T,_T,diseases_of_the_digestive,568
2016,NUMBER,T,_T,diseases_of_the_musculoskeletal,25
2016,NUMBER,T,_T,diseases_of_the_genitourinary,431
2016,NUMBER,T,_T,certain_conditions_originating,94
2016,NUMBER,T,_T,symptoms_signs_and_abnormal,489
2016,NUMBER,T,_T,unknown,542
2016,NUMBER,T,_T,injuries_poisoning_and_consequences,492
2016,NUMBER,T,M,diseases_of_the_ear,0
2016,NUMBER,T,M,diseases_of_the_skin,0
2016,NUMBER,T,M,diseases_of_the_musculoskeletal,3
2016,NUMBER,T,M,injuries_poisoning_and_consequences,370
2016,NUMBER,T,M,infectious_and_parasitic,105
2016,NUMBER,T,M,neoplasms,2596
2016,NUMBER,T,M,diseases_of_the_blood,13
2016,NUMBER,T,M,endocrine_metabolic_and_nutritional,446
2016,NUMBER,T,M,mental_and_behavioural_disorders,53
2016,NUMBER,T,M,diseases_of_the_nervous,102
2016,NUMBER,T,M,diseases_of_the_circulatory,5195
2016,NUMBER,T,M,diseases_of_the_respiratory,528
2016,NUMBER,T,M,diseases_of_the_digestive,316
2016,NUMBER,T,M,diseases_of_the_genitourinary,199
2016,NUMBER,T,M,certain_conditions_originating,56
2016,NUMBER,T,M,symptoms_signs_and_abnormal,254
2016,NUMBER,T,M,unknown,296
2016,NUMBER,T,M,congenital_malformations_deformations,6
2016,NUMBER,T,F,diseases_of_the_ear,1
2016,NUMBER,T,F,diseases_of_the_skin,1
2016,NUMBER,T,F,congenital_malformations_deformations,4
2016,NUMBER,T,F,infectious_and_parasitic,108
2016,NUMBER,T,F,neoplasms,1996
2016,NUMBER,T,F,diseases_of_the_blood,17
2016,NUMBER,T,F,endocrine_metabolic_and_nutritional,757
2016,NUMBER,T,F,mental_and_behavioural_disorders,42
2016,NUMBER,T,F,diseases_of_the_nervous,91
2016,NUMBER,T,F,diseases_of_the_circulatory,6016
2016,NUMBER,T,F,diseases_of_the_respiratory,387
2016,NUMBER,T,F,diseases_of_the_digestive,252
2016,NUMBER,T,F,diseases_of_the_musculoskeletal,22
2016,NUMBER,T,F,diseases_of_the_genitourinary,232
2016,NUMBER,T,F,certain_conditions_originating,38
2016,NUMBER,T,F,symptoms_signs_and_abnormal,235
2016,NUMBER,T,F,injuries_poisoning_and_consequences,122
2016,NUMBER,T,F,unknown,246
2016,NUMBER,0,_T,diseases_of_the_skin,0
2016,NUMBER,0,_T,diseases_of_the_blood,0
2016,NUMBER,0,_T,diseases_of_the_musculoskeletal,0
2016,NUMBER,0,_T,mental_and_behavioural_disorders,0
2016,NUMBER,0,_T,neoplasms,0
2016,NUMBER,0,_T,endocrine_metabolic_and_nutritional,0
2016,NUMBER,0,_T,diseases_of_the_ear,0
2016,NUMBER,0,_T,diseases_of_the_genitourinary,0
2016,NUMBER,0,_T,injuries_poisoning_and_consequences,0
2016,NUMBER,0,_T,diseases_of_the_digestive,1
2016,NUMBER,0,_T,diseases_of_the_respiratory,2
2016,NUMBER,0,_T,unknown,4
2016,NUMBER,0,_T,certain_conditions_originating,94
2016,NUMBER,0,_T,diseases_of_the_circulatory,23
2016,NUMBER,0,_T,congenital_malformations_deformations,7
2016,NUMBER,0,_T,infectious_and_parasitic,6
2016,NUMBER,0,_T,diseases_of_the_nervous,5
2016,NUMBER,0,_T,symptoms_signs_and_abnormal,5
2016,NUMBER,0,M,neoplasms,0
2016,NUMBER,0,M,endocrine_metabolic_and_nutritional,0
2016,NUMBER,0,M,diseases_of_the_nervous,0
2016,NUMBER,0,M,diseases_of_the_ear,0
2016,NUMBER,0,M,diseases_of_the_digestive,0
2016,NUMBER,0,M,diseases_of_the_genitourinary,0
2016,NUMBER,0,M,injuries_poisoning_and_consequences,0
2016,NUMBER,0,M,mental_and_behavioural_disorders,0
2016,NUMBER,0,M,diseases_of_the_blood,0
2016,NUMBER,0,M,diseases_of_the_musculoskeletal,0
2016,NUMBER,0,M,diseases_of_the_skin,0
2016,NUMBER,0,M,infectious_and_parasitic,1
2016,NUMBER,0,M,diseases_of_the_respiratory,2
2016,NUMBER,0,M,unknown,2
2016,NUMBER,0,M,congenital_malformations_deformations,4
2016,NUMBER,0,M,symptoms_signs_and_abnormal,4
2016,NUMBER,0,M,diseases_of_the_circulatory,18
2016,NUMBER,0,M,certain_conditions_originating,56
2016,NUMBER,0,F,diseases_of_the_skin,0
2016,NUMBER,0,F,neoplasms,0
2016,NUMBER,0,F,diseases_of_the_blood,0
2016,NUMBER,0,F,endocrine_metabolic_and_nutritional,0
2016,NUMBER,0,F,mental_and_behavioural_disorders,0
2016,NUMBER,0,F,diseases_of_the_ear,0
2016,NUMBER,0,F,diseases_of_the_respiratory,0
2016,NUMBER,0,F,diseases_of_the_musculoskeletal,0
2016,NUMBER,0,F,diseases_of_the_genitourinary,0
2016,NUMBER,0,F,injuries_poisoning_and_consequences,0
2016,NUMBER,0,F,diseases_of_the_digestive,1
2016,NUMBER,0,F,symptoms_signs_and_abnormal,1
2016,NUMBER,0,F,unknown,2
2016,NUMBER,0,F,congenital_malformations_deformations,3
2016,NUMBER,0,F,infectious_and_parasitic,5
2016,NUMBER,0,F,diseases_of_the_nervous,5
2016,NUMBER,0,F,diseases_of_the_circulatory,5
2016,NUMBER,0,F,certain_conditions_originating,38
2016,NUMBER, 1-4,_T,certain_conditions_originating,0
2016,NUMBER, 1-4,_T,diseases_of_the_skin,0
2016,NUMBER, 1-4,_T,mental_and_behavioural_disorders,0
2016,NUMBER, 1-4,_T,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 1-4,_T,diseases_of_the_ear,0
2016,NUMBER, 1-4,_T,diseases_of_the_digestive,0
2016,NUMBER, 1-4,_T,diseases_of_the_genitourinary,0
2016,NUMBER, 1-4,_T,unknown,0
2016,NUMBER, 1-4,_T,infectious_and_parasitic,1
2016,NUMBER, 1-4,_T,neoplasms,1
2016,NUMBER, 1-4,_T,diseases_of_the_blood,1
2016,NUMBER, 1-4,_T,diseases_of_the_musculoskeletal,1
2016,NUMBER, 1-4,_T,symptoms_signs_and_abnormal,1
2016,NUMBER, 1-4,_T,congenital_malformations_deformations,1
2016,NUMBER, 1-4,_T,diseases_of_the_nervous,2
2016,NUMBER, 1-4,_T,diseases_of_the_respiratory,3
2016,NUMBER, 1-4,_T,injuries_poisoning_and_consequences,3
2016,NUMBER, 1-4,_T,diseases_of_the_circulatory,5
2016,NUMBER, 1-4,M,neoplasms,0
2016,NUMBER, 1-4,M,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 1-4,M,diseases_of_the_ear,0
2016,NUMBER, 1-4,M,diseases_of_the_respiratory,0
2016,NUMBER, 1-4,M,diseases_of_the_digestive,0
2016,NUMBER, 1-4,M,diseases_of_the_genitourinary,0
2016,NUMBER, 1-4,M,symptoms_signs_and_abnormal,0
2016,NUMBER, 1-4,M,injuries_poisoning_and_consequences,0
2016,NUMBER, 1-4,M,unknown,0
2016,NUMBER, 1-4,M,mental_and_behavioural_disorders,0
2016,NUMBER, 1-4,M,diseases_of_the_skin,0
2016,NUMBER, 1-4,M,certain_conditions_originating,0
2016,NUMBER, 1-4,M,infectious_and_parasitic,1
2016,NUMBER, 1-4,M,diseases_of_the_blood,1
2016,NUMBER, 1-4,M,diseases_of_the_circulatory,1
2016,NUMBER, 1-4,M,diseases_of_the_musculoskeletal,1
2016,NUMBER, 1-4,M,congenital_malformations_deformations,1
2016,NUMBER, 1-4,M,diseases_of_the_nervous,2
2016,NUMBER, 1-4,F,certain_conditions_originating,0
2016,NUMBER, 1-4,F,diseases_of_the_skin,0
2016,NUMBER, 1-4,F,congenital_malformations_deformations,0
2016,NUMBER, 1-4,F,infectious_and_parasitic,0
2016,NUMBER, 1-4,F,diseases_of_the_blood,0
2016,NUMBER, 1-4,F,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 1-4,F,mental_and_behavioural_disorders,0
2016,NUMBER, 1-4,F,diseases_of_the_nervous,0
2016,NUMBER, 1-4,F,diseases_of_the_ear,0
2016,NUMBER, 1-4,F,diseases_of_the_digestive,0
2016,NUMBER, 1-4,F,diseases_of_the_musculoskeletal,0
2016,NUMBER, 1-4,F,diseases_of_the_genitourinary,0
2016,NUMBER, 1-4,F,unknown,0
2016,NUMBER, 1-4,F,neoplasms,1
2016,NUMBER, 1-4,F,symptoms_signs_and_abnormal,1
2016,NUMBER, 1-4,F,diseases_of_the_respiratory,3
2016,NUMBER, 1-4,F,injuries_poisoning_and_consequences,3
2016,NUMBER, 1-4,F,diseases_of_the_circulatory,4
2016,NUMBER, 5-9,_T,certain_conditions_originating,0
2016,NUMBER, 5-9,_T,diseases_of_the_skin,0
2016,NUMBER, 5-9,_T,congenital_malformations_deformations,0
2016,NUMBER, 5-9,_T,diseases_of_the_blood,0
2016,NUMBER, 5-9,_T,mental_and_behavioural_disorders,0
2016,NUMBER, 5-9,_T,diseases_of_the_ear,0
2016,NUMBER, 5-9,_T,diseases_of_the_respiratory,0
2016,NUMBER, 5-9,_T,diseases_of_the_digestive,0
2016,NUMBER, 5-9,_T,diseases_of_the_musculoskeletal,0
2016,NUMBER, 5-9,_T,diseases_of_the_genitourinary,0
2016,NUMBER, 5-9,_T,symptoms_signs_and_abnormal,0
2016,NUMBER, 5-9,_T,infectious_and_parasitic,1
2016,NUMBER, 5-9,_T,endocrine_metabolic_and_nutritional,1
2016,NUMBER, 5-9,_T,diseases_of_the_nervous,2
2016,NUMBER, 5-9,_T,diseases_of_the_circulatory,2
2016,NUMBER, 5-9,_T,unknown,3
2016,NUMBER, 5-9,_T,neoplasms,4
2016,NUMBER, 5-9,_T,injuries_poisoning_and_consequences,4
2016,NUMBER, 5-9,M,infectious_and_parasitic,0
2016,NUMBER, 5-9,M,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 5-9,M,diseases_of_the_ear,0
2016,NUMBER, 5-9,M,diseases_of_the_respiratory,0
2016,NUMBER, 5-9,M,diseases_of_the_digestive,0
2016,NUMBER, 5-9,M,diseases_of_the_genitourinary,0
2016,NUMBER, 5-9,M,symptoms_signs_and_abnormal,0
2016,NUMBER, 5-9,M,mental_and_behavioural_disorders,0
2016,NUMBER, 5-9,M,diseases_of_the_blood,0
2016,NUMBER, 5-9,M,diseases_of_the_musculoskeletal,0
2016,NUMBER, 5-9,M,congenital_malformations_deformations,0
2016,NUMBER, 5-9,M,diseases_of_the_skin,0
2016,NUMBER, 5-9,M,certain_conditions_originating,0
2016,NUMBER, 5-9,M,diseases_of_the_nervous,1
2016,NUMBER, 5-9,M,diseases_of_the_circulatory,2
2016,NUMBER, 5-9,M,injuries_poisoning_and_consequences,2
2016,NUMBER, 5-9,M,neoplasms,3
2016,NUMBER, 5-9,M,unknown,3
2016,NUMBER, 5-9,F,certain_conditions_originating,0
2016,NUMBER, 5-9,F,diseases_of_the_skin,0
2016,NUMBER, 5-9,F,congenital_malformations_deformations,0
2016,NUMBER, 5-9,F,diseases_of_the_blood,0
2016,NUMBER, 5-9,F,mental_and_behavioural_disorders,0
2016,NUMBER, 5-9,F,diseases_of_the_ear,0
2016,NUMBER, 5-9,F,diseases_of_the_circulatory,0
2016,NUMBER, 5-9,F,diseases_of_the_respiratory,0
2016,NUMBER, 5-9,F,diseases_of_the_digestive,0
2016,NUMBER, 5-9,F,diseases_of_the_musculoskeletal,0
2016,NUMBER, 5-9,F,diseases_of_the_genitourinary,0
2016,NUMBER, 5-9,F,symptoms_signs_and_abnormal,0
2016,NUMBER, 5-9,F,unknown,0
2016,NUMBER, 5-9,F,infectious_and_parasitic,1
2016,NUMBER, 5-9,F,neoplasms,1
2016,NUMBER, 5-9,F,endocrine_metabolic_and_nutritional,1
2016,NUMBER, 5-9,F,diseases_of_the_nervous,1
2016,NUMBER, 5-9,F,injuries_poisoning_and_consequences,2
2016,NUMBER, 10-14,_T,certain_conditions_originating,0
2016,NUMBER, 10-14,_T,diseases_of_the_skin,0
2016,NUMBER, 10-14,_T,congenital_malformations_deformations,0
2016,NUMBER, 10-14,_T,infectious_and_parasitic,0
2016,NUMBER, 10-14,_T,diseases_of_the_blood,0
2016,NUMBER, 10-14,_T,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 10-14,_T,mental_and_behavioural_disorders,0
2016,NUMBER, 10-14,_T,diseases_of_the_ear,0
2016,NUMBER, 10-14,_T,diseases_of_the_musculoskeletal,0
2016,NUMBER, 10-14,_T,diseases_of_the_genitourinary,0
2016,NUMBER, 10-14,_T,unknown,0
2016,NUMBER, 10-14,_T,diseases_of_the_digestive,1
2016,NUMBER, 10-14,_T,neoplasms,2
2016,NUMBER, 10-14,_T,diseases_of_the_nervous,2
2016,NUMBER, 10-14,_T,diseases_of_the_respiratory,2
2016,NUMBER, 10-14,_T,symptoms_signs_and_abnormal,2
2016,NUMBER, 10-14,_T,injuries_poisoning_and_consequences,6
2016,NUMBER, 10-14,_T,diseases_of_the_circulatory,5
2016,NUMBER, 10-14,M,infectious_and_parasitic,0
2016,NUMBER, 10-14,M,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 10-14,M,diseases_of_the_ear,0
2016,NUMBER, 10-14,M,diseases_of_the_digestive,0
2016,NUMBER, 10-14,M,diseases_of_the_genitourinary,0
2016,NUMBER, 10-14,M,unknown,0
2016,NUMBER, 10-14,M,mental_and_behavioural_disorders,0
2016,NUMBER, 10-14,M,diseases_of_the_blood,0
2016,NUMBER, 10-14,M,diseases_of_the_musculoskeletal,0
2016,NUMBER, 10-14,M,congenital_malformations_deformations,0
2016,NUMBER, 10-14,M,diseases_of_the_skin,0
2016,NUMBER, 10-14,M,certain_conditions_originating,0
2016,NUMBER, 10-14,M,neoplasms,1
2016,NUMBER, 10-14,M,symptoms_signs_and_abnormal,1
2016,NUMBER, 10-14,M,diseases_of_the_nervous,2
2016,NUMBER, 10-14,M,diseases_of_the_respiratory,2
2016,NUMBER, 10-14,M,diseases_of_the_circulatory,3
2016,NUMBER, 10-14,M,injuries_poisoning_and_consequences,4
2016,NUMBER, 10-14,F,certain_conditions_originating,0
2016,NUMBER, 10-14,F,diseases_of_the_skin,0
2016,NUMBER, 10-14,F,congenital_malformations_deformations,0
2016,NUMBER, 10-14,F,infectious_and_parasitic,0
2016,NUMBER, 10-14,F,diseases_of_the_blood,0
2016,NUMBER, 10-14,F,endocrine_metabolic_and_nutritional,0
2016,NUMBER, 10-14,F,mental_and_behavioural_disorders,0
2016,NUMBER, 10-14,F,diseases_of_the_nervous,0
2016,NUMBER, 10-14,F,diseases_of_the_ear,0
2016,NUMBER, 10-14,F,diseases_of_the_respiratory,0
2016,NUMBER, 10-14,F,diseases_of_the_musculoskeletal,0
2016,NUMBER, 10-14,F,diseases_of_the_genitourinary,0
2016,NUMBER, 10-14,F,unknown,0
2016,NUMBER, 10-14,F,neoplasms,1
2016,NUMBER, 10-14,F,diseases_of_the_digestive,1
2016,NUMBER, 10-14,F,symptoms_signs_and_abnormal,1
2016,NUMBER, 10-14,F,diseases_of_the_circulatory,2
2016,NUMBER, 10-14,F,injuries_poisoning_and_consequences,2
2016,NUMBER,15-19,_T,certain_conditions_originating,0
2016,NUMBER,15-19,_T,diseases_of_the_skin,0
2016,NUMBER,15-19,_T,congenital_malformations_deformations,0
2016,NUMBER,15-19,_T,diseases_of_the_blood,0
2016,NUMBER,15-19,_T,diseases_of_the_musculoskeletal,0
2016,NUMBER,15-19,_T,mental_and_behavioural_disorders,0
2016,NUMBER,15-19,_T,diseases_of_the_ear,0
2016,NUMBER,15-19,_T,diseases_of_the_digestive,0
