Year,UNIT_MEASURE,Sex,Age,Cause of death,Value
2016,Number,F,35-39,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,F,35-39,(N00-N99) Diseases of the genitourinary system,0.0
2016,Number,F,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2016,Number,F,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1.0
2016,Number,F,35-39,(G00-G99) Diseases of the nervous system,2.0
2016,Number,F,35-39,(J00-J99) Diseases of the respiratory system,2.0
2016,Number,F,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",2.0
2016,Number,F,35-39,(K00-K93) Diseases of the digestive system,4.0
2016,Number,F,35-39,Unknown,4.0
2016,Number,F,35-39,(I00-I99) Diseases of the circulatory system,15.0
2016,Number,F,35-39,"(C00-C97,D00-D48) Neoplasms",21.0
2016,Number,Both sexes,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,40-44,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2016,Number,Both sexes,40-44,(F00-F99) Mental and behavioural disorders,1.0
2016,Number,Both sexes,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2016,Number,Both sexes,40-44,(N00-N99) Diseases of the genitourinary system,3.0
2016,Number,Both sexes,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,4.0
2016,Number,Both sexes,40-44,(J00-J99) Diseases of the respiratory system,10.0
2016,Number,Both sexes,40-44,Unknown,8.0
2016,Number,Both sexes,40-44,(K00-K93) Diseases of the digestive system,14.0
2016,Number,Both sexes,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",9.0
2016,Number,Both sexes,40-44,"(C00-C97,D00-D48) Neoplasms",66.0
2016,Number,Both sexes,40-44,(I00-I99) Diseases of the circulatory system,65.0
2016,Number,Both sexes,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",23.0
2016,Number,Both sexes,40-44,(G00-G99) Diseases of the nervous system,7.0
2016,Number,Both sexes,40-44,(A00-B99) Infectious and parasitic diseases,5.0
2016,Number,M,40-44,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,M,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,M,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2016,Number,M,40-44,(F00-F99) Mental and behavioural disorders,1.0
2016,Number,M,40-44,(N00-N99) Diseases of the genitourinary system,1.0
2016,Number,M,40-44,(A00-B99) Infectious and parasitic diseases,3.0
2016,Number,M,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,3.0
2016,Number,M,40-44,(G00-G99) Diseases of the nervous system,4.0
2016,Number,M,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",20.0
2016,Number,M,40-44,(I00-I99) Diseases of the circulatory system,48.0
2016,Number,M,40-44,"(C00-C97,D00-D48) Neoplasms",25.0
2016,Number,M,40-44,(K00-K93) Diseases of the digestive system,11.0
2016,Number,M,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2016,Number,M,40-44,(J00-J99) Diseases of the respiratory system,6.0
2016,Number,M,40-44,Unknown,6.0
2016,Number,F,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,F,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,F,40-44,(F00-F99) Mental and behavioural disorders,0.0
2016,Number,F,40-44,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2016,Number,F,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1.0
2016,Number,F,40-44,(A00-B99) Infectious and parasitic diseases,2.0
2016,Number,F,40-44,(N00-N99) Diseases of the genitourinary system,2.0
2016,Number,F,40-44,Unknown,2.0
2016,Number,F,40-44,(G00-G99) Diseases of the nervous system,3.0
2016,Number,F,40-44,(K00-K93) Diseases of the digestive system,3.0
2016,Number,F,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2016,Number,F,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",3.0
2016,Number,F,40-44,(J00-J99) Diseases of the respiratory system,4.0
2016,Number,F,40-44,(I00-I99) Diseases of the circulatory system,17.0
2016,Number,F,40-44,"(C00-C97,D00-D48) Neoplasms",41.0
2016,Number,Both sexes,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,Both sexes,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,Both sexes,45-49,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2016,Number,Both sexes,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,10.0
2016,Number,Both sexes,45-49,(G00-G99) Diseases of the nervous system,10.0
2016,Number,Both sexes,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10.0
2016,Number,Both sexes,45-49,Unknown,8.0
2016,Number,Both sexes,45-49,(N00-N99) Diseases of the genitourinary system,14.0
2016,Number,Both sexes,45-49,(J00-J99) Diseases of the respiratory system,9.0
2016,Number,Both sexes,45-49,(K00-K93) Diseases of the digestive system,22.0
2016,Number,Both sexes,45-49,"(C00-C97,D00-D48) Neoplasms",138.0
2016,Number,Both sexes,45-49,(I00-I99) Diseases of the circulatory system,133.0
2016,Number,Both sexes,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",39.0
2016,Number,Both sexes,45-49,(A00-B99) Infectious and parasitic diseases,5.0
2016,Number,Both sexes,45-49,(F00-F99) Mental and behavioural disorders,5.0
2016,Number,M,45-49,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,M,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,M,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,M,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,45-49,(A00-B99) Infectious and parasitic diseases,3.0
2016,Number,M,45-49,(F00-F99) Mental and behavioural disorders,3.0
2016,Number,M,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",29.0
2016,Number,M,45-49,(I00-I99) Diseases of the circulatory system,101.0
2016,Number,M,45-49,"(C00-C97,D00-D48) Neoplasms",62.0
2016,Number,M,45-49,(K00-K93) Diseases of the digestive system,17.0
2016,Number,M,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2016,Number,M,45-49,Unknown,8.0
2016,Number,M,45-49,(J00-J99) Diseases of the respiratory system,7.0
2016,Number,M,45-49,(N00-N99) Diseases of the genitourinary system,7.0
2016,Number,M,45-49,(G00-G99) Diseases of the nervous system,6.0
2016,Number,M,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2016,Number,F,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,F,45-49,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,F,45-49,Unknown,0.0
2016,Number,F,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2016,Number,F,45-49,(A00-B99) Infectious and parasitic diseases,2.0
2016,Number,F,45-49,(F00-F99) Mental and behavioural disorders,2.0
2016,Number,F,45-49,(J00-J99) Diseases of the respiratory system,2.0
2016,Number,F,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2.0
2016,Number,F,45-49,(G00-G99) Diseases of the nervous system,4.0
2016,Number,F,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2016,Number,F,45-49,(K00-K93) Diseases of the digestive system,5.0
2016,Number,F,45-49,(N00-N99) Diseases of the genitourinary system,7.0
2016,Number,F,45-49,(I00-I99) Diseases of the circulatory system,32.0
2016,Number,F,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",10.0
2016,Number,F,45-49,"(C00-C97,D00-D48) Neoplasms",76.0
2016,Number,Both sexes,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,Both sexes,50-54,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2016,Number,Both sexes,50-54,(N00-N99) Diseases of the genitourinary system,12.0
2016,Number,Both sexes,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,19.0
2016,Number,Both sexes,50-54,(J00-J99) Diseases of the respiratory system,23.0
2016,Number,Both sexes,50-54,Unknown,28.0
2016,Number,Both sexes,50-54,(K00-K93) Diseases of the digestive system,32.0
2016,Number,Both sexes,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",17.0
2016,Number,Both sexes,50-54,"(C00-C97,D00-D48) Neoplasms",269.0
2016,Number,Both sexes,50-54,(I00-I99) Diseases of the circulatory system,264.0
2016,Number,Both sexes,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",54.0
2016,Number,Both sexes,50-54,(A00-B99) Infectious and parasitic diseases,7.0
2016,Number,Both sexes,50-54,(F00-F99) Mental and behavioural disorders,6.0
2016,Number,Both sexes,50-54,(G00-G99) Diseases of the nervous system,6.0
2016,Number,M,50-54,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,M,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,M,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2016,Number,M,50-54,(G00-G99) Diseases of the nervous system,3.0
2016,Number,M,50-54,(A00-B99) Infectious and parasitic diseases,4.0
2016,Number,M,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",46.0
2016,Number,M,50-54,(I00-I99) Diseases of the circulatory system,187.0
2016,Number,M,50-54,"(C00-C97,D00-D48) Neoplasms",130.0
2016,Number,M,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",13.0
2016,Number,M,50-54,(K00-K93) Diseases of the digestive system,22.0
2016,Number,M,50-54,Unknown,20.0
2016,Number,M,50-54,(J00-J99) Diseases of the respiratory system,13.0
2016,Number,M,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,10.0
2016,Number,M,50-54,(N00-N99) Diseases of the genitourinary system,7.0
2016,Number,M,50-54,(F00-F99) Mental and behavioural disorders,5.0
2016,Number,F,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,F,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,F,50-54,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,50-54,(F00-F99) Mental and behavioural disorders,1.0
2016,Number,F,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2.0
2016,Number,F,50-54,(A00-B99) Infectious and parasitic diseases,3.0
2016,Number,F,50-54,(G00-G99) Diseases of the nervous system,3.0
2016,Number,F,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",4.0
2016,Number,F,50-54,(N00-N99) Diseases of the genitourinary system,5.0
2016,Number,F,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,9.0
2016,Number,F,50-54,(I00-I99) Diseases of the circulatory system,77.0
2016,Number,F,50-54,(J00-J99) Diseases of the respiratory system,10.0
2016,Number,F,50-54,(K00-K93) Diseases of the digestive system,10.0
2016,Number,F,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",8.0
2016,Number,F,50-54,Unknown,8.0
2016,Number,F,50-54,"(C00-C97,D00-D48) Neoplasms",139.0
2016,Number,Both sexes,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,55-59,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2016,Number,Both sexes,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2016,Number,Both sexes,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3.0
2016,Number,Both sexes,55-59,(G00-G99) Diseases of the nervous system,10.0
2016,Number,Both sexes,55-59,(A00-B99) Infectious and parasitic diseases,22.0
2016,Number,Both sexes,55-59,(N00-N99) Diseases of the genitourinary system,25.0
2016,Number,Both sexes,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,42.0
2016,Number,Both sexes,55-59,(J00-J99) Diseases of the respiratory system,42.0
2016,Number,Both sexes,55-59,Unknown,47.0
2016,Number,Both sexes,55-59,(K00-K93) Diseases of the digestive system,62.0
2016,Number,Both sexes,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",31.0
2016,Number,Both sexes,55-59,"(C00-C97,D00-D48) Neoplasms",513.0
2016,Number,Both sexes,55-59,(I00-I99) Diseases of the circulatory system,503.0
2016,Number,Both sexes,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",46.0
2016,Number,Both sexes,55-59,(F00-F99) Mental and behavioural disorders,5.0
2016,Number,M,55-59,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,M,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,M,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2016,Number,M,55-59,(F00-F99) Mental and behavioural disorders,4.0
2016,Number,M,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",25.0
2016,Number,M,55-59,(I00-I99) Diseases of the circulatory system,365.0
2016,Number,M,55-59,"(C00-C97,D00-D48) Neoplasms",310.0
2016,Number,M,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18.0
2016,Number,M,55-59,(K00-K93) Diseases of the digestive system,38.0
2016,Number,M,55-59,Unknown,31.0
2016,Number,M,55-59,(J00-J99) Diseases of the respiratory system,27.0
2016,Number,M,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,24.0
2016,Number,M,55-59,(N00-N99) Diseases of the genitourinary system,17.0
2016,Number,M,55-59,(A00-B99) Infectious and parasitic diseases,13.0
2016,Number,M,55-59,(G00-G99) Diseases of the nervous system,6.0
2016,Number,F,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,F,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,55-59,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,55-59,(F00-F99) Mental and behavioural disorders,1.0
2016,Number,F,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2016,Number,F,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3.0
2016,Number,F,55-59,(G00-G99) Diseases of the nervous system,4.0
2016,Number,F,55-59,(A00-B99) Infectious and parasitic diseases,9.0
2016,Number,F,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,18.0
2016,Number,F,55-59,(I00-I99) Diseases of the circulatory system,138.0
2016,Number,F,55-59,(J00-J99) Diseases of the respiratory system,15.0
2016,Number,F,55-59,(K00-K93) Diseases of the digestive system,24.0
2016,Number,F,55-59,(N00-N99) Diseases of the genitourinary system,8.0
2016,Number,F,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",13.0
2016,Number,F,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",21.0
2016,Number,F,55-59,Unknown,16.0
2016,Number,F,55-59,"(C00-C97,D00-D48) Neoplasms",203.0
2016,Number,Both sexes,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,60-64,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3.0
2016,Number,Both sexes,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4.0
2016,Number,Both sexes,60-64,(G00-G99) Diseases of the nervous system,10.0
2016,Number,Both sexes,60-64,(A00-B99) Infectious and parasitic diseases,20.0
2016,Number,Both sexes,60-64,(N00-N99) Diseases of the genitourinary system,33.0
2016,Number,Both sexes,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,84.0
2016,Number,Both sexes,60-64,(J00-J99) Diseases of the respiratory system,63.0
2016,Number,Both sexes,60-64,Unknown,48.0
2016,Number,Both sexes,60-64,(K00-K93) Diseases of the digestive system,72.0
2016,Number,Both sexes,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",39.0
2016,Number,Both sexes,60-64,"(C00-C97,D00-D48) Neoplasms",685.0
2016,Number,Both sexes,60-64,(I00-I99) Diseases of the circulatory system,694.0
2016,Number,Both sexes,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",41.0
2016,Number,Both sexes,60-64,(F00-F99) Mental and behavioural disorders,7.0
2016,Number,M,60-64,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,M,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,M,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2.0
2016,Number,M,60-64,(G00-G99) Diseases of the nervous system,4.0
2016,Number,M,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",32.0
2016,Number,M,60-64,(I00-I99) Diseases of the circulatory system,442.0
2016,Number,M,60-64,"(C00-C97,D00-D48) Neoplasms",440.0
2016,Number,M,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",31.0
2016,Number,M,60-64,(K00-K93) Diseases of the digestive system,52.0
2016,Number,M,60-64,Unknown,30.0
2016,Number,M,60-64,(J00-J99) Diseases of the respiratory system,45.0
2016,Number,M,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,46.0
2016,Number,M,60-64,(N00-N99) Diseases of the genitourinary system,13.0
2016,Number,M,60-64,(A00-B99) Infectious and parasitic diseases,14.0
2016,Number,M,60-64,(F00-F99) Mental and behavioural disorders,5.0
2016,Number,F,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,F,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,60-64,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,F,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2016,Number,F,60-64,(F00-F99) Mental and behavioural disorders,2.0
2016,Number,F,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4.0
2016,Number,F,60-64,(A00-B99) Infectious and parasitic diseases,6.0
2016,Number,F,60-64,(G00-G99) Diseases of the nervous system,6.0
2016,Number,F,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",9.0
2016,Number,F,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,38.0
2016,Number,F,60-64,(I00-I99) Diseases of the circulatory system,252.0
2016,Number,F,60-64,(J00-J99) Diseases of the respiratory system,18.0
2016,Number,F,60-64,(K00-K93) Diseases of the digestive system,20.0
2016,Number,F,60-64,(N00-N99) Diseases of the genitourinary system,20.0
2016,Number,F,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2016,Number,F,60-64,Unknown,18.0
2016,Number,F,60-64,"(C00-C97,D00-D48) Neoplasms",245.0
2016,Number,Both sexes,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,65-69,(H60–H95) Diseases of the ear and adnexa,1.0
2016,Number,Both sexes,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2.0
2016,Number,Both sexes,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2016,Number,Both sexes,65-69,(F00-F99) Mental and behavioural disorders,10.0
2016,Number,Both sexes,65-69,(G00-G99) Diseases of the nervous system,23.0
2016,Number,Both sexes,65-69,(A00-B99) Infectious and parasitic diseases,14.0
2016,Number,Both sexes,65-69,(N00-N99) Diseases of the genitourinary system,47.0
2016,Number,Both sexes,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,147.0
2016,Number,Both sexes,65-69,(J00-J99) Diseases of the respiratory system,64.0
2016,Number,Both sexes,65-69,Unknown,68.0
2016,Number,Both sexes,65-69,(K00-K93) Diseases of the digestive system,57.0
2016,Number,Both sexes,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",55.0
2016,Number,Both sexes,65-69,"(C00-C97,D00-D48) Neoplasms",646.0
2016,Number,Both sexes,65-69,(I00-I99) Diseases of the circulatory system,911.0
2016,Number,Both sexes,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",25.0
2016,Number,M,65-69,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,M,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2016,Number,M,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,M,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,M,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,M,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2.0
2016,Number,M,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",23.0
2016,Number,M,65-69,(I00-I99) Diseases of the circulatory system,528.0
2016,Number,M,65-69,"(C00-C97,D00-D48) Neoplasms",394.0
2016,Number,M,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",33.0
2016,Number,M,65-69,(K00-K93) Diseases of the digestive system,35.0
2016,Number,M,65-69,Unknown,44.0
2016,Number,M,65-69,(J00-J99) Diseases of the respiratory system,37.0
2016,Number,M,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,51.0
2016,Number,M,65-69,(N00-N99) Diseases of the genitourinary system,25.0
2016,Number,M,65-69,(G00-G99) Diseases of the nervous system,14.0
2016,Number,M,65-69,(A00-B99) Infectious and parasitic diseases,8.0
2016,Number,M,65-69,(F00-F99) Mental and behavioural disorders,8.0
2016,Number,F,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,F,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,F,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,F,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2016,Number,F,65-69,(H60–H95) Diseases of the ear and adnexa,1.0
2016,Number,F,65-69,(F00-F99) Mental and behavioural disorders,2.0
2016,Number,F,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",2.0
2016,Number,F,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2016,Number,F,65-69,(A00-B99) Infectious and parasitic diseases,6.0
2016,Number,F,65-69,(G00-G99) Diseases of the nervous system,9.0
2016,Number,F,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,96.0
2016,Number,F,65-69,(I00-I99) Diseases of the circulatory system,383.0
2016,Number,F,65-69,(J00-J99) Diseases of the respiratory system,27.0
2016,Number,F,65-69,(K00-K93) Diseases of the digestive system,22.0
2016,Number,F,65-69,(N00-N99) Diseases of the genitourinary system,22.0
2016,Number,F,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",22.0
2016,Number,F,65-69,Unknown,24.0
2016,Number,F,65-69,"(C00-C97,D00-D48) Neoplasms",252.0
2016,Number,Both sexes,70-74,(P00-P96) Certain conditions originating in the perinatal period,0.0
2016,Number,Both sexes,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2016,Number,Both sexes,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2016,Number,Both sexes,70-74,(H60–H95) Diseases of the ear and adnexa,0.0
2016,Number,Both sexes,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2016,Number,Both sexes,70-74,(F00-F99) Mental and behavioural disorders,9.0
2016,Number,Both sexes,70-74,(G00-G99) Diseases of the nervous system,16.0
