Year,UNIT_MEASURE,Administrativna jedinica,Znanstvena oblast,Value
2019,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2019,Broj,Federacija Bosne i Hercegovine,Usluge,
2019,Broj,Unsko-sanska županija,Obrazovanje,
2019,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2019,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2019,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2019,Broj,Unsko-sanska županija,Usluge,
2019,Broj,Tuzlanska županija,Obrazovanje,
2019,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2019,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2019,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2019,Broj,Tuzlanska županija,Usluge,
2019,Broj,Zeničko-dobojska županija,Obrazovanje,
2019,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2019,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2019,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2019,Broj,Zeničko-dobojska županija,Usluge,
2019,Broj,Bosansko-podrinjska županija,Obrazovanje,
2019,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2019,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2019,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2019,Broj,Bosansko-podrinjska županija,Usluge,
2019,Broj,Srednjobosanska županija,Obrazovanje,
2019,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2019,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2019,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2019,Broj,Srednjobosanska županija,Usluge,
2019,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2019,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2019,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2019,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2019,Broj,Hercegovačko-neretvanska županija,Usluge,
2019,Broj,Sarajevska županija,Obrazovanje,
2019,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2019,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2019,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2019,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2019,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2019,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2019,Broj,Sarajevska županija,Usluge,
2020,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2020,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2020,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2020,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2020,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2020,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2020,Broj,Federacija Bosne i Hercegovine,Usluge,
2020,Broj,Unsko-sanska županija,Obrazovanje,
2020,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2020,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2020,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2020,Broj,Unsko-sanska županija,Usluge,
2020,Broj,Tuzlanska županija,Obrazovanje,
2020,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2020,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2020,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2020,Broj,Tuzlanska županija,Usluge,
2020,Broj,Zeničko-dobojska županija,Obrazovanje,
2020,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2020,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2020,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2020,Broj,Zeničko-dobojska županija,Usluge,
2020,Broj,Bosansko-podrinjska županija,Obrazovanje,
2020,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2020,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2020,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2020,Broj,Bosansko-podrinjska županija,Usluge,
2020,Broj,Srednjobosanska županija,Obrazovanje,
2020,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2020,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2020,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2020,Broj,Srednjobosanska županija,Usluge,
2020,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2020,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2020,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2020,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2020,Broj,Hercegovačko-neretvanska županija,Usluge,
2020,Broj,Sarajevska županija,Obrazovanje,
2020,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2020,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2020,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2020,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2020,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2020,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2020,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2020,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2020,Broj,Sarajevska županija,Usluge,
