Year,UNIT_MEASURE,Spol,Administrativna jedinica,Vitalna statistika,Value
2022,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,152
2022,Broj,Ukupno,Srednjobosanska županija,Živorođeni,1701
2022,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1500
2022,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,849
2022,Broj,Ukupno,Sarajevska županija,Živorođeni,4146
2022,Broj,Ukupno,Županija 10,Živorođeni,336
2022,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8525
2022,Broj,M,Unsko-sanska županija,Živorođeni,723
2022,Broj,M,Posavska županija,Živorođeni,66
2022,Broj,M,Tuzlanska županija,Živorođeni,1669
2022,Broj,M,Zeničko-dobojska županija,Živorođeni,1558
2022,Broj,M,Bosansko-podrinjska županija,Živorođeni,85
2022,Broj,M,Srednjobosanska županija,Živorođeni,931
2022,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,793
2022,Broj,M,Zapadno-hercegovačka županija,Živorođeni,432
2022,Broj,M,Sarajevska županija,Živorođeni,2094
2022,Broj,M,Županija 10,Živorođeni,174
2022,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8013
2022,Broj,Ž,Unsko-sanska županija,Živorođeni,703
2022,Broj,Ž,Posavska županija,Živorođeni,58
2022,Broj,Ž,Tuzlanska županija,Živorođeni,1597
2022,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1480
2022,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,67
2022,Broj,Ž,Srednjobosanska županija,Živorođeni,770
2022,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,707
2022,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,417
2022,Broj,Ž,Sarajevska županija,Živorođeni,2052
2022,Broj,Ž,Županija 10,Živorođeni,162
1996,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,13753
1996,Broj,Ukupno,Unsko-sanska županija,Umrli,1663
1996,Broj,Ukupno,Posavska županija,Umrli,130
1996,Broj,Ukupno,Tuzlanska županija,Umrli,2351
1996,Broj,Ukupno,Zeničko-dobojska županija,Umrli,2625
1996,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,210
1996,Broj,Ukupno,Srednjobosanska županija,Umrli,1604
1996,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1426
1996,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,674
1996,Broj,Ukupno,Sarajevska županija,Umrli,2538
1996,Broj,Ukupno,Županija 10,Umrli,532
1996,Broj,M,Federacija Bosne i Hercegovine,Umrli,7645
1996,Broj,M,Unsko-sanska županija,Umrli,980
1996,Broj,M,Posavska županija,Umrli,73
1996,Broj,M,Tuzlanska županija,Umrli,1330
1996,Broj,M,Zeničko-dobojska županija,Umrli,1439
1996,Broj,M,Bosansko-podrinjska županija,Umrli,112
1996,Broj,M,Srednjobosanska županija,Umrli,919
1996,Broj,M,Hercegovačko-neretvanska županija,Umrli,760
1996,Broj,M,Zapadno-hercegovačka županija,Umrli,323
1996,Broj,M,Sarajevska županija,Umrli,1424
1996,Broj,M,Županija 10,Umrli,285
1996,Broj,Ž,Unsko-sanska županija,Umrli,683
1996,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,6108
1996,Broj,Ž,Posavska županija,Umrli,57
1996,Broj,Ž,Tuzlanska županija,Umrli,1021
1996,Broj,Ž,Zeničko-dobojska županija,Umrli,1186
1996,Broj,Ž,Bosansko-podrinjska županija,Umrli,98
1996,Broj,Ž,Srednjobosanska županija,Umrli,685
1996,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,666
1996,Broj,Ž,Zapadno-hercegovačka županija,Umrli,351
1996,Broj,Ž,Sarajevska županija,Umrli,1114
1996,Broj,Ž,Županija 10,Umrli,247
1997,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15609
1997,Broj,Ukupno,Unsko-sanska županija,Umrli,1914
1997,Broj,Ukupno,Posavska županija,Umrli,148
1997,Broj,Ukupno,Tuzlanska županija,Umrli,2562
1997,Broj,Ukupno,Zeničko-dobojska županija,Umrli,2562
1997,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,232
1997,Broj,Ukupno,Srednjobosanska županija,Umrli,1786
1997,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1700
1997,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,728
1997,Broj,Ukupno,Sarajevska županija,Umrli,2945
1997,Broj,Ukupno,Županija 10,Umrli,570
1997,Broj,M,Federacija Bosne i Hercegovine,Umrli,8387
1997,Broj,M,Unsko-sanska županija,Umrli,1015
1997,Broj,M,Posavska županija,Umrli,81
1997,Broj,M,Tuzlanska županija,Umrli,1427
1997,Broj,M,Zeničko-dobojska županija,Umrli,1675
1997,Broj,M,Bosansko-podrinjska županija,Umrli,120
1997,Broj,M,Srednjobosanska županija,Umrli,966
1997,Broj,M,Hercegovačko-neretvanska županija,Umrli,881
1997,Broj,M,Zapadno-hercegovačka županija,Umrli,336
1997,Broj,M,Sarajevska županija,Umrli,1581
1997,Broj,M,Županija 10,Umrli,305
1997,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7222
1997,Broj,Ž,Unsko-sanska županija,Umrli,899
1997,Broj,Ž,Posavska županija,Umrli,67
1997,Broj,Ž,Tuzlanska županija,Umrli,1135
1997,Broj,Ž,Zeničko-dobojska županija,Umrli,1349
1997,Broj,Ž,Bosansko-podrinjska županija,Umrli,112
1997,Broj,Ž,Srednjobosanska županija,Umrli,820
1997,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,819
1997,Broj,Ž,Zapadno-hercegovačka županija,Umrli,392
1997,Broj,Ž,Sarajevska županija,Umrli,1364
1997,Broj,Ž,Županija 10,Umrli,265
1998,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15564
1998,Broj,Ukupno,Unsko-sanska županija,Umrli,1997
1998,Broj,Ukupno,Posavska županija,Umrli,127
1998,Broj,Ukupno,Tuzlanska županija,Umrli,2547
1998,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3038
1998,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,251
1998,Broj,Ukupno,Srednjobosanska županija,Umrli,1816
1998,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1649
1998,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,663
1998,Broj,Ukupno,Sarajevska županija,Umrli,2885
1998,Broj,Ukupno,Županija 10,Umrli,591
1998,Broj,M,Federacija Bosne i Hercegovine,Umrli,8353
1998,Broj,M,Unsko-sanska županija,Umrli,1051
1998,Broj,M,Posavska županija,Umrli,66
1998,Broj,M,Tuzlanska županija,Umrli,1442
1998,Broj,M,Zeničko-dobojska županija,Umrli,1614
1998,Broj,M,Bosansko-podrinjska županija,Umrli,145
1998,Broj,M,Srednjobosanska županija,Umrli,1005
1998,Broj,M,Hercegovačko-neretvanska županija,Umrli,865
1998,Broj,M,Zapadno-hercegovačka županija,Umrli,319
1998,Broj,M,Sarajevska županija,Umrli,1535
1998,Broj,M,Županija 10,Umrli,309
1998,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7211
1998,Broj,Ž,Unsko-sanska županija,Umrli,946
1998,Broj,Ž,Posavska županija,Umrli,61
1998,Broj,Ž,Tuzlanska županija,Umrli,1105
1998,Broj,Ž,Zeničko-dobojska županija,Umrli,1422
1998,Broj,Ž,Bosansko-podrinjska županija,Umrli,106
1998,Broj,Ž,Srednjobosanska županija,Umrli,811
1998,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,784
1998,Broj,Ž,Zapadno-hercegovačka županija,Umrli,344
1998,Broj,Ž,Sarajevska županija,Umrli,1350
1998,Broj,Ž,Županija 10,Umrli,282
1999,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15586
1999,Broj,Ukupno,Unsko-sanska županija,Umrli,1949
1999,Broj,Ukupno,Posavska županija,Umrli,231
1999,Broj,Ukupno,Tuzlanska županija,Umrli,2612
1999,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3087
1999,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,241
1999,Broj,Ukupno,Srednjobosanska županija,Umrli,1797
1999,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1579
1999,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,604
1999,Broj,Ukupno,Sarajevska županija,Umrli,2929
1999,Broj,Ukupno,Županija 10,Umrli,557
1999,Broj,M,Federacija Bosne i Hercegovine,Umrli,8235
1999,Broj,M,Unsko-sanska županija,Umrli,1013
1999,Broj,M,Posavska županija,Umrli,129
1999,Broj,M,Tuzlanska županija,Umrli,1417
1999,Broj,M,Zeničko-dobojska županija,Umrli,1628
1999,Broj,M,Bosansko-podrinjska županija,Umrli,133
1999,Broj,M,Srednjobosanska županija,Umrli,957
1999,Broj,M,Hercegovačko-neretvanska županija,Umrli,816
1999,Broj,M,Zapadno-hercegovačka županija,Umrli,285
1999,Broj,M,Sarajevska županija,Umrli,1557
1999,Broj,M,Županija 10,Umrli,300
1999,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7351
1999,Broj,Ž,Unsko-sanska županija,Umrli,936
1999,Broj,Ž,Posavska županija,Umrli,102
1999,Broj,Ž,Tuzlanska županija,Umrli,1195
1999,Broj,Ž,Zeničko-dobojska županija,Umrli,1459
1999,Broj,Ž,Bosansko-podrinjska županija,Umrli,108
1999,Broj,Ž,Srednjobosanska županija,Umrli,840
1999,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,763
1999,Broj,Ž,Zapadno-hercegovačka županija,Umrli,319
1999,Broj,Ž,Sarajevska županija,Umrli,1372
1999,Broj,Ž,Županija 10,Umrli,257
2000,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16985
2000,Broj,Ukupno,Unsko-sanska županija,Umrli,2005
2000,Broj,Ukupno,Posavska županija,Umrli,315
2000,Broj,Ukupno,Tuzlanska županija,Umrli,2884
2000,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3308
2000,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,270
2000,Broj,Ukupno,Srednjobosanska županija,Umrli,1847
2000,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1697
2000,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,576
2000,Broj,Ukupno,Sarajevska županija,Umrli,3436
2000,Broj,Ukupno,Županija 10,Umrli,647
2000,Broj,M,Federacija Bosne i Hercegovine,Umrli,8917
2000,Broj,M,Unsko-sanska županija,Umrli,1062
2000,Broj,M,Posavska županija,Umrli,176
2000,Broj,M,Tuzlanska županija,Umrli,1534
2000,Broj,M,Zeničko-dobojska županija,Umrli,1738
2000,Broj,M,Bosansko-podrinjska županija,Umrli,138
2000,Broj,M,Srednjobosanska županija,Umrli,958
2000,Broj,M,Hercegovačko-neretvanska županija,Umrli,900
2000,Broj,M,Zapadno-hercegovačka županija,Umrli,303
2000,Broj,M,Sarajevska županija,Umrli,1777
2000,Broj,M,Županija 10,Umrli,331
2000,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8068
2000,Broj,Ž,Unsko-sanska županija,Umrli,943
2000,Broj,Ž,Posavska županija,Umrli,139
2000,Broj,Ž,Tuzlanska županija,Umrli,1350
2000,Broj,Ž,Zeničko-dobojska županija,Umrli,1570
2000,Broj,Ž,Bosansko-podrinjska županija,Umrli,132
2000,Broj,Ž,Srednjobosanska županija,Umrli,889
2000,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,797
2000,Broj,Ž,Zapadno-hercegovačka županija,Umrli,273
2000,Broj,Ž,Sarajevska županija,Umrli,1659
2000,Broj,Ž,Županija 10,Umrli,316
2001,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16756
2001,Broj,Ukupno,Unsko-sanska županija,Umrli,1941
2001,Broj,Ukupno,Posavska županija,Umrli,362
2001,Broj,Ukupno,Tuzlanska županija,Umrli,2850
2001,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3076
2001,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,232
2001,Broj,Ukupno,Srednjobosanska županija,Umrli,1900
2001,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1700
2001,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,593
2001,Broj,Ukupno,Sarajevska županija,Umrli,3440
2001,Broj,Ukupno,Županija 10,Umrli,662
2001,Broj,M,Federacija Bosne i Hercegovine,Umrli,8830
2001,Broj,M,Unsko-sanska županija,Umrli,1029
2001,Broj,M,Posavska županija,Umrli,204
2001,Broj,M,Tuzlanska županija,Umrli,1506
2001,Broj,M,Zeničko-dobojska županija,Umrli,1629
2001,Broj,M,Bosansko-podrinjska županija,Umrli,112
2001,Broj,M,Srednjobosanska županija,Umrli,975
2001,Broj,M,Hercegovačko-neretvanska županija,Umrli,900
2001,Broj,M,Zapadno-hercegovačka županija,Umrli,291
2001,Broj,M,Sarajevska županija,Umrli,1843
2001,Broj,M,Županija 10,Umrli,341
2001,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7926
2001,Broj,Ž,Unsko-sanska županija,Umrli,912
2001,Broj,Ž,Posavska županija,Umrli,158
2001,Broj,Ž,Tuzlanska županija,Umrli,1344
2001,Broj,Ž,Zeničko-dobojska županija,Umrli,1447
2001,Broj,Ž,Bosansko-podrinjska županija,Umrli,120
2001,Broj,Ž,Srednjobosanska županija,Umrli,925
2001,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,800
2001,Broj,Ž,Zapadno-hercegovačka županija,Umrli,302
2001,Broj,Ž,Sarajevska županija,Umrli,1597
2001,Broj,Ž,Županija 10,Umrli,321
2002,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16988
2002,Broj,Ukupno,Unsko-sanska županija,Umrli,2009
2002,Broj,Ukupno,Posavska županija,Umrli,416
2002,Broj,Ukupno,Tuzlanska županija,Umrli,3062
2002,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3005
2002,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,236
2002,Broj,Ukupno,Srednjobosanska županija,Umrli,1967
2002,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1653
2002,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,553
2002,Broj,Ukupno,Sarajevska županija,Umrli,3391
2002,Broj,Ukupno,Županija 10,Umrli,696
2002,Broj,M,Federacija Bosne i Hercegovine,Umrli,8757
2002,Broj,M,Unsko-sanska županija,Umrli,1016
2002,Broj,M,Posavska županija,Umrli,221
2002,Broj,M,Tuzlanska županija,Umrli,1566
2002,Broj,M,Zeničko-dobojska županija,Umrli,1577
2002,Broj,M,Bosansko-podrinjska županija,Umrli,136
2002,Broj,M,Srednjobosanska županija,Umrli,1027
2002,Broj,M,Zapadno-hercegovačka županija,Umrli,273
2002,Broj,M,Hercegovačko-neretvanska županija,Umrli,849
2002,Broj,M,Sarajevska županija,Umrli,1731
2002,Broj,M,Županija 10,Umrli,361
2002,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8231
2002,Broj,Ž,Unsko-sanska županija,Umrli,993
2002,Broj,Ž,Posavska županija,Umrli,195
2002,Broj,Ž,Tuzlanska županija,Umrli,1496
2002,Broj,Ž,Zeničko-dobojska županija,Umrli,1428
2002,Broj,Ž,Bosansko-podrinjska županija,Umrli,100
2002,Broj,Ž,Srednjobosanska županija,Umrli,940
2002,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,804
2002,Broj,Ž,Zapadno-hercegovačka županija,Umrli,280
2002,Broj,Ž,Sarajevska županija,Umrli,1660
2002,Broj,Ž,Županija 10,Umrli,335
2003,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18049
2003,Broj,Ukupno,Unsko-sanska županija,Umrli,2092
2003,Broj,Ukupno,Posavska županija,Umrli,405
2003,Broj,Ukupno,Tuzlanska županija,Umrli,3320
2003,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3046
2003,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,254
2003,Broj,Ukupno,Srednjobosanska županija,Umrli,2092
2003,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1844
2003,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,722
2003,Broj,Ukupno,Sarajevska županija,Umrli,3528
2003,Broj,Ukupno,Županija 10,Umrli,746
2003,Broj,M,Federacija Bosne i Hercegovine,Umrli,9344
2003,Broj,M,Unsko-sanska županija,Umrli,1089
2003,Broj,M,Posavska županija,Umrli,232
2003,Broj,M,Tuzlanska županija,Umrli,1714
2003,Broj,M,Zeničko-dobojska županija,Umrli,1582
2003,Broj,M,Bosansko-podrinjska županija,Umrli,127
2003,Broj,M,Srednjobosanska županija,Umrli,1087
2003,Broj,M,Hercegovačko-neretvanska županija,Umrli,968
2003,Broj,M,Zapadno-hercegovačka županija,Umrli,354
2003,Broj,M,Sarajevska županija,Umrli,1820
2003,Broj,M,Županija 10,Umrli,371
2003,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8705
2003,Broj,Ž,Unsko-sanska županija,Umrli,1003
2003,Broj,Ž,Posavska županija,Umrli,173
2003,Broj,Ž,Tuzlanska županija,Umrli,1606
2003,Broj,Ž,Zeničko-dobojska županija,Umrli,1464
2003,Broj,Ž,Bosansko-podrinjska županija,Umrli,127
2003,Broj,Ž,Srednjobosanska županija,Umrli,1005
2003,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,876
2003,Broj,Ž,Zapadno-hercegovačka županija,Umrli,368
2003,Broj,Ž,Sarajevska županija,Umrli,1708
2003,Broj,Ž,Županija 10,Umrli,375
2004,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18122
2004,Broj,Ukupno,Unsko-sanska županija,Umrli,2160
2004,Broj,Ukupno,Posavska županija,Umrli,403
2004,Broj,Ukupno,Tuzlanska županija,Umrli,3374
2004,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3068
2004,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,259
2004,Broj,Ukupno,Srednjobosanska županija,Umrli,2141
2004,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1740
2004,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,703
2004,Broj,Ukupno,Sarajevska županija,Umrli,3563
2004,Broj,Ukupno,Županija 10,Umrli,711
2004,Broj,M,Federacija Bosne i Hercegovine,Umrli,9258
2004,Broj,M,Unsko-sanska županija,Umrli,1077
2004,Broj,M,Posavska županija,Umrli,207
2004,Broj,M,Tuzlanska županija,Umrli,1790
2004,Broj,M,Zeničko-dobojska županija,Umrli,1575
2004,Broj,M,Bosansko-podrinjska županija,Umrli,127
2004,Broj,M,Srednjobosanska županija,Umrli,1080
2004,Broj,M,Hercegovačko-neretvanska županija,Umrli,873
2004,Broj,M,Zapadno-hercegovačka županija,Umrli,336
2004,Broj,M,Sarajevska županija,Umrli,1827
2004,Broj,M,Županija 10,Umrli,366
2004,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8864
2004,Broj,Ž,Unsko-sanska županija,Umrli,1083
2004,Broj,Ž,Posavska županija,Umrli,196
2004,Broj,Ž,Tuzlanska županija,Umrli,1584
2004,Broj,Ž,Zeničko-dobojska županija,Umrli,1493
2004,Broj,Ž,Bosansko-podrinjska županija,Umrli,132
2004,Broj,Ž,Srednjobosanska županija,Umrli,1061
2004,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,867
2004,Broj,Ž,Zapadno-hercegovačka županija,Umrli,367
2004,Broj,Ž,Sarajevska županija,Umrli,1736
2004,Broj,Ž,Županija 10,Umrli,345
2005,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19099
2005,Broj,Ukupno,Unsko-sanska županija,Umrli,2222
2005,Broj,Ukupno,Posavska županija,Umrli,462
2005,Broj,Ukupno,Tuzlanska županija,Umrli,3519
2005,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3204
2005,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,240
2005,Broj,Ukupno,Srednjobosanska županija,Umrli,2197
2005,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,2030
2005,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,732
2005,Broj,Ukupno,Sarajevska županija,Umrli,3751
2005,Broj,Ukupno,Županija 10,Umrli,742
2005,Broj,M,Federacija Bosne i Hercegovine,Umrli,9934
2005,Broj,M,Unsko-sanska županija,Umrli,1123
2005,Broj,M,Posavska županija,Umrli,268
2005,Broj,M,Tuzlanska županija,Umrli,1886
2005,Broj,M,Zeničko-dobojska županija,Umrli,1673
2005,Broj,M,Bosansko-podrinjska županija,Umrli,127
2005,Broj,M,Srednjobosanska županija,Umrli,1130
2005,Broj,M,Hercegovačko-neretvanska županija,Umrli,1110
2005,Broj,M,Zapadno-hercegovačka županija,Umrli,342
2005,Broj,M,Sarajevska županija,Umrli,1912
2005,Broj,M,Županija 10,Umrli,363
2005,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9165
2005,Broj,Ž,Unsko-sanska županija,Umrli,1099
2005,Broj,Ž,Posavska županija,Umrli,194
2005,Broj,Ž,Tuzlanska županija,Umrli,1633
2005,Broj,Ž,Zeničko-dobojska županija,Umrli,1531
2005,Broj,Ž,Bosansko-podrinjska županija,Umrli,113
2005,Broj,Ž,Srednjobosanska županija,Umrli,1067
2005,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,920
2005,Broj,Ž,Zapadno-hercegovačka županija,Umrli,390
2005,Broj,Ž,Sarajevska županija,Umrli,1839
2005,Broj,Ž,Županija 10,Umrli,379
2006,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18497
2006,Broj,Ukupno,Unsko-sanska županija,Umrli,2099
2006,Broj,Ukupno,Posavska županija,Umrli,410
2006,Broj,Ukupno,Tuzlanska županija,Umrli,3341
2006,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3173
2006,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,274
2006,Broj,Ukupno,Srednjobosanska županija,Umrli,2140
2006,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,1889
2006,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,698
2006,Broj,Ukupno,Sarajevska županija,Umrli,3705
2006,Broj,Ukupno,Županija 10,Umrli,768
2006,Broj,M,Federacija Bosne i Hercegovine,Umrli,9538
2006,Broj,M,Unsko-sanska županija,Umrli,1050
2006,Broj,M,Posavska županija,Umrli,214
2006,Broj,M,Tuzlanska županija,Umrli,1823
2006,Broj,M,Zeničko-dobojska županija,Umrli,1649
2006,Broj,M,Bosansko-podrinjska županija,Umrli,131
2006,Broj,M,Srednjobosanska županija,Umrli,1133
2006,Broj,M,Hercegovačko-neretvanska županija,Umrli,964
2006,Broj,M,Zapadno-hercegovačka županija,Umrli,321
2006,Broj,M,Sarajevska županija,Umrli,1873
2006,Broj,M,Županija 10,Umrli,380
2006,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8959
2006,Broj,Ž,Unsko-sanska županija,Umrli,1049
2006,Broj,Ž,Posavska županija,Umrli,196
2006,Broj,Ž,Tuzlanska županija,Umrli,1518
2006,Broj,Ž,Zeničko-dobojska županija,Umrli,1524
2006,Broj,Ž,Bosansko-podrinjska županija,Umrli,143
2006,Broj,Ž,Srednjobosanska županija,Umrli,1007
2006,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,925
2006,Broj,Ž,Zapadno-hercegovačka županija,Umrli,377
2006,Broj,Ž,Sarajevska županija,Umrli,1832
2006,Broj,Ž,Županija 10,Umrli,388
2007,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19280
2007,Broj,Ukupno,Unsko-sanska županija,Umrli,2156
2007,Broj,Ukupno,Posavska županija,Umrli,496
2007,Broj,Ukupno,Tuzlanska županija,Umrli,3584
2007,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3289
2007,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,285
2007,Broj,Ukupno,Srednjobosanska županija,Umrli,2166
2007,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,2036
2007,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,706
2007,Broj,Ukupno,Sarajevska županija,Umrli,3825
2007,Broj,Ukupno,Županija 10,Umrli,737
2007,Broj,M,Federacija Bosne i Hercegovine,Umrli,9921
2007,Broj,M,Unsko-sanska županija,Umrli,1112
2007,Broj,M,Posavska županija,Umrli,246
2007,Broj,M,Tuzlanska županija,Umrli,1849
2007,Broj,M,Zeničko-dobojska županija,Umrli,1767
2007,Broj,M,Bosansko-podrinjska županija,Umrli,154
2007,Broj,M,Srednjobosanska županija,Umrli,1112
2007,Broj,M,Hercegovačko-neretvanska županija,Umrli,1058
2007,Broj,M,Zapadno-hercegovačka županija,Umrli,336
2007,Broj,M,Sarajevska županija,Umrli,1922
2007,Broj,M,Županija 10,Umrli,365
2007,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9359
2007,Broj,Ž,Unsko-sanska županija,Umrli,1044
2007,Broj,Ž,Posavska županija,Umrli,250
2007,Broj,Ž,Tuzlanska županija,Umrli,1735
2007,Broj,Ž,Zeničko-dobojska županija,Umrli,1522
2007,Broj,Ž,Bosansko-podrinjska županija,Umrli,131
2007,Broj,Ž,Srednjobosanska županija,Umrli,1054
2007,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,978
2007,Broj,Ž,Zapadno-hercegovačka županija,Umrli,370
2007,Broj,Ž,Sarajevska županija,Umrli,1903
2007,Broj,Ž,Županija 10,Umrli,372
2008,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19306
2008,Broj,Ukupno,Unsko-sanska županija,Umrli,2105
2008,Broj,Ukupno,Posavska županija,Umrli,447
2008,Broj,Ukupno,Tuzlanska županija,Umrli,3693
2008,Broj,Ukupno,Zeničko-dobojska županija,Umrli,3194
2008,Broj,Ukupno,Bosansko-podrinjska županija,Umrli,248
2008,Broj,Ukupno,Srednjobosanska županija,Umrli,2199
2008,Broj,Ukupno,Hercegovačko-neretvanska županija,Umrli,2100
2008,Broj,Ukupno,Zapadno-hercegovačka županija,Umrli,733
2008,Broj,Ukupno,Sarajevska županija,Umrli,3839
2008,Broj,Ukupno,Županija 10,Umrli,748
2008,Broj,M,Federacija Bosne i Hercegovine,Umrli,9982
2008,Broj,M,Unsko-sanska županija,Umrli,1079
2008,Broj,M,Posavska županija,Umrli,248
2008,Broj,M,Tuzlanska županija,Umrli,1887
2008,Broj,M,Zeničko-dobojska županija,Umrli,1673
2008,Broj,M,Bosansko-podrinjska županija,Umrli,128
2008,Broj,M,Srednjobosanska županija,Umrli,1140
2008,Broj,M,Hercegovačko-neretvanska županija,Umrli,1097
2008,Broj,M,Zapadno-hercegovačka županija,Umrli,386
2008,Broj,M,Sarajevska županija,Umrli,1964
2008,Broj,M,Županija 10,Umrli,380
2008,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9324
2008,Broj,Ž,Unsko-sanska županija,Umrli,1026
2008,Broj,Ž,Posavska županija,Umrli,199
2008,Broj,Ž,Tuzlanska županija,Umrli,1806
2008,Broj,Ž,Zeničko-dobojska županija,Umrli,1521
2008,Broj,Ž,Bosansko-podrinjska županija,Umrli,120
2008,Broj,Ž,Srednjobosanska županija,Umrli,1059
2008,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,1003
2008,Broj,Ž,Zapadno-hercegovačka županija,Umrli,347
2008,Broj,Ž,Sarajevska županija,Umrli,1875
2008,Broj,Ž,Županija 10,Umrli,368
2009,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19829
2009,Broj,Ukupno,Unsko-sanska županija,Umrli,2157
2009,Broj,Ukupno,Posavska županija,Umrli,491
2009,Broj,Ukupno,Tuzlanska županija,Umrli,3885
