Year,UNIT_MEASURE,Administrative Area,Age,Sex,Value
2013,Number,Bosnian-Podrinje Canton,53,Both sexes,360
2013,Number,Bosnian-Podrinje Canton,54,Both sexes,421
2013,Number,Bosnian-Podrinje Canton,55,Both sexes,380
2013,Number,Bosnian-Podrinje Canton,56,Both sexes,372
2013,Number,Bosnian-Podrinje Canton,57,Both sexes,422
2013,Number,Bosnian-Podrinje Canton,58,Both sexes,443
2013,Number,Bosnian-Podrinje Canton,59,Both sexes,411
2013,Number,Bosnian-Podrinje Canton,60,Both sexes,406
2013,Number,Bosnian-Podrinje Canton,61,Both sexes,327
2013,Number,Bosnian-Podrinje Canton,62,Both sexes,304
2013,Number,Bosnian-Podrinje Canton,63,Both sexes,312
2013,Number,Bosnian-Podrinje Canton,64,Both sexes,328
2013,Number,Bosnian-Podrinje Canton,65,Both sexes,234
2013,Number,Bosnian-Podrinje Canton,66,Both sexes,284
2013,Number,Bosnian-Podrinje Canton,67,Both sexes,187
2013,Number,Bosnian-Podrinje Canton,68,Both sexes,209
2013,Number,Bosnian-Podrinje Canton,69,Both sexes,157
2013,Number,Bosnian-Podrinje Canton,70,Both sexes,157
2013,Number,Bosnian-Podrinje Canton,71,Both sexes,180
2013,Number,Bosnian-Podrinje Canton,72,Both sexes,226
2013,Number,Bosnian-Podrinje Canton,73,Both sexes,221
2013,Number,Bosnian-Podrinje Canton,74,Both sexes,258
2013,Number,Bosnian-Podrinje Canton,75,Both sexes,250
2013,Number,Bosnian-Podrinje Canton,76,Both sexes,231
2013,Number,Bosnian-Podrinje Canton,77,Both sexes,188
2013,Number,Bosnian-Podrinje Canton,78,Both sexes,183
2013,Number,Bosnian-Podrinje Canton,79,Both sexes,169
2013,Number,Bosnian-Podrinje Canton,80,Both sexes,125
2013,Number,Bosnian-Podrinje Canton,81,Both sexes,145
2013,Number,Bosnian-Podrinje Canton,82,Both sexes,78
2013,Number,Bosnian-Podrinje Canton,83,Both sexes,87
2013,Number,Bosnian-Podrinje Canton,84,Both sexes,76
2013,Number,Bosnian-Podrinje Canton,85+,Both sexes,220
2013,Number,Central Bosnia Canton,Total,Both sexes,254686
2013,Number,Central Bosnia Canton,0,Both sexes,2463
2013,Number,Central Bosnia Canton,1,Both sexes,2536
2013,Number,Central Bosnia Canton,2,Both sexes,2587
2013,Number,Central Bosnia Canton,3,Both sexes,2699
2013,Number,Central Bosnia Canton,4,Both sexes,2694
2013,Number,Central Bosnia Canton,5,Both sexes,2795
2013,Number,Central Bosnia Canton,6,Both sexes,2807
2013,Number,Central Bosnia Canton,7,Both sexes,2837
2013,Number,Central Bosnia Canton,8,Both sexes,2887
2013,Number,Central Bosnia Canton,9,Both sexes,2965
2013,Number,Central Bosnia Canton,10,Both sexes,3047
2013,Number,Central Bosnia Canton,11,Both sexes,2989
2013,Number,Central Bosnia Canton,12,Both sexes,3183
2013,Number,Central Bosnia Canton,13,Both sexes,3245
2013,Number,Central Bosnia Canton,14,Both sexes,3466
2013,Number,Central Bosnia Canton,15,Both sexes,3637
2013,Number,Central Bosnia Canton,16,Both sexes,4372
2013,Number,Central Bosnia Canton,17,Both sexes,4413
2013,Number,Central Bosnia Canton,18,Both sexes,4303
2013,Number,Central Bosnia Canton,19,Both sexes,3094
2013,Number,Central Bosnia Canton,20,Both sexes,2996
2013,Number,Central Bosnia Canton,21,Both sexes,3472
2013,Number,Central Bosnia Canton,22,Both sexes,3821
2013,Number,Central Bosnia Canton,23,Both sexes,3700
2013,Number,Central Bosnia Canton,24,Both sexes,3775
2013,Number,Central Bosnia Canton,25,Both sexes,3941
2013,Number,Central Bosnia Canton,26,Both sexes,3681
2013,Number,Central Bosnia Canton,27,Both sexes,3805
2013,Number,Central Bosnia Canton,28,Both sexes,3741
2013,Number,Central Bosnia Canton,29,Both sexes,3899
2013,Number,Central Bosnia Canton,30,Both sexes,3794
2013,Number,Central Bosnia Canton,31,Both sexes,3654
2013,Number,Central Bosnia Canton,32,Both sexes,3764
2013,Number,Central Bosnia Canton,33,Both sexes,3697
2013,Number,Central Bosnia Canton,34,Both sexes,3578
2013,Number,Central Bosnia Canton,35,Both sexes,3680
2013,Number,Central Bosnia Canton,36,Both sexes,3656
2013,Number,Central Bosnia Canton,37,Both sexes,3765
2013,Number,Central Bosnia Canton,38,Both sexes,3648
2013,Number,Central Bosnia Canton,39,Both sexes,3622
2013,Number,Central Bosnia Canton,40,Both sexes,3553
2013,Number,Central Bosnia Canton,41,Both sexes,3688
2013,Number,Central Bosnia Canton,42,Both sexes,3663
2013,Number,Central Bosnia Canton,43,Both sexes,3515
2013,Number,Central Bosnia Canton,44,Both sexes,3866
2013,Number,Central Bosnia Canton,45,Both sexes,3771
2013,Number,Central Bosnia Canton,46,Both sexes,3867
2013,Number,Central Bosnia Canton,47,Both sexes,3912
2013,Number,Central Bosnia Canton,48,Both sexes,3977
2013,Number,Central Bosnia Canton,49,Both sexes,3903
2013,Number,Central Bosnia Canton,50,Both sexes,3996
2013,Number,Central Bosnia Canton,51,Both sexes,4137
2013,Number,Central Bosnia Canton,52,Both sexes,3942
2013,Number,Central Bosnia Canton,53,Both sexes,3915
2013,Number,Central Bosnia Canton,54,Both sexes,3864
2013,Number,Central Bosnia Canton,55,Both sexes,3612
2013,Number,Central Bosnia Canton,56,Both sexes,3572
2013,Number,Central Bosnia Canton,57,Both sexes,3494
2013,Number,Central Bosnia Canton,58,Both sexes,3521
2013,Number,Central Bosnia Canton,59,Both sexes,3336
2013,Number,Central Bosnia Canton,60,Both sexes,3167
2013,Number,Central Bosnia Canton,61,Both sexes,2856
2013,Number,Central Bosnia Canton,62,Both sexes,2647
2013,Number,Central Bosnia Canton,63,Both sexes,2690
2013,Number,Central Bosnia Canton,64,Both sexes,2428
2013,Number,Central Bosnia Canton,65,Both sexes,2180
2013,Number,Central Bosnia Canton,66,Both sexes,2184
2013,Number,Central Bosnia Canton,67,Both sexes,1615
2013,Number,Central Bosnia Canton,68,Both sexes,1622
2013,Number,Central Bosnia Canton,69,Both sexes,1550
2013,Number,Central Bosnia Canton,70,Both sexes,1616
2013,Number,Central Bosnia Canton,71,Both sexes,1745
2013,Number,Central Bosnia Canton,72,Both sexes,1786
2013,Number,Central Bosnia Canton,73,Both sexes,1977
2013,Number,Central Bosnia Canton,74,Both sexes,1723
2013,Number,Central Bosnia Canton,75,Both sexes,1519
2013,Number,Central Bosnia Canton,76,Both sexes,1401
2013,Number,Central Bosnia Canton,77,Both sexes,1385
2013,Number,Central Bosnia Canton,78,Both sexes,1214
2013,Number,Central Bosnia Canton,79,Both sexes,1042
2013,Number,Central Bosnia Canton,80,Both sexes,843
2013,Number,Central Bosnia Canton,81,Both sexes,793
2013,Number,Central Bosnia Canton,82,Both sexes,652
2013,Number,Central Bosnia Canton,83,Both sexes,559
2013,Number,Central Bosnia Canton,84,Both sexes,417
2013,Number,Central Bosnia Canton,85+,Both sexes,1263
2013,Number,Herzegovina-Neretva Canton,Total,Both sexes,222007
2013,Number,Herzegovina-Neretva Canton,0,Both sexes,2097
2013,Number,Herzegovina-Neretva Canton,1,Both sexes,2106
2013,Number,Herzegovina-Neretva Canton,2,Both sexes,2090
2013,Number,Herzegovina-Neretva Canton,3,Both sexes,2209
2013,Number,Herzegovina-Neretva Canton,4,Both sexes,2215
2013,Number,Herzegovina-Neretva Canton,5,Both sexes,2167
2013,Number,Herzegovina-Neretva Canton,6,Both sexes,2092
2013,Number,Herzegovina-Neretva Canton,7,Both sexes,2157
2013,Number,Herzegovina-Neretva Canton,8,Both sexes,2214
2013,Number,Herzegovina-Neretva Canton,9,Both sexes,2236
2013,Number,Herzegovina-Neretva Canton,10,Both sexes,2341
2013,Number,Herzegovina-Neretva Canton,11,Both sexes,2430
2013,Number,Herzegovina-Neretva Canton,12,Both sexes,2492
2013,Number,Herzegovina-Neretva Canton,13,Both sexes,2606
2013,Number,Herzegovina-Neretva Canton,14,Both sexes,2707
2013,Number,Herzegovina-Neretva Canton,15,Both sexes,3009
2013,Number,Herzegovina-Neretva Canton,16,Both sexes,3421
2013,Number,Herzegovina-Neretva Canton,17,Both sexes,3507
2013,Number,Herzegovina-Neretva Canton,18,Both sexes,3599
2013,Number,Herzegovina-Neretva Canton,19,Both sexes,2961
2013,Number,Herzegovina-Neretva Canton,20,Both sexes,2511
2013,Number,Herzegovina-Neretva Canton,21,Both sexes,2775
2013,Number,Herzegovina-Neretva Canton,22,Both sexes,3146
2013,Number,Herzegovina-Neretva Canton,23,Both sexes,3128
2013,Number,Herzegovina-Neretva Canton,24,Both sexes,3066
2013,Number,Herzegovina-Neretva Canton,25,Both sexes,3105
2013,Number,Herzegovina-Neretva Canton,26,Both sexes,3108
2013,Number,Herzegovina-Neretva Canton,27,Both sexes,3130
2013,Number,Herzegovina-Neretva Canton,28,Both sexes,3148
2013,Number,Herzegovina-Neretva Canton,29,Both sexes,3261
2013,Number,Herzegovina-Neretva Canton,30,Both sexes,3143
2013,Number,Herzegovina-Neretva Canton,31,Both sexes,2978
2013,Number,Herzegovina-Neretva Canton,32,Both sexes,3098
2013,Number,Herzegovina-Neretva Canton,33,Both sexes,3002
2013,Number,Herzegovina-Neretva Canton,34,Both sexes,2967
2013,Number,Herzegovina-Neretva Canton,35,Both sexes,2901
2013,Number,Herzegovina-Neretva Canton,36,Both sexes,3011
2013,Number,Herzegovina-Neretva Canton,37,Both sexes,2910
2013,Number,Herzegovina-Neretva Canton,38,Both sexes,2893
2013,Number,Herzegovina-Neretva Canton,39,Both sexes,2836
2013,Number,Herzegovina-Neretva Canton,40,Both sexes,2924
2013,Number,Herzegovina-Neretva Canton,41,Both sexes,2989
2013,Number,Herzegovina-Neretva Canton,42,Both sexes,2877
2013,Number,Herzegovina-Neretva Canton,43,Both sexes,2800
2013,Number,Herzegovina-Neretva Canton,44,Both sexes,3029
2013,Number,Herzegovina-Neretva Canton,45,Both sexes,3237
2013,Number,Herzegovina-Neretva Canton,46,Both sexes,3213
2013,Number,Herzegovina-Neretva Canton,47,Both sexes,3282
2013,Number,Herzegovina-Neretva Canton,48,Both sexes,3353
2013,Number,Herzegovina-Neretva Canton,49,Both sexes,3341
2013,Number,Herzegovina-Neretva Canton,50,Both sexes,3474
2013,Number,Herzegovina-Neretva Canton,51,Both sexes,3436
2013,Number,Herzegovina-Neretva Canton,52,Both sexes,3448
2013,Number,Herzegovina-Neretva Canton,53,Both sexes,3463
2013,Number,Herzegovina-Neretva Canton,54,Both sexes,3576
2013,Number,Herzegovina-Neretva Canton,55,Both sexes,3310
2013,Number,Herzegovina-Neretva Canton,56,Both sexes,3258
2013,Number,Herzegovina-Neretva Canton,57,Both sexes,3172
2013,Number,Herzegovina-Neretva Canton,58,Both sexes,3145
2013,Number,Herzegovina-Neretva Canton,59,Both sexes,2934
2013,Number,Herzegovina-Neretva Canton,60,Both sexes,2906
2013,Number,Herzegovina-Neretva Canton,61,Both sexes,2597
2013,Number,Herzegovina-Neretva Canton,62,Both sexes,2477
2013,Number,Herzegovina-Neretva Canton,63,Both sexes,2477
2013,Number,Herzegovina-Neretva Canton,64,Both sexes,2291
2013,Number,Herzegovina-Neretva Canton,65,Both sexes,2008
2013,Number,Herzegovina-Neretva Canton,66,Both sexes,2095
2013,Number,Herzegovina-Neretva Canton,67,Both sexes,1467
2013,Number,Herzegovina-Neretva Canton,68,Both sexes,1649
2013,Number,Herzegovina-Neretva Canton,69,Both sexes,1586
2013,Number,Herzegovina-Neretva Canton,70,Both sexes,1427
2013,Number,Herzegovina-Neretva Canton,71,Both sexes,1909
2013,Number,Herzegovina-Neretva Canton,72,Both sexes,1949
2013,Number,Herzegovina-Neretva Canton,73,Both sexes,2186
2013,Number,Herzegovina-Neretva Canton,74,Both sexes,1983
2013,Number,Herzegovina-Neretva Canton,75,Both sexes,1920
2013,Number,Herzegovina-Neretva Canton,76,Both sexes,1756
2013,Number,Herzegovina-Neretva Canton,77,Both sexes,1616
2013,Number,Herzegovina-Neretva Canton,78,Both sexes,1553
2013,Number,Herzegovina-Neretva Canton,79,Both sexes,1478
2013,Number,Herzegovina-Neretva Canton,80,Both sexes,1240
2013,Number,Herzegovina-Neretva Canton,81,Both sexes,1201
2013,Number,Herzegovina-Neretva Canton,82,Both sexes,1050
2013,Number,Herzegovina-Neretva Canton,83,Both sexes,854
2013,Number,Herzegovina-Neretva Canton,84,Both sexes,706
2013,Number,Herzegovina-Neretva Canton,85+,Both sexes,2592
2013,Number,West Herzegovina Canton,Total,Both sexes,94898
2013,Number,West Herzegovina Canton,0,Both sexes,917
2013,Number,West Herzegovina Canton,1,Both sexes,1039
2013,Number,West Herzegovina Canton,2,Both sexes,991
2013,Number,West Herzegovina Canton,3,Both sexes,1031
2013,Number,West Herzegovina Canton,4,Both sexes,1039
2013,Number,West Herzegovina Canton,5,Both sexes,1073
2013,Number,West Herzegovina Canton,6,Both sexes,1090
2013,Number,West Herzegovina Canton,7,Both sexes,1089
2013,Number,West Herzegovina Canton,8,Both sexes,1141
2013,Number,West Herzegovina Canton,9,Both sexes,1126
2013,Number,West Herzegovina Canton,10,Both sexes,1170
2013,Number,West Herzegovina Canton,11,Both sexes,1202
2013,Number,West Herzegovina Canton,12,Both sexes,1230
2013,Number,West Herzegovina Canton,13,Both sexes,1322
2013,Number,West Herzegovina Canton,14,Both sexes,1392
2013,Number,West Herzegovina Canton,15,Both sexes,1521
2013,Number,West Herzegovina Canton,16,Both sexes,1490
2013,Number,West Herzegovina Canton,17,Both sexes,1448
2013,Number,West Herzegovina Canton,18,Both sexes,1506
2013,Number,West Herzegovina Canton,19,Both sexes,1414
2013,Number,West Herzegovina Canton,20,Both sexes,1406
2013,Number,West Herzegovina Canton,21,Both sexes,1328
2013,Number,West Herzegovina Canton,22,Both sexes,1436
2013,Number,West Herzegovina Canton,23,Both sexes,1421
2013,Number,West Herzegovina Canton,24,Both sexes,1295
2013,Number,West Herzegovina Canton,25,Both sexes,1337
2013,Number,West Herzegovina Canton,26,Both sexes,1345
2013,Number,West Herzegovina Canton,27,Both sexes,1335
2013,Number,West Herzegovina Canton,28,Both sexes,1279
2013,Number,West Herzegovina Canton,29,Both sexes,1279
2013,Number,West Herzegovina Canton,30,Both sexes,1197
2013,Number,West Herzegovina Canton,31,Both sexes,1176
2013,Number,West Herzegovina Canton,32,Both sexes,1159
2013,Number,West Herzegovina Canton,33,Both sexes,1155
2013,Number,West Herzegovina Canton,34,Both sexes,1108
2013,Number,West Herzegovina Canton,35,Both sexes,1110
2013,Number,West Herzegovina Canton,36,Both sexes,1162
2013,Number,West Herzegovina Canton,37,Both sexes,1253
2013,Number,West Herzegovina Canton,38,Both sexes,1245
2013,Number,West Herzegovina Canton,39,Both sexes,1243
2013,Number,West Herzegovina Canton,40,Both sexes,1307
2013,Number,West Herzegovina Canton,41,Both sexes,1393
2013,Number,West Herzegovina Canton,42,Both sexes,1285
2013,Number,West Herzegovina Canton,43,Both sexes,1181
2013,Number,West Herzegovina Canton,44,Both sexes,1351
2013,Number,West Herzegovina Canton,45,Both sexes,1447
2013,Number,West Herzegovina Canton,46,Both sexes,1454
2013,Number,West Herzegovina Canton,47,Both sexes,1405
2013,Number,West Herzegovina Canton,48,Both sexes,1422
2013,Number,West Herzegovina Canton,49,Both sexes,1451
2013,Number,West Herzegovina Canton,50,Both sexes,1457
2013,Number,West Herzegovina Canton,51,Both sexes,1415
2013,Number,West Herzegovina Canton,52,Both sexes,1397
2013,Number,West Herzegovina Canton,53,Both sexes,1373
2013,Number,West Herzegovina Canton,54,Both sexes,1357
2013,Number,West Herzegovina Canton,55,Both sexes,1292
2013,Number,West Herzegovina Canton,56,Both sexes,1163
2013,Number,West Herzegovina Canton,57,Both sexes,1204
2013,Number,West Herzegovina Canton,58,Both sexes,1125
2013,Number,West Herzegovina Canton,59,Both sexes,1054
2013,Number,West Herzegovina Canton,60,Both sexes,965
2013,Number,West Herzegovina Canton,61,Both sexes,884
2013,Number,West Herzegovina Canton,62,Both sexes,809
2013,Number,West Herzegovina Canton,63,Both sexes,869
2013,Number,West Herzegovina Canton,64,Both sexes,830
2013,Number,West Herzegovina Canton,65,Both sexes,737
2013,Number,West Herzegovina Canton,66,Both sexes,766
2013,Number,West Herzegovina Canton,67,Both sexes,527
2013,Number,West Herzegovina Canton,68,Both sexes,698
2013,Number,West Herzegovina Canton,69,Both sexes,666
2013,Number,West Herzegovina Canton,70,Both sexes,542
2013,Number,West Herzegovina Canton,71,Both sexes,807
2013,Number,West Herzegovina Canton,72,Both sexes,837
2013,Number,West Herzegovina Canton,73,Both sexes,886
2013,Number,West Herzegovina Canton,74,Both sexes,856
2013,Number,West Herzegovina Canton,75,Both sexes,810
2013,Number,West Herzegovina Canton,76,Both sexes,736
2013,Number,West Herzegovina Canton,77,Both sexes,661
2013,Number,West Herzegovina Canton,78,Both sexes,645
2013,Number,West Herzegovina Canton,79,Both sexes,614
2013,Number,West Herzegovina Canton,80,Both sexes,549
2013,Number,West Herzegovina Canton,81,Both sexes,503
2013,Number,West Herzegovina Canton,82,Both sexes,471
2013,Number,West Herzegovina Canton,83,Both sexes,426
2013,Number,West Herzegovina Canton,84,Both sexes,326
2013,Number,West Herzegovina Canton,85+,Both sexes,1445
2013,Number,Sarajevo Canton,Total,Both sexes,413593
2013,Number,Sarajevo Canton,0,Both sexes,4346
2013,Number,Sarajevo Canton,1,Both sexes,4437
2013,Number,Sarajevo Canton,2,Both sexes,4459
2013,Number,Sarajevo Canton,3,Both sexes,4476
2013,Number,Sarajevo Canton,4,Both sexes,4562
2013,Number,Sarajevo Canton,5,Both sexes,4408
2013,Number,Sarajevo Canton,6,Both sexes,4126
2013,Number,Sarajevo Canton,7,Both sexes,4111
2013,Number,Sarajevo Canton,8,Both sexes,3888
2013,Number,Sarajevo Canton,9,Both sexes,3901
2013,Number,Sarajevo Canton,10,Both sexes,3964
2013,Number,Sarajevo Canton,11,Both sexes,3965
2013,Number,Sarajevo Canton,12,Both sexes,4014
2013,Number,Sarajevo Canton,13,Both sexes,4168
2013,Number,Sarajevo Canton,14,Both sexes,4435
2013,Number,Sarajevo Canton,15,Both sexes,4928
2013,Number,Sarajevo Canton,16,Both sexes,5683
2013,Number,Sarajevo Canton,17,Both sexes,5388
2013,Number,Sarajevo Canton,18,Both sexes,5844
2013,Number,Sarajevo Canton,19,Both sexes,4545
2013,Number,Sarajevo Canton,20,Both sexes,3918
2013,Number,Sarajevo Canton,21,Both sexes,4919
2013,Number,Sarajevo Canton,22,Both sexes,5378
2013,Number,Sarajevo Canton,23,Both sexes,5544
2013,Number,Sarajevo Canton,24,Both sexes,5725
2013,Number,Sarajevo Canton,25,Both sexes,6125
2013,Number,Sarajevo Canton,26,Both sexes,6029
2013,Number,Sarajevo Canton,27,Both sexes,6330
2013,Number,Sarajevo Canton,28,Both sexes,6570
2013,Number,Sarajevo Canton,29,Both sexes,6879
2013,Number,Sarajevo Canton,30,Both sexes,6746
2013,Number,Sarajevo Canton,31,Both sexes,6931
2013,Number,Sarajevo Canton,32,Both sexes,6668
2013,Number,Sarajevo Canton,33,Both sexes,6733
2013,Number,Sarajevo Canton,34,Both sexes,6550
2013,Number,Sarajevo Canton,35,Both sexes,6426
2013,Number,Sarajevo Canton,36,Both sexes,6218
2013,Number,Sarajevo Canton,37,Both sexes,6098
2013,Number,Sarajevo Canton,38,Both sexes,5785
2013,Number,Sarajevo Canton,39,Both sexes,5570
2013,Number,Sarajevo Canton,40,Both sexes,5289
2013,Number,Sarajevo Canton,41,Both sexes,5477
2013,Number,Sarajevo Canton,42,Both sexes,5437
2013,Number,Sarajevo Canton,43,Both sexes,5235
2013,Number,Sarajevo Canton,44,Both sexes,5390
2013,Number,Sarajevo Canton,45,Both sexes,5381
2013,Number,Sarajevo Canton,46,Both sexes,5647
2013,Number,Sarajevo Canton,47,Both sexes,5814
2013,Number,Sarajevo Canton,48,Both sexes,5967
2013,Number,Sarajevo Canton,49,Both sexes,5967
2013,Number,Sarajevo Canton,50,Both sexes,5982
2013,Number,Sarajevo Canton,51,Both sexes,6449
2013,Number,Sarajevo Canton,52,Both sexes,6184
2013,Number,Sarajevo Canton,53,Both sexes,6178
2013,Number,Sarajevo Canton,54,Both sexes,6398
2013,Number,Sarajevo Canton,55,Both sexes,6411
2013,Number,Sarajevo Canton,56,Both sexes,6118
2013,Number,Sarajevo Canton,57,Both sexes,6081
2013,Number,Sarajevo Canton,58,Both sexes,6412
2013,Number,Sarajevo Canton,59,Both sexes,6093
2013,Number,Sarajevo Canton,60,Both sexes,5942
2013,Number,Sarajevo Canton,61,Both sexes,5736
2013,Number,Sarajevo Canton,62,Both sexes,5328
2013,Number,Sarajevo Canton,63,Both sexes,5164
2013,Number,Sarajevo Canton,64,Both sexes,4957
2013,Number,Sarajevo Canton,65,Both sexes,4250
2013,Number,Sarajevo Canton,66,Both sexes,4277
2013,Number,Sarajevo Canton,67,Both sexes,3288
2013,Number,Sarajevo Canton,68,Both sexes,3144
2013,Number,Sarajevo Canton,69,Both sexes,2703
2013,Number,Sarajevo Canton,70,Both sexes,2716
2013,Number,Sarajevo Canton,71,Both sexes,3025
2013,Number,Sarajevo Canton,72,Both sexes,3147
2013,Number,Sarajevo Canton,73,Both sexes,3341
2013,Number,Sarajevo Canton,74,Both sexes,3239
2013,Number,Sarajevo Canton,75,Both sexes,3199
2013,Number,Sarajevo Canton,76,Both sexes,2960
2013,Number,Sarajevo Canton,77,Both sexes,2825
2013,Number,Sarajevo Canton,78,Both sexes,2501
2013,Number,Sarajevo Canton,79,Both sexes,2232
2013,Number,Sarajevo Canton,80,Both sexes,1975
2013,Number,Sarajevo Canton,81,Both sexes,1746
2013,Number,Sarajevo Canton,82,Both sexes,1373
2013,Number,Sarajevo Canton,83,Both sexes,1345
2013,Number,Sarajevo Canton,84,Both sexes,1044
2013,Number,Sarajevo Canton,85+,Both sexes,3436
2013,Number,Canton 10,Total,Both sexes,84127
2013,Number,Canton 10,0,Both sexes,585
2013,Number,Canton 10,1,Both sexes,688
2013,Number,Canton 10,2,Both sexes,694
2013,Number,Canton 10,3,Both sexes,743
2013,Number,Canton 10,4,Both sexes,702
2013,Number,Canton 10,5,Both sexes,690
2013,Number,Canton 10,6,Both sexes,743
2013,Number,Canton 10,7,Both sexes,800
2013,Number,Canton 10,8,Both sexes,817
2013,Number,Canton 10,9,Both sexes,830
2013,Number,Canton 10,10,Both sexes,832
2013,Number,Canton 10,11,Both sexes,867
2013,Number,Canton 10,12,Both sexes,923
2013,Number,Canton 10,13,Both sexes,984
2013,Number,Canton 10,14,Both sexes,979
2013,Number,Canton 10,15,Both sexes,1138
2013,Number,Canton 10,16,Both sexes,1189
2013,Number,Canton 10,17,Both sexes,1224
2013,Number,Canton 10,18,Both sexes,1135
2013,Number,Canton 10,19,Both sexes,1093
2013,Number,Canton 10,20,Both sexes,1039
2013,Number,Canton 10,21,Both sexes,1078
2013,Number,Canton 10,22,Both sexes,1088
2013,Number,Canton 10,23,Both sexes,1167
2013,Number,Canton 10,24,Both sexes,991
2013,Number,Canton 10,25,Both sexes,1065
2013,Number,Canton 10,26,Both sexes,1041
2013,Number,Canton 10,27,Both sexes,1118
2013,Number,Canton 10,28,Both sexes,1092
2013,Number,Canton 10,29,Both sexes,1085
2013,Number,Canton 10,30,Both sexes,1089
2013,Number,Canton 10,31,Both sexes,1051
2013,Number,Canton 10,32,Both sexes,1088
2013,Number,Canton 10,33,Both sexes,1114
2013,Number,Canton 10,34,Both sexes,1039
2013,Number,Canton 10,35,Both sexes,1074
2013,Number,Canton 10,36,Both sexes,1103
2013,Number,Canton 10,37,Both sexes,1141
2013,Number,Canton 10,38,Both sexes,1137
2013,Number,Canton 10,39,Both sexes,1190
2013,Number,Canton 10,40,Both sexes,1242
2013,Number,Canton 10,41,Both sexes,1279
2013,Number,Canton 10,42,Both sexes,1251
2013,Number,Canton 10,43,Both sexes,1119
2013,Number,Canton 10,44,Both sexes,1262
2013,Number,Canton 10,45,Both sexes,1252
2013,Number,Canton 10,46,Both sexes,1309
2013,Number,Canton 10,47,Both sexes,1266
2013,Number,Canton 10,48,Both sexes,1230
2013,Number,Canton 10,49,Both sexes,1206
2013,Number,Canton 10,50,Both sexes,1236
2013,Number,Canton 10,51,Both sexes,1302
2013,Number,Canton 10,52,Both sexes,1276
2013,Number,Canton 10,53,Both sexes,1255
2013,Number,Canton 10,54,Both sexes,1283
2013,Number,Canton 10,55,Both sexes,1162
2013,Number,Canton 10,56,Both sexes,1265
2013,Number,Canton 10,57,Both sexes,1249
2013,Number,Canton 10,58,Both sexes,1158
2013,Number,Canton 10,59,Both sexes,1098
2013,Number,Canton 10,60,Both sexes,1139
2013,Number,Canton 10,61,Both sexes,1048
2013,Number,Canton 10,62,Both sexes,916
2013,Number,Canton 10,63,Both sexes,1025
2013,Number,Canton 10,64,Both sexes,960
2013,Number,Canton 10,65,Both sexes,955
2013,Number,Canton 10,66,Both sexes,999
2013,Number,Canton 10,67,Both sexes,694
2013,Number,Canton 10,68,Both sexes,650
2013,Number,Canton 10,69,Both sexes,650
2013,Number,Canton 10,70,Both sexes,607
2013,Number,Canton 10,71,Both sexes,814
2013,Number,Canton 10,72,Both sexes,872
2013,Number,Canton 10,73,Both sexes,862
2013,Number,Canton 10,74,Both sexes,926
2013,Number,Canton 10,75,Both sexes,833
2013,Number,Canton 10,76,Both sexes,741
2013,Number,Canton 10,77,Both sexes,745
2013,Number,Canton 10,78,Both sexes,633
2013,Number,Canton 10,79,Both sexes,585
2013,Number,Canton 10,80,Both sexes,528
2013,Number,Canton 10,81,Both sexes,508
2013,Number,Canton 10,82,Both sexes,434
2013,Number,Canton 10,83,Both sexes,393
2013,Number,Canton 10,84,Both sexes,333
2013,Number,Canton 10,85+,Both sexes,1131
2013,Number,Federation of Bosnia and Herzegovina,Total,M,1087993
2013,Number,Federation of Bosnia and Herzegovina,0,M,11137
2013,Number,Federation of Bosnia and Herzegovina,1,M,11702
2013,Number,Federation of Bosnia and Herzegovina,2,M,11635
2013,Number,Federation of Bosnia and Herzegovina,3,M,12190
2013,Number,Federation of Bosnia and Herzegovina,4,M,12353
2013,Number,Federation of Bosnia and Herzegovina,5,M,12274
2013,Number,Federation of Bosnia and Herzegovina,6,M,11829
2013,Number,Federation of Bosnia and Herzegovina,7,M,11750
2013,Number,Federation of Bosnia and Herzegovina,8,M,11870
2013,Number,Federation of Bosnia and Herzegovina,9,M,11910
2013,Number,Federation of Bosnia and Herzegovina,10,M,12366
2013,Number,Federation of Bosnia and Herzegovina,11,M,12362
2013,Number,Federation of Bosnia and Herzegovina,12,M,12787
2013,Number,Federation of Bosnia and Herzegovina,13,M,13148
2013,Number,Federation of Bosnia and Herzegovina,14,M,13830
2013,Number,Federation of Bosnia and Herzegovina,15,M,15585
2013,Number,Federation of Bosnia and Herzegovina,16,M,18159
2013,Number,Federation of Bosnia and Herzegovina,17,M,18218
2013,Number,Federation of Bosnia and Herzegovina,18,M,17312
2013,Number,Federation of Bosnia and Herzegovina,19,M,14024
2013,Number,Federation of Bosnia and Herzegovina,20,M,13053
2013,Number,Federation of Bosnia and Herzegovina,21,M,14849
2013,Number,Federation of Bosnia and Herzegovina,22,M,16459
2013,Number,Federation of Bosnia and Herzegovina,23,M,16474
2013,Number,Federation of Bosnia and Herzegovina,24,M,16268
2013,Number,Federation of Bosnia and Herzegovina,25,M,16801
2013,Number,Federation of Bosnia and Herzegovina,26,M,16894
2013,Number,Federation of Bosnia and Herzegovina,27,M,16638
2013,Number,Federation of Bosnia and Herzegovina,28,M,16721
2013,Number,Federation of Bosnia and Herzegovina,29,M,17065
2013,Number,Federation of Bosnia and Herzegovina,30,M,16504
2013,Number,Federation of Bosnia and Herzegovina,31,M,16570
