Year,UNIT_MEASURE,Administrativna jedinica,scientific_field,Value
2020,Број,Federacija Bosne i Hercegovine,Услуге,
2020,Број,Unsko-sanski kanton,Образовање,
2020,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2020,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2020,Број,Unsko-sanski kanton,"business,_administration_and_law",
2020,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2020,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2020,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2020,Број,Unsko-sanski kanton,Услуге,
2020,Број,Tuzlanski kanton,Образовање,
2020,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2020,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2020,Број,Tuzlanski kanton,"business,_administration_and_law",
2020,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2020,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2020,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Tuzlanski kanton,Здравство и социјална заштита,
2020,Број,Tuzlanski kanton,Услуге,
2020,Број,Zeničko-dobojski kanton,Образовање,
2020,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2020,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2020,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2020,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2020,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2020,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2020,Број,Zeničko-dobojski kanton,Услуге,
2020,Број,Bosansko-podrinjski kanton,Образовање,
2020,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2020,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2020,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2020,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2020,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2020,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2020,Број,Bosansko-podrinjski kanton,Услуге,
2020,Број,Srednjobosanski kanton,Образовање,
2020,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2020,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2020,Број,Srednjobosanski kanton,"business,_administration_and_law",
2020,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2020,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2020,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2020,Број,Srednjobosanski kanton,Услуге,
2020,Број,Hercegovačko-neretvanski kanton,Образовање,
2020,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2020,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2020,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2020,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2020,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2020,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2020,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2020,Број,Hercegovačko-neretvanski kanton,Услуге,
2020,Број,Kanton Sarajevo,Образовање,
2020,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2020,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2020,Број,Kanton Sarajevo,"business,_administration_and_law",
2020,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2020,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2020,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2020,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Kanton Sarajevo,Здравство и социјална заштита,
2020,Број,Kanton Sarajevo,Услуге,
