Year,UNIT_MEASURE,Административна јединица,Старосна доб,Пол,Value
2013,Број,Босанско-подрињски кантон,62,Оба пола,304
2013,Број,Босанско-подрињски кантон,63,Оба пола,312
2013,Број,Босанско-подрињски кантон,64,Оба пола,328
2013,Број,Босанско-подрињски кантон,65,Оба пола,234
2013,Број,Босанско-подрињски кантон,66,Оба пола,284
2013,Број,Босанско-подрињски кантон,67,Оба пола,187
2013,Број,Босанско-подрињски кантон,68,Оба пола,209
2013,Број,Босанско-подрињски кантон,69,Оба пола,157
2013,Број,Босанско-подрињски кантон,70,Оба пола,157
2013,Број,Босанско-подрињски кантон,71,Оба пола,180
2013,Број,Босанско-подрињски кантон,72,Оба пола,226
2013,Број,Босанско-подрињски кантон,73,Оба пола,221
2013,Број,Босанско-подрињски кантон,74,Оба пола,258
2013,Број,Босанско-подрињски кантон,75,Оба пола,250
2013,Број,Босанско-подрињски кантон,76,Оба пола,231
2013,Број,Босанско-подрињски кантон,77,Оба пола,188
2013,Број,Босанско-подрињски кантон,78,Оба пола,183
2013,Број,Босанско-подрињски кантон,79,Оба пола,169
2013,Број,Босанско-подрињски кантон,80,Оба пола,125
2013,Број,Босанско-подрињски кантон,81,Оба пола,145
2013,Број,Босанско-подрињски кантон,82,Оба пола,78
2013,Број,Босанско-подрињски кантон,83,Оба пола,87
2013,Број,Босанско-подрињски кантон,84,Оба пола,76
2013,Број,Босанско-подрињски кантон,85+,Оба пола,220
2013,Број,Средњобосански кантон,Укупно,Оба пола,254686
2013,Број,Средњобосански кантон,0,Оба пола,2463
2013,Број,Средњобосански кантон,1,Оба пола,2536
2013,Број,Средњобосански кантон,2,Оба пола,2587
2013,Број,Средњобосански кантон,3,Оба пола,2699
2013,Број,Средњобосански кантон,4,Оба пола,2694
2013,Број,Средњобосански кантон,5,Оба пола,2795
2013,Број,Средњобосански кантон,6,Оба пола,2807
2013,Број,Средњобосански кантон,7,Оба пола,2837
2013,Број,Средњобосански кантон,8,Оба пола,2887
2013,Број,Средњобосански кантон,9,Оба пола,2965
2013,Број,Средњобосански кантон,10,Оба пола,3047
2013,Број,Средњобосански кантон,11,Оба пола,2989
2013,Број,Средњобосански кантон,12,Оба пола,3183
2013,Број,Средњобосански кантон,13,Оба пола,3245
2013,Број,Средњобосански кантон,14,Оба пола,3466
2013,Број,Средњобосански кантон,15,Оба пола,3637
2013,Број,Средњобосански кантон,16,Оба пола,4372
2013,Број,Средњобосански кантон,17,Оба пола,4413
2013,Број,Средњобосански кантон,18,Оба пола,4303
2013,Број,Средњобосански кантон,19,Оба пола,3094
2013,Број,Средњобосански кантон,20,Оба пола,2996
2013,Број,Средњобосански кантон,21,Оба пола,3472
2013,Број,Средњобосански кантон,22,Оба пола,3821
2013,Број,Средњобосански кантон,23,Оба пола,3700
2013,Број,Средњобосански кантон,24,Оба пола,3775
2013,Број,Средњобосански кантон,25,Оба пола,3941
2013,Број,Средњобосански кантон,26,Оба пола,3681
2013,Број,Средњобосански кантон,27,Оба пола,3805
2013,Број,Средњобосански кантон,28,Оба пола,3741
2013,Број,Средњобосански кантон,29,Оба пола,3899
2013,Број,Средњобосански кантон,30,Оба пола,3794
2013,Број,Средњобосански кантон,31,Оба пола,3654
2013,Број,Средњобосански кантон,32,Оба пола,3764
2013,Број,Средњобосански кантон,33,Оба пола,3697
2013,Број,Средњобосански кантон,34,Оба пола,3578
2013,Број,Средњобосански кантон,35,Оба пола,3680
2013,Број,Средњобосански кантон,36,Оба пола,3656
2013,Број,Средњобосански кантон,37,Оба пола,3765
2013,Број,Средњобосански кантон,38,Оба пола,3648
2013,Број,Средњобосански кантон,39,Оба пола,3622
2013,Број,Средњобосански кантон,40,Оба пола,3553
