Year,UNIT_MEASURE,Административна јединица,Врста школе,Пол,Value
2016,Број,Унско-сански кантон,Техничке школе,Ж,670
2017,Број,Унско-сански кантон,Техничке школе,Ж,477
2018,Број,Унско-сански кантон,Техничке школе,Ж,747
2019,Број,Унско-сански кантон,Техничке школе,Ж,593
2020,Број,Унско-сански кантон,Техничке школе,Ж,474
2021,Број,Унско-сански кантон,Техничке школе,Ж,487
2022,Број,Унско-сански кантон,Техничке школе,Ж,509
2016,Број,Посавски кантон,Техничке школе,Ж,134
2017,Број,Посавски кантон,Техничке школе,Ж,130
2018,Број,Посавски кантон,Техничке школе,Ж,125
2019,Број,Посавски кантон,Техничке школе,Ж,64
2020,Број,Посавски кантон,Техничке школе,Ж,87
2021,Број,Посавски кантон,Техничке школе,Ж,75
2022,Број,Посавски кантон,Техничке школе,Ж,62
2016,Број,Тузлански кантон,Техничке школе,Ж,1163
2017,Број,Тузлански кантон,Техничке школе,Ж,989
2018,Број,Тузлански кантон,Техничке школе,Ж,1084
2019,Број,Тузлански кантон,Техничке школе,Ж,1259
2020,Број,Тузлански кантон,Техничке школе,Ж,1140
2021,Број,Тузлански кантон,Техничке школе,Ж,995
2022,Број,Тузлански кантон,Техничке школе,Ж,1020
2016,Број,Зеничко-добојски кантон,Техничке школе,Ж,882
2017,Број,Зеничко-добојски кантон,Техничке школе,Ж,639
2018,Број,Зеничко-добојски кантон,Техничке школе,Ж,769
2019,Број,Зеничко-добојски кантон,Техничке школе,Ж,833
2020,Број,Зеничко-добојски кантон,Техничке школе,Ж,916
2021,Број,Зеничко-добојски кантон,Техничке школе,Ж,791
2022,Број,Зеничко-добојски кантон,Техничке школе,Ж,644
2016,Број,Босанско-подрињски кантон,Техничке школе,Ж,84
2017,Број,Босанско-подрињски кантон,Техничке школе,Ж,44
2018,Број,Босанско-подрињски кантон,Техничке школе,Ж,77
2019,Број,Босанско-подрињски кантон,Техничке школе,Ж,106
2020,Број,Босанско-подрињски кантон,Техничке школе,Ж,81
2021,Број,Босанско-подрињски кантон,Техничке школе,Ж,59
2022,Број,Босанско-подрињски кантон,Техничке школе,Ж,65
2016,Број,Средњобосански кантон,Техничке школе,Ж,697
2017,Број,Средњобосански кантон,Техничке школе,Ж,718
2018,Број,Средњобосански кантон,Техничке школе,Ж,715
2019,Број,Средњобосански кантон,Техничке школе,Ж,811
2020,Број,Средњобосански кантон,Техничке школе,Ж,595
2021,Број,Средњобосански кантон,Техничке школе,Ж,663
2022,Број,Средњобосански кантон,Техничке школе,Ж,238
2016,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,585
2017,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,506
2018,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,452
2019,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,454
2020,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,501
2021,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,406
2022,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,313
2016,Број,Западнохерцеговчки кантон,Техничке школе,Ж,235
2017,Број,Западнохерцеговчки кантон,Техничке школе,Ж,233
2018,Број,Западнохерцеговчки кантон,Техничке школе,Ж,219
2019,Број,Западнохерцеговчки кантон,Техничке школе,Ж,189
2020,Број,Западнохерцеговчки кантон,Техничке школе,Ж,223
2021,Број,Западнохерцеговчки кантон,Техничке школе,Ж,175
2022,Број,Западнохерцеговчки кантон,Техничке школе,Ж,145
2016,Број,Кантон Сарајево,Техничке школе,Ж,968
2017,Број,Кантон Сарајево,Техничке школе,Ж,554
2018,Број,Кантон Сарајево,Техничке школе,Ж,917
2019,Број,Кантон Сарајево,Техничке школе,Ж,973
2020,Број,Кантон Сарајево,Техничке школе,Ж,863
2021,Број,Кантон Сарајево,Техничке школе,Ж,970
2022,Број,Кантон Сарајево,Техничке школе,Ж,987
2016,Број,Кантон 10,Техничке школе,Ж,175
2017,Број,Кантон 10,Техничке школе,Ж,131
2018,Број,Кантон 10,Техничке школе,Ж,164
2019,Број,Кантон 10,Техничке школе,Ж,81
2020,Број,Кантон 10,Техничке школе,Ж,117
2021,Број,Кантон 10,Техничке школе,Ж,123
2022,Број,Кантон 10,Техничке школе,Ж,116
2016,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,4925
2017,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,5181
2018,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,5154
2019,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,4875
2020,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,5139
2021,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,4450
2022,Број,Федерација Босне и Херцеговине,Стручне школe,Оба пола,4730
2016,Број,Унско-сански кантон,Стручне школe,Оба пола,783
2017,Број,Унско-сански кантон,Стручне школe,Оба пола,954
2018,Број,Унско-сански кантон,Стручне школe,Оба пола,959
2019,Број,Унско-сански кантон,Стручне школe,Оба пола,788
2020,Број,Унско-сански кантон,Стручне школe,Оба пола,821
2021,Број,Унско-сански кантон,Стручне школe,Оба пола,757
2022,Број,Унско-сански кантон,Стручне школe,Оба пола,639
2016,Број,Посавски кантон,Стручне школe,Оба пола,91
2017,Број,Посавски кантон,Стручне школe,Оба пола,94
2018,Број,Посавски кантон,Стручне школe,Оба пола,73
2019,Број,Посавски кантон,Стручне школe,Оба пола,59
2020,Број,Посавски кантон,Стручне школe,Оба пола,66
2021,Број,Посавски кантон,Стручне школe,Оба пола,57
2022,Број,Посавски кантон,Стручне школe,Оба пола,58
2016,Број,Тузлански кантон,Стручне школe,Оба пола,999
2017,Број,Тузлански кантон,Стручне школe,Оба пола,1080
2018,Број,Тузлански кантон,Стручне школe,Оба пола,1203
2019,Број,Тузлански кантон,Стручне школe,Оба пола,1325
2020,Број,Тузлански кантон,Стручне школe,Оба пола,1178
2021,Број,Тузлански кантон,Стручне школe,Оба пола,1288
2022,Број,Тузлански кантон,Стручне школe,Оба пола,1303
2016,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,919
2017,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,1007
2018,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,957
2019,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,1003
2020,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,1188
2021,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,914
2022,Број,Зеничко-добојски кантон,Стручне школe,Оба пола,1052
2016,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,83
2017,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,57
2018,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,83
2020,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,61
2021,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,84
2022,Број,Босанско-подрињски кантон,Стручне школe,Оба пола,32
2016,Број,Средњобосански кантон,Стручне школe,Оба пола,772
2017,Број,Средњобосански кантон,Стручне школe,Оба пола,719
2018,Број,Средњобосански кантон,Стручне школe,Оба пола,691
2019,Број,Средњобосански кантон,Стручне школe,Оба пола,552
2020,Број,Средњобосански кантон,Стручне школe,Оба пола,640
2021,Број,Средњобосански кантон,Стручне школe,Оба пола,180
2022,Број,Средњобосански кантон,Стручне школe,Оба пола,525
2016,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,466
2017,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,301
2018,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,367
2019,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,391
2020,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,370
2021,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,279
2022,Број,Херцеговачко-неретвански кантон,Стручне школe,Оба пола,274
2016,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,258
2017,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,207
2018,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,173
2019,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,136
2020,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,109
2021,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,103
2022,Број,Западнохерцеговчки кантон,Стручне школe,Оба пола,111
2016,Број,Кантон Сарајево,Стручне школe,Оба пола,383
2017,Број,Кантон Сарајево,Стручне школe,Оба пола,611
2018,Број,Кантон Сарајево,Стручне школe,Оба пола,560
2019,Број,Кантон Сарајево,Стручне школe,Оба пола,521
2020,Број,Кантон Сарајево,Стручне школe,Оба пола,596
2021,Број,Кантон Сарајево,Стручне школe,Оба пола,685
2022,Број,Кантон Сарајево,Стручне школe,Оба пола,641
2016,Број,Кантон 10,Стручне школe,Оба пола,171
2017,Број,Кантон 10,Стручне школe,Оба пола,151
2018,Број,Кантон 10,Стручне школe,Оба пола,88
2019,Број,Кантон 10,Стручне школe,Оба пола,100
2020,Број,Кантон 10,Стручне школe,Оба пола,110
2021,Број,Кантон 10,Стручне школe,Оба пола,103
2022,Број,Кантон 10,Стручне школe,Оба пола,95
2016,Број,Федерација Босне и Херцеговине,Стручне школe,M,3380
2017,Број,Федерација Босне и Херцеговине,Стручне школe,M,3538
2018,Број,Федерација Босне и Херцеговине,Стручне школe,M,3464
2019,Број,Федерација Босне и Херцеговине,Стручне школe,M,3272
2020,Број,Федерација Босне и Херцеговине,Стручне школe,M,3627
2021,Број,Федерација Босне и Херцеговине,Стручне школe,M,3175
2022,Број,Федерација Босне и Херцеговине,Стручне школe,M,3382
2016,Број,Унско-сански кантон,Стручне школe,M,556
2017,Број,Унско-сански кантон,Стручне школe,M,614
2018,Број,Унско-сански кантон,Стручне школe,M,608
2019,Број,Унско-сански кантон,Стручне школe,M,499
2020,Број,Унско-сански кантон,Стручне школe,M,544
2021,Број,Унско-сански кантон,Стручне школe,M,534
2022,Број,Унско-сански кантон,Стручне школe,M,483
2016,Број,Посавски кантон,Стручне школe,M,69
2017,Број,Посавски кантон,Стручне школe,M,66
2018,Број,Посавски кантон,Стручне школe,M,40
2019,Број,Посавски кантон,Стручне школe,M,39
2020,Број,Посавски кантон,Стручне школe,M,56
2021,Број,Посавски кантон,Стручне школe,M,40
2022,Број,Посавски кантон,Стручне школe,M,36
2016,Број,Тузлански кантон,Стручне школe,M,689
2017,Број,Тузлански кантон,Стручне школe,M,755
2018,Број,Тузлански кантон,Стручне школe,M,836
2019,Број,Тузлански кантон,Стручне школe,M,908
2020,Број,Тузлански кантон,Стручне школe,M,810
2021,Број,Тузлански кантон,Стручне школe,M,911
2022,Број,Тузлански кантон,Стручне школe,M,903
2016,Број,Зеничко-добојски кантон,Стручне школe,M,643
2017,Број,Зеничко-добојски кантон,Стручне школe,M,695
2018,Број,Зеничко-добојски кантон,Стручне школe,M,632
2019,Број,Зеничко-добојски кантон,Стручне школe,M,675
2020,Број,Зеничко-добојски кантон,Стручне школe,M,860
2021,Број,Зеничко-добојски кантон,Стручне школe,M,692
2022,Број,Зеничко-добојски кантон,Стручне школe,M,759
2016,Број,Босанско-подрињски кантон,Стручне школe,M,45
2017,Број,Босанско-подрињски кантон,Стручне школe,M,45
2018,Број,Босанско-подрињски кантон,Стручне школe,M,64
2020,Број,Босанско-подрињски кантон,Стручне школe,M,54
2021,Број,Босанско-подрињски кантон,Стручне школe,M,64
2022,Број,Босанско-подрињски кантон,Стручне школe,M,30
2016,Број,Средњобосански кантон,Стручне школe,M,540
2017,Број,Средњобосански кантон,Стручне школe,M,488
2018,Број,Средњобосански кантон,Стручне школe,M,460
2019,Број,Средњобосански кантон,Стручне школe,M,380
2020,Број,Средњобосански кантон,Стручне школe,M,449
2021,Број,Средњобосански кантон,Стручне школe,M,122
2022,Број,Средњобосански кантон,Стручне школe,M,395
2016,Број,Херцеговачко-неретвански кантон,Стручне школe,M,293
2017,Број,Херцеговачко-неретвански кантон,Стручне школe,M,208
2018,Број,Херцеговачко-неретвански кантон,Стручне школe,M,237
2019,Број,Херцеговачко-неретвански кантон,Стручне школe,M,246
2020,Број,Херцеговачко-неретвански кантон,Стручне школe,M,255
2021,Број,Херцеговачко-неретвански кантон,Стручне школe,M,190
2022,Број,Херцеговачко-неретвански кантон,Стручне школe,M,170
2016,Број,Западнохерцеговчки кантон,Стручне школe,M,180
2017,Број,Западнохерцеговчки кантон,Стручне школe,M,140
2018,Број,Западнохерцеговчки кантон,Стручне школe,M,115
2019,Број,Западнохерцеговчки кантон,Стручне школe,M,97
2020,Број,Западнохерцеговчки кантон,Стручне школe,M,87
2021,Број,Западнохерцеговчки кантон,Стручне школe,M,76
2022,Број,Западнохерцеговчки кантон,Стручне школe,M,95
2016,Број,Кантон Сарајево,Стручне школe,M,250
2017,Број,Кантон Сарајево,Стручне школe,M,429
2018,Број,Кантон Сарајево,Стручне школe,M,409
2019,Број,Кантон Сарајево,Стручне школe,M,353
2020,Број,Кантон Сарајево,Стручне школe,M,433
2021,Број,Кантон Сарајево,Стручне школe,M,470
2022,Број,Кантон Сарајево,Стручне школe,M,444
2016,Број,Кантон 10,Стручне школe,M,115
2017,Број,Кантон 10,Стручне школe,M,98
2018,Број,Кантон 10,Стручне школe,M,63
2019,Број,Кантон 10,Стручне школe,M,75
2020,Број,Кантон 10,Стручне школe,M,79
2021,Број,Кантон 10,Стручне школe,M,76
2022,Број,Кантон 10,Стручне школe,M,67
2016,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1545
2017,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1643
2018,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1690
2019,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1603
2020,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1512
2021,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1275
2022,Број,Федерација Босне и Херцеговине,Стручне школe,Ж,1348
2016,Број,Унско-сански кантон,Стручне школe,Ж,227
2017,Број,Унско-сански кантон,Стручне школe,Ж,340
2018,Број,Унско-сански кантон,Стручне школe,Ж,351
2019,Број,Унско-сански кантон,Стручне школe,Ж,289
2020,Број,Унско-сански кантон,Стручне школe,Ж,277
2021,Број,Унско-сански кантон,Стручне школe,Ж,223
2022,Број,Унско-сански кантон,Стручне школe,Ж,156
2016,Број,Посавски кантон,Стручне школe,Ж,22
2017,Број,Посавски кантон,Стручне школe,Ж,28
2018,Број,Посавски кантон,Стручне школe,Ж,33
2019,Број,Посавски кантон,Стручне школe,Ж,20
2020,Број,Посавски кантон,Стручне школe,Ж,10
2021,Број,Посавски кантон,Стручне школe,Ж,17
2022,Број,Посавски кантон,Стручне школe,Ж,22
2016,Број,Тузлански кантон,Стручне школe,Ж,310
2017,Број,Тузлански кантон,Стручне школe,Ж,325
2018,Број,Тузлански кантон,Стручне школe,Ж,367
2019,Број,Тузлански кантон,Стручне школe,Ж,417
2020,Број,Тузлански кантон,Стручне школe,Ж,368
2021,Број,Тузлански кантон,Стручне школe,Ж,377
2022,Број,Тузлански кантон,Стручне школe,Ж,400
2016,Број,Зеничко-добојски кантон,Стручне школe,Ж,276
2017,Број,Зеничко-добојски кантон,Стручне школe,Ж,312
2018,Број,Зеничко-добојски кантон,Стручне школe,Ж,325
2019,Број,Зеничко-добојски кантон,Стручне школe,Ж,328
2020,Број,Зеничко-добојски кантон,Стручне школe,Ж,328
2021,Број,Зеничко-добојски кантон,Стручне школe,Ж,222
2022,Број,Зеничко-добојски кантон,Стручне школe,Ж,293
2016,Број,Босанско-подрињски кантон,Стручне школe,Ж,38
2017,Број,Босанско-подрињски кантон,Стручне школe,Ж,12
2018,Број,Босанско-подрињски кантон,Стручне школe,Ж,19
2020,Број,Босанско-подрињски кантон,Стручне школe,Ж,7
2021,Број,Босанско-подрињски кантон,Стручне школe,Ж,20
2022,Број,Босанско-подрињски кантон,Стручне школe,Ж,2
2016,Број,Средњобосански кантон,Стручне школe,Ж,232
2017,Број,Средњобосански кантон,Стручне школe,Ж,231
2018,Број,Средњобосански кантон,Стручне школe,Ж,231
2019,Број,Средњобосански кантон,Стручне школe,Ж,172
2020,Број,Средњобосански кантон,Стручне школe,Ж,191
2021,Број,Средњобосански кантон,Стручне школe,Ж,58
2022,Број,Средњобосански кантон,Стручне школe,Ж,130
2016,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,173
2017,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,93
2018,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,130
2019,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,145
2020,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,115
2021,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,89
2022,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,104
2016,Број,Западнохерцеговчки кантон,Стручне школe,Ж,78
2017,Број,Западнохерцеговчки кантон,Стручне школe,Ж,67
2018,Број,Западнохерцеговчки кантон,Стручне школe,Ж,58
2019,Број,Западнохерцеговчки кантон,Стручне школe,Ж,39
2020,Број,Западнохерцеговчки кантон,Стручне школe,Ж,22
2021,Број,Западнохерцеговчки кантон,Стручне школe,Ж,27
2022,Број,Западнохерцеговчки кантон,Стручне школe,Ж,16
2016,Број,Кантон Сарајево,Стручне школe,Ж,133
2017,Број,Кантон Сарајево,Стручне школe,Ж,182
2018,Број,Кантон Сарајево,Стручне школe,Ж,151
2019,Број,Кантон Сарајево,Стручне школe,Ж,168
2020,Број,Кантон Сарајево,Стручне школe,Ж,163
2021,Број,Кантон Сарајево,Стручне школe,Ж,215
2022,Број,Кантон Сарајево,Стручне школe,Ж,197
2016,Број,Кантон 10,Стручне школe,Ж,56
2017,Број,Кантон 10,Стручне школe,Ж,53
2018,Број,Кантон 10,Стручне школe,Ж,25
2019,Број,Кантон 10,Стручне школe,Ж,25
2020,Број,Кантон 10,Стручне школe,Ж,31
2021,Број,Кантон 10,Стручне школe,Ж,27
2022,Број,Кантон 10,Стручне школe,Ж,28
