Year,UNIT_MEASURE,Административна јединица,scientific_field,Value
2020,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2020,Број,Босанско-подрињски кантон,Услуге,
2020,Број,Средњобосански кантон,Образовање,
2020,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2020,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2020,Број,Средњобосански кантон,"business,_administration_and_law",
2020,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2020,Број,Средњобосански кантон,"engineering,_production_and_construction",
2020,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Средњобосански кантон,Здравство и социјална заштита,
2020,Број,Средњобосански кантон,Услуге,
2020,Број,Херцеговачко-неретвански кантон,Образовање,
2020,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2020,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2020,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2020,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2020,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2020,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2020,Број,Херцеговачко-неретвански кантон,Услуге,
2020,Број,Кантон Сарајево,Образовање,
2020,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2020,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2020,Број,Кантон Сарајево,"business,_administration_and_law",
2020,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2020,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2020,Број,Кантон Сарајево,"engineering,_production_and_construction",
2020,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Кантон Сарајево,Здравство и социјална заштита,
2020,Број,Кантон Сарајево,Услуге,
