Year,UNIT_MEASURE,Административна јединица,Научна област,Value
2020,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2020,Број,Босанско-подрињски кантон,Услуге,
2020,Број,Средњобосански кантон,Образовање,
2020,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2020,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Средњобосански кантон,"Пословање, администрација и право",
2020,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2020,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2020,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Средњобосански кантон,Здравство и социјална заштита,
2020,Број,Средњобосански кантон,Услуге,
2020,Број,Херцеговачко-неретвански кантон,Образовање,
2020,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2020,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2020,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2020,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2020,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2020,Број,Херцеговачко-неретвански кантон,Услуге,
2020,Број,Кантон Сарајево,Образовање,
2020,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2020,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2020,Број,Кантон Сарајево,"Пословање, администрација и право",
2020,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2020,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2020,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2020,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Кантон Сарајево,Здравство и социјална заштита,
2020,Број,Кантон Сарајево,Услуге,
