Year,UNIT_MEASURE,Municipality,Sex,Education,Value
2013,Number,Ravno,M,Secondary specialisation,4
2013,Number,Sanski Most,M,Secondary specialisation,128
2013,Number,Sapna,M,Secondary specialisation,8
2013,Number,Srebrenik,M,Secondary specialisation,124
2013,Number,Sarajevo-Stari Grad,M,Secondary specialisation,197
2013,Number,Stolac,M,Secondary specialisation,63
2013,Number,Siroki Brijeg,M,Secondary specialisation,55
2013,Number,Teocak,M,Secondary specialisation,16
2013,Number,Tesanj,M,Secondary specialisation,236
2013,Number,Tomislavgrad,M,Secondary specialisation,46
2013,Number,Travnik,M,Secondary specialisation,211
2013,Number,Trnovo-FBiH,M,Secondary specialisation,11
2013,Number,Tuzla,M,Secondary specialisation,933
2013,Number,Usora,M,Secondary specialisation,32
2013,Number,Vares,M,Secondary specialisation,82
2013,Number,Velika Kladusa,M,Secondary specialisation,48
2013,Number,Visoko,M,Secondary specialisation,200
2013,Number,Vitez,M,Secondary specialisation,184
2013,Number,Sarajevo-Vogosca,M,Secondary specialisation,158
2013,Number,Zavidovici,M,Secondary specialisation,119
2013,Number,Zenica,M,Secondary specialisation,1728
2013,Number,Zepce,M,Secondary specialisation,139
2013,Number,Zivinice,M,Secondary specialisation,200
2013,Number,Banovici,F,Secondary specialisation,8
2013,Number,Bihac,F,Secondary specialisation,35
2013,Number,Bosanska Krupa,F,Secondary specialisation,19
2013,Number,Bosanski Petrovac,F,Secondary specialisation,3
2013,Number,Bosansko Grahovo,F,Secondary specialisation,0
2013,Number,Breza,F,Secondary specialisation,10
2013,Number,Bugojno,F,Secondary specialisation,29
2013,Number,Busovaca,F,Secondary specialisation,10
2013,Number,Buzim,F,Secondary specialisation,21
2013,Number,Cazin,F,Secondary specialisation,41
2013,Number,Sarajevo-Centar,F,Secondary specialisation,62
2013,Number,Capljina,F,Secondary specialisation,34
2013,Number,Celic,F,Secondary specialisation,2
2013,Number,Citluk,F,Secondary specialisation,23
2013,Number,Doboj-Istok,F,Secondary specialisation,4
2013,Number,Doboj-Jug,F,Secondary specialisation,2
2013,Number,Dobretici,F,Secondary specialisation,0
2013,Number,Domaljevac-Samac,F,Secondary specialisation,11
2013,Number,Donji Vakuf,F,Secondary specialisation,5
2013,Number,Drvar,F,Secondary specialisation,5
2013,Number,foca-fbih,F,Secondary specialisation,3
2013,Number,Fojnica,F,Secondary specialisation,6
2013,Number,Glamoc,F,Secondary specialisation,3
2013,Number,Gorazde,F,Secondary specialisation,27
2013,Number,Gornji Vakuf-Uskoplje,F,Secondary specialisation,5
2013,Number,Gracanica,F,Secondary specialisation,14
2013,Number,Gradacac,F,Secondary specialisation,31
2013,Number,Grude,F,Secondary specialisation,25
2013,Number,Sarajevo-Hadzici,F,Secondary specialisation,15
2013,Number,Sarajevo-Ilidza,F,Secondary specialisation,64
2013,Number,Sarajevo-Ilijas,F,Secondary specialisation,15
2013,Number,Jablanica,F,Secondary specialisation,6
2013,Number,Jajce,F,Secondary specialisation,27
2013,Number,Kakanj,F,Secondary specialisation,18
2013,Number,Kalesija,F,Secondary specialisation,21
2013,Number,Kiseljak,F,Secondary specialisation,9
2013,Number,Kladanj,F,Secondary specialisation,8
2013,Number,Kljuc,F,Secondary specialisation,23
2013,Number,Konjic,F,Secondary specialisation,14
2013,Number,Kresevo,F,Secondary specialisation,3
2013,Number,Kupres-FBiH,F,Secondary specialisation,3
2013,Number,Livno,F,Secondary specialisation,60
2013,Number,Lukavac,F,Secondary specialisation,39
2013,Number,Ljubuski,F,Secondary specialisation,55
2013,Number,Maglaj,F,Secondary specialisation,35
2013,Number,Mostar,F,Secondary specialisation,143
2013,Number,Neum,F,Secondary specialisation,8
2013,Number,Sarajevo-Novi Grad,F,Secondary specialisation,126
2013,Number,Novi Travnik,F,Secondary specialisation,34
2013,Number,Sarajevo-Novo Sarajevo,F,Secondary specialisation,100
2013,Number,Odzak,F,Secondary specialisation,24
2013,Number,Olovo,F,Secondary specialisation,5
2013,Number,Orasje,F,Secondary specialisation,19
2013,Number,Pale-FBiH,F,Secondary specialisation,0
2013,Number,Posusje,F,Secondary specialisation,34
2013,Number,Prozor,F,Secondary specialisation,8
2013,Number,Ravno,F,Secondary specialisation,2
2013,Number,Sanski Most,F,Secondary specialisation,79
2013,Number,Sapna,F,Secondary specialisation,3
2013,Number,Srebrenik,F,Secondary specialisation,21
2013,Number,Sarajevo-Stari Grad,F,Secondary specialisation,41
2013,Number,Stolac,F,Secondary specialisation,11
2013,Number,Siroki Brijeg,F,Secondary specialisation,16
2013,Number,Teocak,F,Secondary specialisation,4
2013,Number,Tesanj,F,Secondary specialisation,35
2013,Number,Tomislavgrad,F,Secondary specialisation,28
2013,Number,Travnik,F,Secondary specialisation,37
2013,Number,Trnovo-FBiH,F,Secondary specialisation,2
2013,Number,Tuzla,F,Secondary specialisation,192
2013,Number,Usora,F,Secondary specialisation,10
2013,Number,Vares,F,Secondary specialisation,6
2013,Number,Velika Kladusa,F,Secondary specialisation,23
2013,Number,Visoko,F,Secondary specialisation,26
2013,Number,Vitez,F,Secondary specialisation,24
2013,Number,Sarajevo-Vogosca,F,Secondary specialisation,22
2013,Number,Zavidovici,F,Secondary specialisation,33
2013,Number,Zenica,F,Secondary specialisation,238
2013,Number,Zepce,F,Secondary specialisation,22
2013,Number,Zivinice,F,Secondary specialisation,20
2013,Number,Banovici,Both sexes,Higher school and first degree of faculty,185
2013,Number,Bihac,Both sexes,Higher school and first degree of faculty,2465
2013,Number,Bosanska Krupa,Both sexes,Higher school and first degree of faculty,587
2013,Number,Bosanski Petrovac,Both sexes,Higher school and first degree of faculty,194
2013,Number,Bosansko Grahovo,Both sexes,Higher school and first degree of faculty,113
2013,Number,Breza,Both sexes,Higher school and first degree of faculty,232
2013,Number,Bugojno,Both sexes,Higher school and first degree of faculty,763
2013,Number,Busovaca,Both sexes,Higher school and first degree of faculty,280
2013,Number,Buzim,Both sexes,Higher school and first degree of faculty,315
2013,Number,Cazin,Both sexes,Higher school and first degree of faculty,1168
2013,Number,Sarajevo-Centar,Both sexes,Higher school and first degree of faculty,2724
2013,Number,Capljina,Both sexes,Higher school and first degree of faculty,852
2013,Number,Celic,Both sexes,Higher school and first degree of faculty,72
2013,Number,Citluk,Both sexes,Higher school and first degree of faculty,491
2013,Number,Doboj-Istok,Both sexes,Higher school and first degree of faculty,102
2013,Number,Doboj-Jug,Both sexes,Higher school and first degree of faculty,47
2013,Number,Dobretici,Both sexes,Higher school and first degree of faculty,12
2013,Number,Domaljevac-Samac,Both sexes,Higher school and first degree of faculty,112
2013,Number,Donji Vakuf,Both sexes,Higher school and first degree of faculty,257
2013,Number,Drvar,Both sexes,Higher school and first degree of faculty,280
2013,Number,foca-fbih,Both sexes,Higher school and first degree of faculty,43
2013,Number,Fojnica,Both sexes,Higher school and first degree of faculty,235
2013,Number,Glamoc,Both sexes,Higher school and first degree of faculty,94
2013,Number,Gorazde,Both sexes,Higher school and first degree of faculty,468
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,Higher school and first degree of faculty,480
2013,Number,Gracanica,Both sexes,Higher school and first degree of faculty,676
2013,Number,Gradacac,Both sexes,Higher school and first degree of faculty,512
2013,Number,Grude,Both sexes,Higher school and first degree of faculty,741
2013,Number,Sarajevo-Hadzici,Both sexes,Higher school and first degree of faculty,406
2013,Number,Sarajevo-Ilidza,Both sexes,Higher school and first degree of faculty,1896
2013,Number,Sarajevo-Ilijas,Both sexes,Higher school and first degree of faculty,282
2013,Number,Jablanica,Both sexes,Higher school and first degree of faculty,236
2013,Number,Jajce,Both sexes,Higher school and first degree of faculty,522
2013,Number,Kakanj,Both sexes,Higher school and first degree of faculty,602
2013,Number,Kalesija,Both sexes,Higher school and first degree of faculty,271
2013,Number,Kiseljak,Both sexes,Higher school and first degree of faculty,349
2013,Number,Kladanj,Both sexes,Higher school and first degree of faculty,174
2013,Number,Kljuc,Both sexes,Higher school and first degree of faculty,344
2013,Number,Konjic,Both sexes,Higher school and first degree of faculty,663
2013,Number,Kresevo,Both sexes,Higher school and first degree of faculty,119
2013,Number,Kupres-FBiH,Both sexes,Higher school and first degree of faculty,220
2013,Number,Livno,Both sexes,Higher school and first degree of faculty,1457
2013,Number,Lukavac,Both sexes,Higher school and first degree of faculty,690
2013,Number,Ljubuski,Both sexes,Higher school and first degree of faculty,891
2013,Number,Maglaj,Both sexes,Higher school and first degree of faculty,417
2013,Number,Mostar,Both sexes,Higher school and first degree of faculty,4422
2013,Number,Neum,Both sexes,Higher school and first degree of faculty,157
2013,Number,Sarajevo-Novi Grad,Both sexes,Higher school and first degree of faculty,4084
2013,Number,Novi Travnik,Both sexes,Higher school and first degree of faculty,520
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,Higher school and first degree of faculty,3299
2013,Number,Odzak,Both sexes,Higher school and first degree of faculty,364
2013,Number,Olovo,Both sexes,Higher school and first degree of faculty,184
2013,Number,Orasje,Both sexes,Higher school and first degree of faculty,525
2013,Number,Pale-FBiH,Both sexes,Higher school and first degree of faculty,7
2013,Number,Posusje,Both sexes,Higher school and first degree of faculty,790
2013,Number,Prozor,Both sexes,Higher school and first degree of faculty,301
2013,Number,Ravno,Both sexes,Higher school and first degree of faculty,180
2013,Number,Sanski Most,Both sexes,Higher school and first degree of faculty,890
2013,Number,Sapna,Both sexes,Higher school and first degree of faculty,56
2013,Number,Srebrenik,Both sexes,Higher school and first degree of faculty,395
2013,Number,Sarajevo-Stari Grad,Both sexes,Higher school and first degree of faculty,1353
2013,Number,Stolac,Both sexes,Higher school and first degree of faculty,470
2013,Number,Siroki Brijeg,Both sexes,Higher school and first degree of faculty,1005
2013,Number,Teocak,Both sexes,Higher school and first degree of faculty,41
2013,Number,Tesanj,Both sexes,Higher school and first degree of faculty,677
2013,Number,Tomislavgrad,Both sexes,Higher school and first degree of faculty,988
2013,Number,Travnik,Both sexes,Higher school and first degree of faculty,1068
2013,Number,Trnovo-FBiH,Both sexes,Higher school and first degree of faculty,28
2013,Number,Tuzla,Both sexes,Higher school and first degree of faculty,3591
2013,Number,Usora,Both sexes,Higher school and first degree of faculty,121
2013,Number,Vares,Both sexes,Higher school and first degree of faculty,161
2013,Number,Velika Kladusa,Both sexes,Higher school and first degree of faculty,532
2013,Number,Visoko,Both sexes,Higher school and first degree of faculty,755
2013,Number,Vitez,Both sexes,Higher school and first degree of faculty,614
2013,Number,Sarajevo-Vogosca,Both sexes,Higher school and first degree of faculty,644
2013,Number,Zavidovici,Both sexes,Higher school and first degree of faculty,530
2013,Number,Zenica,Both sexes,Higher school and first degree of faculty,2791
2013,Number,Zepce,Both sexes,Higher school and first degree of faculty,533
2013,Number,Zivinice,Both sexes,Higher school and first degree of faculty,605
2013,Number,Banovici,M,Higher school and first degree of faculty,106
2013,Number,Bihac,M,Higher school and first degree of faculty,1217
2013,Number,Bosanska Krupa,M,Higher school and first degree of faculty,297
2013,Number,Bosanski Petrovac,M,Higher school and first degree of faculty,96
2013,Number,Bosansko Grahovo,M,Higher school and first degree of faculty,75
2013,Number,Breza,M,Higher school and first degree of faculty,121
2013,Number,Bugojno,M,Higher school and first degree of faculty,409
2013,Number,Busovaca,M,Higher school and first degree of faculty,165
2013,Number,Buzim,M,Higher school and first degree of faculty,173
2013,Number,Cazin,M,Higher school and first degree of faculty,607
2013,Number,Sarajevo-Centar,M,Higher school and first degree of faculty,1284
2013,Number,Capljina,M,Higher school and first degree of faculty,409
2013,Number,Celic,M,Higher school and first degree of faculty,51
2013,Number,Citluk,M,Higher school and first degree of faculty,231
2013,Number,Doboj-Istok,M,Higher school and first degree of faculty,70
2013,Number,Doboj-Jug,M,Higher school and first degree of faculty,26
2013,Number,Dobretici,M,Higher school and first degree of faculty,5
2013,Number,Domaljevac-Samac,M,Higher school and first degree of faculty,64
2013,Number,Donji Vakuf,M,Higher school and first degree of faculty,116
2013,Number,Drvar,M,Higher school and first degree of faculty,162
2013,Number,foca-fbih,M,Higher school and first degree of faculty,30
2013,Number,Fojnica,M,Higher school and first degree of faculty,154
2013,Number,Glamoc,M,Higher school and first degree of faculty,58
2013,Number,Gorazde,M,Higher school and first degree of faculty,318
2013,Number,Gornji Vakuf-Uskoplje,M,Higher school and first degree of faculty,264
2013,Number,Gracanica,M,Higher school and first degree of faculty,409
2013,Number,Gradacac,M,Higher school and first degree of faculty,290
2013,Number,Grude,M,Higher school and first degree of faculty,366
2013,Number,Sarajevo-Hadzici,M,Higher school and first degree of faculty,267
2013,Number,Sarajevo-Ilidza,M,Higher school and first degree of faculty,1085
2013,Number,Sarajevo-Ilijas,M,Higher school and first degree of faculty,169
2013,Number,Jablanica,M,Higher school and first degree of faculty,142
2013,Number,Jajce,M,Higher school and first degree of faculty,241
2013,Number,Kakanj,M,Higher school and first degree of faculty,335
2013,Number,Kalesija,M,Higher school and first degree of faculty,170
2013,Number,Kiseljak,M,Higher school and first degree of faculty,206
2013,Number,Kladanj,M,Higher school and first degree of faculty,108
2013,Number,Kljuc,M,Higher school and first degree of faculty,175
2013,Number,Konjic,M,Higher school and first degree of faculty,397
2013,Number,Kresevo,M,Higher school and first degree of faculty,69
2013,Number,Kupres-FBiH,M,Higher school and first degree of faculty,120
2013,Number,Livno,M,Higher school and first degree of faculty,792
2013,Number,Lukavac,M,Higher school and first degree of faculty,441
2013,Number,Ljubuski,M,Higher school and first degree of faculty,416
2013,Number,Maglaj,M,Higher school and first degree of faculty,233
2013,Number,Mostar,M,Higher school and first degree of faculty,2202
2013,Number,Neum,M,Higher school and first degree of faculty,89
2013,Number,Sarajevo-Novi Grad,M,Higher school and first degree of faculty,2238
2013,Number,Novi Travnik,M,Higher school and first degree of faculty,300
2013,Number,Sarajevo-Novo Sarajevo,M,Higher school and first degree of faculty,1675
2013,Number,Odzak,M,Higher school and first degree of faculty,214
2013,Number,Olovo,M,Higher school and first degree of faculty,119
2013,Number,Orasje,M,Higher school and first degree of faculty,294
2013,Number,Pale-FBiH,M,Higher school and first degree of faculty,4
2013,Number,Posusje,M,Higher school and first degree of faculty,351
2013,Number,Prozor,M,Higher school and first degree of faculty,148
2013,Number,Ravno,M,Higher school and first degree of faculty,98
2013,Number,Sanski Most,M,Higher school and first degree of faculty,438
2013,Number,Sapna,M,Higher school and first degree of faculty,33
2013,Number,Srebrenik,M,Higher school and first degree of faculty,257
2013,Number,Sarajevo-Stari Grad,M,Higher school and first degree of faculty,736
2013,Number,Stolac,M,Higher school and first degree of faculty,259
2013,Number,Siroki Brijeg,M,Higher school and first degree of faculty,496
2013,Number,Teocak,M,Higher school and first degree of faculty,19
2013,Number,Tesanj,M,Higher school and first degree of faculty,390
2013,Number,Tomislavgrad,M,Higher school and first degree of faculty,495
2013,Number,Travnik,M,Higher school and first degree of faculty,621
2013,Number,Trnovo-FBiH,M,Higher school and first degree of faculty,23
2013,Number,Tuzla,M,Higher school and first degree of faculty,1961
2013,Number,Usora,M,Higher school and first degree of faculty,70
2013,Number,Vares,M,Higher school and first degree of faculty,89
2013,Number,Velika Kladusa,M,Higher school and first degree of faculty,291
2013,Number,Visoko,M,Higher school and first degree of faculty,398
2013,Number,Vitez,M,Higher school and first degree of faculty,369
2013,Number,Sarajevo-Vogosca,M,Higher school and first degree of faculty,398
2013,Number,Zavidovici,M,Higher school and first degree of faculty,294
2013,Number,Zenica,M,Higher school and first degree of faculty,1544
2013,Number,Zepce,M,Higher school and first degree of faculty,290
2013,Number,Zivinice,M,Higher school and first degree of faculty,378
2013,Number,Banovici,F,Higher school and first degree of faculty,79
2013,Number,Bihac,F,Higher school and first degree of faculty,1248
2013,Number,Bosanska Krupa,F,Higher school and first degree of faculty,290
2013,Number,Bosanski Petrovac,F,Higher school and first degree of faculty,98
2013,Number,Bosansko Grahovo,F,Higher school and first degree of faculty,38
2013,Number,Breza,F,Higher school and first degree of faculty,111
2013,Number,Bugojno,F,Higher school and first degree of faculty,354
2013,Number,Busovaca,F,Higher school and first degree of faculty,115
2013,Number,Buzim,F,Higher school and first degree of faculty,142
2013,Number,Cazin,F,Higher school and first degree of faculty,561
2013,Number,Sarajevo-Centar,F,Higher school and first degree of faculty,1440
2013,Number,Capljina,F,Higher school and first degree of faculty,443
2013,Number,Celic,F,Higher school and first degree of faculty,21
2013,Number,Citluk,F,Higher school and first degree of faculty,260
2013,Number,Doboj-Istok,F,Higher school and first degree of faculty,32
2013,Number,Doboj-Jug,F,Higher school and first degree of faculty,21
2013,Number,Dobretici,F,Higher school and first degree of faculty,7
2013,Number,Domaljevac-Samac,F,Higher school and first degree of faculty,48
2013,Number,Donji Vakuf,F,Higher school and first degree of faculty,141
2013,Number,Drvar,F,Higher school and first degree of faculty,118
2013,Number,foca-fbih,F,Higher school and first degree of faculty,13
2013,Number,Fojnica,F,Higher school and first degree of faculty,81
2013,Number,Glamoc,F,Higher school and first degree of faculty,36
2013,Number,Gorazde,F,Higher school and first degree of faculty,150
2013,Number,Gornji Vakuf-Uskoplje,F,Higher school and first degree of faculty,216
2013,Number,Gracanica,F,Higher school and first degree of faculty,267
2013,Number,Gradacac,F,Higher school and first degree of faculty,222
2013,Number,Grude,F,Higher school and first degree of faculty,375
2013,Number,Sarajevo-Hadzici,F,Higher school and first degree of faculty,139
2013,Number,Sarajevo-Ilidza,F,Higher school and first degree of faculty,811
2013,Number,Sarajevo-Ilijas,F,Higher school and first degree of faculty,113
2013,Number,Jablanica,F,Higher school and first degree of faculty,94
2013,Number,Jajce,F,Higher school and first degree of faculty,281
2013,Number,Kakanj,F,Higher school and first degree of faculty,267
2013,Number,Kalesija,F,Higher school and first degree of faculty,101
2013,Number,Kiseljak,F,Higher school and first degree of faculty,143
2013,Number,Kladanj,F,Higher school and first degree of faculty,66
2013,Number,Kljuc,F,Higher school and first degree of faculty,169
2013,Number,Konjic,F,Higher school and first degree of faculty,266
2013,Number,Kresevo,F,Higher school and first degree of faculty,50
2013,Number,Kupres-FBiH,F,Higher school and first degree of faculty,100
2013,Number,Livno,F,Higher school and first degree of faculty,665
2013,Number,Lukavac,F,Higher school and first degree of faculty,249
2013,Number,Ljubuski,F,Higher school and first degree of faculty,475
2013,Number,Maglaj,F,Higher school and first degree of faculty,184
2013,Number,Mostar,F,Higher school and first degree of faculty,2220
2013,Number,Neum,F,Higher school and first degree of faculty,68
2013,Number,Sarajevo-Novi Grad,F,Higher school and first degree of faculty,1846
2013,Number,Novi Travnik,F,Higher school and first degree of faculty,220
2013,Number,Sarajevo-Novo Sarajevo,F,Higher school and first degree of faculty,1624
2013,Number,Odzak,F,Higher school and first degree of faculty,150
2013,Number,Olovo,F,Higher school and first degree of faculty,65
2013,Number,Orasje,F,Higher school and first degree of faculty,231
2013,Number,Pale-FBiH,F,Higher school and first degree of faculty,3
2013,Number,Posusje,F,Higher school and first degree of faculty,439
2013,Number,Prozor,F,Higher school and first degree of faculty,153
2013,Number,Ravno,F,Higher school and first degree of faculty,82
2013,Number,Sanski Most,F,Higher school and first degree of faculty,452
2013,Number,Sapna,F,Higher school and first degree of faculty,23
2013,Number,Srebrenik,F,Higher school and first degree of faculty,138
2013,Number,Sarajevo-Stari Grad,F,Higher school and first degree of faculty,617
2013,Number,Stolac,F,Higher school and first degree of faculty,211
2013,Number,Siroki Brijeg,F,Higher school and first degree of faculty,509
2013,Number,Teocak,F,Higher school and first degree of faculty,22
2013,Number,Tesanj,F,Higher school and first degree of faculty,287
2013,Number,Tomislavgrad,F,Higher school and first degree of faculty,493
2013,Number,Travnik,F,Higher school and first degree of faculty,447
2013,Number,Trnovo-FBiH,F,Higher school and first degree of faculty,5
2013,Number,Tuzla,F,Higher school and first degree of faculty,1630
2013,Number,Usora,F,Higher school and first degree of faculty,51
2013,Number,Vares,F,Higher school and first degree of faculty,72
2013,Number,Velika Kladusa,F,Higher school and first degree of faculty,241
2013,Number,Visoko,F,Higher school and first degree of faculty,357
2013,Number,Vitez,F,Higher school and first degree of faculty,245
2013,Number,Sarajevo-Vogosca,F,Higher school and first degree of faculty,246
2013,Number,Zavidovici,F,Higher school and first degree of faculty,236
2013,Number,Zenica,F,Higher school and first degree of faculty,1247
2013,Number,Zepce,F,Higher school and first degree of faculty,243
2013,Number,Zivinice,F,Higher school and first degree of faculty,227
2013,Number,Banovici,Both sexes,Faculty / academy / university,1276
2013,Number,Bihac,Both sexes,Faculty / academy / university,5359
2013,Number,Bosanska Krupa,Both sexes,Faculty / academy / university,1193
2013,Number,Bosanski Petrovac,Both sexes,Faculty / academy / university,352
2013,Number,Bosansko Grahovo,Both sexes,Faculty / academy / university,143
2013,Number,Breza,Both sexes,Faculty / academy / university,959
2013,Number,Bugojno,Both sexes,Faculty / academy / university,1816
2013,Number,Busovaca,Both sexes,Faculty / academy / university,798
2013,Number,Buzim,Both sexes,Faculty / academy / university,607
2013,Number,Cazin,Both sexes,Faculty / academy / university,2404
2013,Number,Sarajevo-Centar,Both sexes,Faculty / academy / university,15300
2013,Number,Capljina,Both sexes,Faculty / academy / university,2237
2013,Number,Celic,Both sexes,Faculty / academy / university,285
2013,Number,Citluk,Both sexes,Faculty / academy / university,1820
2013,Number,Doboj-Istok,Both sexes,Faculty / academy / university,442
2013,Number,Doboj-Jug,Both sexes,Faculty / academy / university,171
2013,Number,Dobretici,Both sexes,Faculty / academy / university,50
2013,Number,Domaljevac-Samac,Both sexes,Faculty / academy / university,289
2013,Number,Donji Vakuf,Both sexes,Faculty / academy / university,522
2013,Number,Drvar,Both sexes,Faculty / academy / university,363
2013,Number,foca-fbih,Both sexes,Faculty / academy / university,77
2013,Number,Fojnica,Both sexes,Faculty / academy / university,885
2013,Number,Glamoc,Both sexes,Faculty / academy / university,210
2013,Number,Gorazde,Both sexes,Faculty / academy / university,1727
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,Faculty / academy / university,1050
2013,Number,Gracanica,Both sexes,Faculty / academy / university,2110
2013,Number,Gradacac,Both sexes,Faculty / academy / university,1556
2013,Number,Grude,Both sexes,Faculty / academy / university,1738
2013,Number,Sarajevo-Hadzici,Both sexes,Faculty / academy / university,1307
2013,Number,Sarajevo-Ilidza,Both sexes,Faculty / academy / university,7309
2013,Number,Sarajevo-Ilijas,Both sexes,Faculty / academy / university,1041
2013,Number,Jablanica,Both sexes,Faculty / academy / university,669
2013,Number,Jajce,Both sexes,Faculty / academy / university,1249
2013,Number,Kakanj,Both sexes,Faculty / academy / university,1861
2013,Number,Kalesija,Both sexes,Faculty / academy / university,1178
2013,Number,Kiseljak,Both sexes,Faculty / academy / university,1140
2013,Number,Kladanj,Both sexes,Faculty / academy / university,615
2013,Number,Kljuc,Both sexes,Faculty / academy / university,695
2013,Number,Konjic,Both sexes,Faculty / academy / university,1710
2013,Number,Kresevo,Both sexes,Faculty / academy / university,309
2013,Number,Kupres-FBiH,Both sexes,Faculty / academy / university,625
2013,Number,Livno,Both sexes,Faculty / academy / university,3460
2013,Number,Lukavac,Both sexes,Faculty / academy / university,2326
2013,Number,Ljubuski,Both sexes,Faculty / academy / university,2948
2013,Number,Maglaj,Both sexes,Faculty / academy / university,1097
2013,Number,Mostar,Both sexes,Faculty / academy / university,14199
2013,Number,Neum,Both sexes,Faculty / academy / university,532
2013,Number,Sarajevo-Novi Grad,Both sexes,Faculty / academy / university,16824
2013,Number,Novi Travnik,Both sexes,Faculty / academy / university,1330
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,Faculty / academy / university,16145
2013,Number,Odzak,Both sexes,Faculty / academy / university,887
2013,Number,Olovo,Both sexes,Faculty / academy / university,506
2013,Number,Orasje,Both sexes,Faculty / academy / university,1320
2013,Number,Pale-FBiH,Both sexes,Faculty / academy / university,24
2013,Number,Posusje,Both sexes,Faculty / academy / university,1756
2013,Number,Prozor,Both sexes,Faculty / academy / university,911
2013,Number,Ravno,Both sexes,Faculty / academy / university,305
2013,Number,Sanski Most,Both sexes,Faculty / academy / university,1815
2013,Number,Sapna,Both sexes,Faculty / academy / university,285
2013,Number,Srebrenik,Both sexes,Faculty / academy / university,1654
2013,Number,Sarajevo-Stari Grad,Both sexes,Faculty / academy / university,6106
2013,Number,Stolac,Both sexes,Faculty / academy / university,1261
2013,Number,Siroki Brijeg,Both sexes,Faculty / academy / university,3002
2013,Number,Teocak,Both sexes,Faculty / academy / university,207
2013,Number,Tesanj,Both sexes,Faculty / academy / university,1787
2013,Number,Tomislavgrad,Both sexes,Faculty / academy / university,2854
2013,Number,Travnik,Both sexes,Faculty / academy / university,2975
2013,Number,Trnovo-FBiH,Both sexes,Faculty / academy / university,72
2013,Number,Tuzla,Both sexes,Faculty / academy / university,13355
2013,Number,Usora,Both sexes,Faculty / academy / university,301
2013,Number,Vares,Both sexes,Faculty / academy / university,491
2013,Number,Velika Kladusa,Both sexes,Faculty / academy / university,1221
2013,Number,Visoko,Both sexes,Faculty / academy / university,2567
2013,Number,Vitez,Both sexes,Faculty / academy / university,1472
2013,Number,Sarajevo-Vogosca,Both sexes,Faculty / academy / university,2810
2013,Number,Zavidovici,Both sexes,Faculty / academy / university,1535
2013,Number,Zenica,Both sexes,Faculty / academy / university,8195
2013,Number,Zepce,Both sexes,Faculty / academy / university,1373
2013,Number,Zivinice,Both sexes,Faculty / academy / university,2755
2013,Number,Banovici,M,Faculty / academy / university,733
2013,Number,Bihac,M,Faculty / academy / university,2479
2013,Number,Bosanska Krupa,M,Faculty / academy / university,553
2013,Number,Bosanski Petrovac,M,Faculty / academy / university,185
2013,Number,Bosansko Grahovo,M,Faculty / academy / university,92
2013,Number,Breza,M,Faculty / academy / university,477
2013,Number,Bugojno,M,Faculty / academy / university,992
2013,Number,Busovaca,M,Faculty / academy / university,407
2013,Number,Buzim,M,Faculty / academy / university,295
2013,Number,Cazin,M,Faculty / academy / university,1145
2013,Number,Sarajevo-Centar,M,Faculty / academy / university,7006
2013,Number,Capljina,M,Faculty / academy / university,1090
2013,Number,Celic,M,Faculty / academy / university,159
2013,Number,Citluk,M,Faculty / academy / university,793
2013,Number,Doboj-Istok,M,Faculty / academy / university,232
2013,Number,Doboj-Jug,M,Faculty / academy / university,91
2013,Number,Dobretici,M,Faculty / academy / university,29
2013,Number,Domaljevac-Samac,M,Faculty / academy / university,131
2013,Number,Donji Vakuf,M,Faculty / academy / university,285
2013,Number,Drvar,M,Faculty / academy / university,193
2013,Number,foca-fbih,M,Faculty / academy / university,46
2013,Number,Fojnica,M,Faculty / academy / university,488
2013,Number,Glamoc,M,Faculty / academy / university,109
2013,Number,Gorazde,M,Faculty / academy / university,933
2013,Number,Gornji Vakuf-Uskoplje,M,Faculty / academy / university,559
2013,Number,Gracanica,M,Faculty / academy / university,1064
2013,Number,Gradacac,M,Faculty / academy / university,767
2013,Number,Grude,M,Faculty / academy / university,858
2013,Number,Sarajevo-Hadzici,M,Faculty / academy / university,639
2013,Number,Sarajevo-Ilidza,M,Faculty / academy / university,3455
2013,Number,Sarajevo-Ilijas,M,Faculty / academy / university,498
2013,Number,Jablanica,M,Faculty / academy / university,322
2013,Number,Jajce,M,Faculty / academy / university,681
2013,Number,Kakanj,M,Faculty / academy / university,1009
2013,Number,Kalesija,M,Faculty / academy / university,657
2013,Number,Kiseljak,M,Faculty / academy / university,518
2013,Number,Kladanj,M,Faculty / academy / university,340
2013,Number,Kljuc,M,Faculty / academy / university,345
2013,Number,Konjic,M,Faculty / academy / university,879
2013,Number,Kresevo,M,Faculty / academy / university,147
2013,Number,Kupres-FBiH,M,Faculty / academy / university,334
2013,Number,Livno,M,Faculty / academy / university,1719
2013,Number,Lukavac,M,Faculty / academy / university,1150
2013,Number,Ljubuski,M,Faculty / academy / university,1440
2013,Number,Maglaj,M,Faculty / academy / university,550
2013,Number,Mostar,M,Faculty / academy / university,6346
2013,Number,Neum,M,Faculty / academy / university,287
