Year,UNIT_MEASURE,Spol,Starosna dob,Cause_of_death,Value
2016,Broj,Ž,65-69,(F00-F99) Duševni poremećaji i poremećaji ponašanja,2
2016,Broj,Ž,65-69,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",2
2016,Broj,Ž,65-69,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,3
2016,Broj,Ž,65-69,(A00-B99) Zarazne i parazitarne bolesti,6
2016,Broj,Ž,65-69,(G00-G99) Bolesti nervnog sustava,9
2016,Broj,Ž,65-69,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",96
2016,Broj,Ž,65-69,(I00-I99) Bolesti cirkulacijskog sustava,383
2016,Broj,Ž,65-69,(J00-J99) Bolesti respiratornog sustava,27
2016,Broj,Ž,65-69,(K00-K93) Bolesti digestivnog sustava,22
2016,Broj,Ž,65-69,(N00-N99) Bolesti genitalno-urinarnog sustava,22
2016,Broj,Ž,65-69,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",22
2016,Broj,Ž,65-69,Nepoznato,24
2016,Broj,Ž,65-69,"(C00-C97,D00-D48) Neoplazme",252
2016,Broj,Oba spola,70-74,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Oba spola,70-74,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Oba spola,70-74,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Oba spola,70-74,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Oba spola,70-74,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,1
2016,Broj,Oba spola,70-74,(F00-F99) Duševni poremećaji i poremećaji ponašanja,9
2016,Broj,Oba spola,70-74,(G00-G99) Bolesti nervnog sustava,16
2016,Broj,Oba spola,70-74,(A00-B99) Zarazne i parazitarne bolesti,23
2016,Broj,Oba spola,70-74,(N00-N99) Bolesti genitalno-urinarnog sustava,52
2016,Broj,Oba spola,70-74,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",177
2016,Broj,Oba spola,70-74,(J00-J99) Bolesti respiratornog sustava,104
2016,Broj,Oba spola,70-74,Nepoznato,75
2016,Broj,Oba spola,70-74,(K00-K93) Bolesti digestivnog sustava,59
2016,Broj,Oba spola,70-74,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",43
2016,Broj,Oba spola,70-74,"(C00-C97,D00-D48) Neoplazme",585
2016,Broj,Oba spola,70-74,(I00-I99) Bolesti cirkulacijskog sustava,1214
2016,Broj,Oba spola,70-74,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",41
2016,Broj,Oba spola,70-74,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",5
2016,Broj,M,70-74,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,M,70-74,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2016,Broj,M,70-74,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,M,70-74,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,M,70-74,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,M,70-74,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",1
2016,Broj,M,70-74,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",31
2016,Broj,M,70-74,(I00-I99) Bolesti cirkulacijskog sustava,646
2016,Broj,M,70-74,"(C00-C97,D00-D48) Neoplazme",342
2016,Broj,M,70-74,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",21
2016,Broj,M,70-74,(K00-K93) Bolesti digestivnog sustava,25
2016,Broj,M,70-74,Nepoznato,35
2016,Broj,M,70-74,(J00-J99) Bolesti respiratornog sustava,66
2016,Broj,M,70-74,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",69
2016,Broj,M,70-74,(N00-N99) Bolesti genitalno-urinarnog sustava,23
2016,Broj,M,70-74,(A00-B99) Zarazne i parazitarne bolesti,10
2016,Broj,M,70-74,(G00-G99) Bolesti nervnog sustava,10
2016,Broj,M,70-74,(F00-F99) Duševni poremećaji i poremećaji ponašanja,5
2016,Broj,Ž,70-74,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Ž,70-74,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Ž,70-74,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Ž,70-74,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Ž,70-74,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,1
2016,Broj,Ž,70-74,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",4
2016,Broj,Ž,70-74,(F00-F99) Duševni poremećaji i poremećaji ponašanja,4
2016,Broj,Ž,70-74,(G00-G99) Bolesti nervnog sustava,6
2016,Broj,Ž,70-74,(A00-B99) Zarazne i parazitarne bolesti,13
2016,Broj,Ž,70-74,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",108
2016,Broj,Ž,70-74,(I00-I99) Bolesti cirkulacijskog sustava,568
2016,Broj,Ž,70-74,(J00-J99) Bolesti respiratornog sustava,38
2016,Broj,Ž,70-74,(K00-K93) Bolesti digestivnog sustava,34
2016,Broj,Ž,70-74,(N00-N99) Bolesti genitalno-urinarnog sustava,29
2016,Broj,Ž,70-74,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",22
2016,Broj,Ž,70-74,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",10
2016,Broj,Ž,70-74,Nepoznato,40
2016,Broj,Ž,70-74,"(C00-C97,D00-D48) Neoplazme",243
2016,Broj,Oba spola,75-79,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Oba spola,75-79,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Oba spola,75-79,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Oba spola,75-79,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Oba spola,75-79,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,3
2016,Broj,Oba spola,75-79,(F00-F99) Duševni poremećaji i poremećaji ponašanja,11
2016,Broj,Oba spola,75-79,(G00-G99) Bolesti nervnog sustava,38
2016,Broj,Oba spola,75-79,(A00-B99) Zarazne i parazitarne bolesti,33
2016,Broj,Oba spola,75-79,(N00-N99) Bolesti genitalno-urinarnog sustava,89
2016,Broj,Oba spola,75-79,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",293
2016,Broj,Oba spola,75-79,(J00-J99) Bolesti respiratornog sustava,210
2016,Broj,Oba spola,75-79,Nepoznato,83
2016,Broj,Oba spola,75-79,(K00-K93) Bolesti digestivnog sustava,91
2016,Broj,Oba spola,75-79,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",76
2016,Broj,Oba spola,75-79,"(C00-C97,D00-D48) Neoplazme",790
2016,Broj,Oba spola,75-79,(I00-I99) Bolesti cirkulacijskog sustava,2218
2016,Broj,Oba spola,75-79,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",40
2016,Broj,Oba spola,75-79,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",5
2016,Broj,M,75-79,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,M,75-79,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2016,Broj,M,75-79,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,M,75-79,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,M,75-79,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,M,75-79,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",1
2016,Broj,M,75-79,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",26
2016,Broj,M,75-79,(I00-I99) Bolesti cirkulacijskog sustava,1003
2016,Broj,M,75-79,"(C00-C97,D00-D48) Neoplazme",421
2016,Broj,M,75-79,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",35
2016,Broj,M,75-79,(K00-K93) Bolesti digestivnog sustava,48
2016,Broj,M,75-79,Nepoznato,44
2016,Broj,M,75-79,(J00-J99) Bolesti respiratornog sustava,121
2016,Broj,M,75-79,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",100
2016,Broj,M,75-79,(N00-N99) Bolesti genitalno-urinarnog sustava,36
2016,Broj,M,75-79,(A00-B99) Zarazne i parazitarne bolesti,16
2016,Broj,M,75-79,(G00-G99) Bolesti nervnog sustava,16
2016,Broj,M,75-79,(F00-F99) Duševni poremećaji i poremećaji ponašanja,5
2016,Broj,Ž,75-79,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Ž,75-79,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Ž,75-79,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Ž,75-79,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Ž,75-79,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,3
2016,Broj,Ž,75-79,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",4
2016,Broj,Ž,75-79,(F00-F99) Duševni poremećaji i poremećaji ponašanja,6
2016,Broj,Ž,75-79,(A00-B99) Zarazne i parazitarne bolesti,17
2016,Broj,Ž,75-79,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",193
2016,Broj,Ž,75-79,(G00-G99) Bolesti nervnog sustava,22
2016,Broj,Ž,75-79,(I00-I99) Bolesti cirkulacijskog sustava,1215
2016,Broj,Ž,75-79,(J00-J99) Bolesti respiratornog sustava,89
2016,Broj,Ž,75-79,(K00-K93) Bolesti digestivnog sustava,43
2016,Broj,Ž,75-79,(N00-N99) Bolesti genitalno-urinarnog sustava,53
2016,Broj,Ž,75-79,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",41
2016,Broj,Ž,75-79,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",14
2016,Broj,Ž,75-79,Nepoznato,39
2016,Broj,Ž,75-79,"(C00-C97,D00-D48) Neoplazme",369
2016,Broj,Oba spola,80-84,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Oba spola,80-84,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Oba spola,80-84,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Oba spola,80-84,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Oba spola,80-84,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,1
2016,Broj,Oba spola,80-84,(F00-F99) Duševni poremećaji i poremećaji ponašanja,13
2016,Broj,Oba spola,80-84,(G00-G99) Bolesti nervnog sustava,33
2016,Broj,Oba spola,80-84,(A00-B99) Zarazne i parazitarne bolesti,44
2016,Broj,Oba spola,80-84,(N00-N99) Bolesti genitalno-urinarnog sustava,91
2016,Broj,Oba spola,80-84,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",261
2016,Broj,Oba spola,80-84,(J00-J99) Bolesti respiratornog sustava,201
2016,Broj,Oba spola,80-84,Nepoznato,74
2016,Broj,Oba spola,80-84,(K00-K93) Bolesti digestivnog sustava,85
2016,Broj,Oba spola,80-84,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",76
2016,Broj,Oba spola,80-84,"(C00-C97,D00-D48) Neoplazme",535
2016,Broj,Oba spola,80-84,(I00-I99) Bolesti cirkulacijskog sustava,2537
2016,Broj,Oba spola,80-84,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",22
2016,Broj,Oba spola,80-84,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",6
2016,Broj,M,80-84,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,M,80-84,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2016,Broj,M,80-84,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,M,80-84,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,M,80-84,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,M,80-84,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",2
2016,Broj,M,80-84,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",13
2016,Broj,M,80-84,(I00-I99) Bolesti cirkulacijskog sustava,983
2016,Broj,M,80-84,"(C00-C97,D00-D48) Neoplazme",289
2016,Broj,M,80-84,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",39
2016,Broj,M,80-84,(K00-K93) Bolesti digestivnog sustava,32
2016,Broj,M,80-84,Nepoznato,30
2016,Broj,M,80-84,(J00-J99) Bolesti respiratornog sustava,110
2016,Broj,M,80-84,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",83
2016,Broj,M,80-84,(N00-N99) Bolesti genitalno-urinarnog sustava,36
2016,Broj,M,80-84,(A00-B99) Zarazne i parazitarne bolesti,17
2016,Broj,M,80-84,(G00-G99) Bolesti nervnog sustava,11
2016,Broj,M,80-84,(F00-F99) Duševni poremećaji i poremećaji ponašanja,6
2016,Broj,Ž,80-84,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Ž,80-84,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Ž,80-84,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Ž,80-84,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Ž,80-84,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,1
2016,Broj,Ž,80-84,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",4
2016,Broj,Ž,80-84,(F00-F99) Duševni poremećaji i poremećaji ponašanja,7
2016,Broj,Ž,80-84,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",9
2016,Broj,Ž,80-84,(A00-B99) Zarazne i parazitarne bolesti,27
2016,Broj,Ž,80-84,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",178
2016,Broj,Ž,80-84,(G00-G99) Bolesti nervnog sustava,22
2016,Broj,Ž,80-84,(I00-I99) Bolesti cirkulacijskog sustava,1554
2016,Broj,Ž,80-84,(J00-J99) Bolesti respiratornog sustava,91
2016,Broj,Ž,80-84,(K00-K93) Bolesti digestivnog sustava,53
2016,Broj,Ž,80-84,(N00-N99) Bolesti genitalno-urinarnog sustava,55
2016,Broj,Ž,80-84,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",37
2016,Broj,Ž,80-84,Nepoznato,44
2016,Broj,Ž,80-84,"(C00-C97,D00-D48) Neoplazme",246
2016,Broj,Oba spola,85+,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Oba spola,85+,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Oba spola,85+,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Oba spola,85+,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Oba spola,85+,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",2
2016,Broj,Oba spola,85+,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,4
2016,Broj,Oba spola,85+,(F00-F99) Duševni poremećaji i poremećaji ponašanja,26
2016,Broj,Oba spola,85+,(G00-G99) Bolesti nervnog sustava,17
2016,Broj,Oba spola,85+,(A00-B99) Zarazne i parazitarne bolesti,25
2016,Broj,Oba spola,85+,(N00-N99) Bolesti genitalno-urinarnog sustava,58
2016,Broj,Oba spola,85+,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",159
2016,Broj,Oba spola,85+,(J00-J99) Bolesti respiratornog sustava,168
2016,Broj,Oba spola,85+,Nepoznato,71
2016,Broj,Oba spola,85+,(K00-K93) Bolesti digestivnog sustava,58
2016,Broj,Oba spola,85+,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",103
2016,Broj,Oba spola,85+,"(C00-C97,D00-D48) Neoplazme",285
2016,Broj,Oba spola,85+,(I00-I99) Bolesti cirkulacijskog sustava,2542
2016,Broj,Oba spola,85+,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",16
2016,Broj,M,85+,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,M,85+,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,M,85+,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,M,85+,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,M,85+,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,1
2016,Broj,M,85+,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",2
2016,Broj,M,85+,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",10
2016,Broj,M,85+,(I00-I99) Bolesti cirkulacijskog sustava,814
2016,Broj,M,85+,"(C00-C97,D00-D48) Neoplazme",142
2016,Broj,M,85+,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",27
2016,Broj,M,85+,(K00-K93) Bolesti digestivnog sustava,29
2016,Broj,M,85+,Nepoznato,25
2016,Broj,M,85+,(J00-J99) Bolesti respiratornog sustava,83
2016,Broj,M,85+,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",50
2016,Broj,M,85+,(N00-N99) Bolesti genitalno-urinarnog sustava,30
2016,Broj,M,85+,(A00-B99) Zarazne i parazitarne bolesti,10
2016,Broj,M,85+,(F00-F99) Duševni poremećaji i poremećaji ponašanja,9
2016,Broj,M,85+,(G00-G99) Bolesti nervnog sustava,13
2016,Broj,Ž,85+,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2016,Broj,Ž,85+,(L00-L99) Bolesti kože i potkožnog tkiva,0
2016,Broj,Ž,85+,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2016,Broj,Ž,85+,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2016,Broj,Ž,85+,(H60–H95) Bolesti uha i adneksa,0
2016,Broj,Ž,85+,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,3
2016,Broj,Ž,85+,(G00-G99) Bolesti nervnog sustava,4
2016,Broj,Ž,85+,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",6
2016,Broj,Ž,85+,(A00-B99) Zarazne i parazitarne bolesti,15
2016,Broj,Ž,85+,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",109
2016,Broj,Ž,85+,(F00-F99) Duševni poremećaji i poremećaji ponašanja,17
2016,Broj,Ž,85+,(I00-I99) Bolesti cirkulacijskog sustava,1728
2016,Broj,Ž,85+,(J00-J99) Bolesti respiratornog sustava,85
2016,Broj,Ž,85+,(K00-K93) Bolesti digestivnog sustava,29
2016,Broj,Ž,85+,(N00-N99) Bolesti genitalno-urinarnog sustava,28
2016,Broj,Ž,85+,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",76
2016,Broj,Ž,85+,Nepoznato,46
2016,Broj,Ž,85+,"(C00-C97,D00-D48) Neoplazme",143
2017,Broj,Oba spola,Ukupno,(A00-B99) Zarazne i parazitarne bolesti,214
2017,Broj,Oba spola,Ukupno,"(C00-C97,D00-D48) Neoplazme",4833
2017,Broj,Oba spola,Ukupno,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",45
2017,Broj,Oba spola,Ukupno,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1297
2017,Broj,Oba spola,Ukupno,(F00-F99) Duševni poremećaji i poremećaji ponašanja,99
2017,Broj,Oba spola,Ukupno,(G00-G99) Bolesti nervnog sustava,167
2017,Broj,Oba spola,Ukupno,(I00-I99) Bolesti cirkulacijskog sustava,11187
2017,Broj,Oba spola,Ukupno,(J00-J99) Bolesti respiratornog sustava,906
2017,Broj,Oba spola,Ukupno,(K00-K93) Bolesti digestivnog sustava,540
2017,Broj,Oba spola,Ukupno,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,22
2017,Broj,Oba spola,Ukupno,(N00-N99) Bolesti genitalno-urinarnog sustava,361
2017,Broj,Oba spola,Ukupno,(P00-P96) Određena stanja nastala u perinatalnom periodu,112
2017,Broj,Oba spola,Ukupno,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",20
2017,Broj,Oba spola,Ukupno,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",816
2017,Broj,Oba spola,Ukupno,Nepoznato,542
2017,Broj,Oba spola,Ukupno,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",521
2017,Broj,Oba spola,Ukupno,(L00-L99) Bolesti kože i potkožnog tkiva,7
2017,Broj,M,Ukupno,(L00-L99) Bolesti kože i potkožnog tkiva,3
2017,Broj,M,Ukupno,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",388
2017,Broj,M,Ukupno,(A00-B99) Zarazne i parazitarne bolesti,106
2017,Broj,M,Ukupno,"(C00-C97,D00-D48) Neoplazme",2722
2017,Broj,M,Ukupno,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",20
2017,Broj,M,Ukupno,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",494
2017,Broj,M,Ukupno,(F00-F99) Duševni poremećaji i poremećaji ponašanja,50
2017,Broj,M,Ukupno,(G00-G99) Bolesti nervnog sustava,80
2017,Broj,M,Ukupno,(I00-I99) Bolesti cirkulacijskog sustava,5245
2017,Broj,M,Ukupno,(J00-J99) Bolesti respiratornog sustava,542
2017,Broj,M,Ukupno,(K00-K93) Bolesti digestivnog sustava,313
2017,Broj,M,Ukupno,(N00-N99) Bolesti genitalno-urinarnog sustava,188
2017,Broj,M,Ukupno,(P00-P96) Određena stanja nastala u perinatalnom periodu,63
2017,Broj,M,Ukupno,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",12
2017,Broj,M,Ukupno,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",420
2017,Broj,M,Ukupno,Nepoznato,326
2017,Broj,M,Ukupno,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,7
2017,Broj,Ž,Ukupno,(L00-L99) Bolesti kože i potkožnog tkiva,4
2017,Broj,Ž,Ukupno,(A00-B99) Zarazne i parazitarne bolesti,108
2017,Broj,Ž,Ukupno,"(C00-C97,D00-D48) Neoplazme",2111
2017,Broj,Ž,Ukupno,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",25
2017,Broj,Ž,Ukupno,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",803
2017,Broj,Ž,Ukupno,(F00-F99) Duševni poremećaji i poremećaji ponašanja,49
2017,Broj,Ž,Ukupno,(G00-G99) Bolesti nervnog sustava,87
2017,Broj,Ž,Ukupno,(I00-I99) Bolesti cirkulacijskog sustava,5942
2017,Broj,Ž,Ukupno,(J00-J99) Bolesti respiratornog sustava,364
2017,Broj,Ž,Ukupno,(K00-K93) Bolesti digestivnog sustava,227
2017,Broj,Ž,Ukupno,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,15
2017,Broj,Ž,Ukupno,(N00-N99) Bolesti genitalno-urinarnog sustava,173
2017,Broj,Ž,Ukupno,(P00-P96) Određena stanja nastala u perinatalnom periodu,49
2017,Broj,Ž,Ukupno,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",8
2017,Broj,Ž,Ukupno,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",396
2017,Broj,Ž,Ukupno,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",133
2017,Broj,Ž,Ukupno,Nepoznato,216
2017,Broj,Oba spola,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2017,Broj,Oba spola,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2017,Broj,Oba spola,0,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2017,Broj,Oba spola,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2017,Broj,Oba spola,0,(G00-G99) Bolesti nervnog sustava,0
2017,Broj,Oba spola,0,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1
2017,Broj,Oba spola,0,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2017,Broj,Oba spola,0,(A00-B99) Zarazne i parazitarne bolesti,2
2017,Broj,Oba spola,0,"(C00-C97,D00-D48) Neoplazme",2
2017,Broj,Oba spola,0,(J00-J99) Bolesti respiratornog sustava,2
2017,Broj,Oba spola,0,(K00-K93) Bolesti digestivnog sustava,2
2017,Broj,Oba spola,0,(N00-N99) Bolesti genitalno-urinarnog sustava,2
2017,Broj,Oba spola,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,111
2017,Broj,Oba spola,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",13
2017,Broj,Oba spola,0,(I00-I99) Bolesti cirkulacijskog sustava,14
2017,Broj,Oba spola,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",7
2017,Broj,Oba spola,0,Nepoznato,5
2017,Broj,M,0,(A00-B99) Zarazne i parazitarne bolesti,0
2017,Broj,M,0,"(C00-C97,D00-D48) Neoplazme",0
2017,Broj,M,0,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2017,Broj,M,0,(G00-G99) Bolesti nervnog sustava,0
2017,Broj,M,0,(K00-K93) Bolesti digestivnog sustava,0
2017,Broj,M,0,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2017,Broj,M,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2017,Broj,M,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2017,Broj,M,0,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2017,Broj,M,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2017,Broj,M,0,(J00-J99) Bolesti respiratornog sustava,1
2017,Broj,M,0,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
