Year,UNIT_MEASURE,Пол,Старосна доб,Узрок смрти,Value
2014,Број,Оба пола,70-74,(А00-Б99) Заразне и паразитарне болести,23.0
2014,Број,Оба пола,70-74,(Н00-Н99) Болести генитално-уринарног система,47.0
2014,Број,Оба пола,70-74,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",256.0
2014,Број,Оба пола,70-74,(Ј00-Ј99) Болести респираторног система,115.0
2014,Број,Оба пола,70-74,Непознато,76.0
2014,Број,Оба пола,70-74,(К00-К93) Болести дигестивног система,62.0
2014,Број,Оба пола,70-74,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",100.0
2014,Број,Оба пола,70-74,"(Ц00-Ц97,Д00-Д48) Неоплазме",676.0
2014,Број,Оба пола,70-74,(И00-И99) Болести циркулацијског система,1383.0
2014,Број,Оба пола,70-74,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",32.0
2014,Број,Оба пола,70-74,(М00-М99) Болести мускулоскелетног система и везивног ткива,7.0
2014,Број,M,70-74,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,M,70-74,(Х00-Х59) Болести ока,0.0
2014,Број,M,70-74,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,M,70-74,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,M,70-74,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,M,70-74,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",2.0
2014,Број,M,70-74,(М00-М99) Болести мускулоскелетног система и везивног ткива,3.0
2014,Број,M,70-74,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",21.0
2014,Број,M,70-74,(И00-И99) Болести циркулацијског система,693.0
2014,Број,M,70-74,"(Ц00-Ц97,Д00-Д48) Неоплазме",426.0
2014,Број,M,70-74,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",57.0
2014,Број,M,70-74,(К00-К93) Болести дигестивног система,35.0
2014,Број,M,70-74,Непознато,44.0
2014,Број,M,70-74,(Ј00-Ј99) Болести респираторног система,76.0
2014,Број,M,70-74,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",105.0
2014,Број,M,70-74,(Н00-Н99) Болести генитално-уринарног система,19.0
2014,Број,M,70-74,(А00-Б99) Заразне и паразитарне болести,13.0
2014,Број,M,70-74,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,7.0
2014,Број,M,70-74,(Г00-Г99) Болести нервног система,7.0
2014,Број,Ж,70-74,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Ж,70-74,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Ж,70-74,(Х00-Х59) Болести ока,1.0
2014,Број,Ж,70-74,(Л00-Л99) Болести коже и поткожног ткива,1.0
2014,Број,Ж,70-74,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",1.0
2014,Број,Ж,70-74,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",2.0
2014,Број,Ж,70-74,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,4.0
2014,Број,Ж,70-74,(М00-М99) Болести мускулоскелетног система и везивног ткива,4.0
2014,Број,Ж,70-74,(А00-Б99) Заразне и паразитарне болести,10.0
2014,Број,Ж,70-74,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",151.0
2014,Број,Ж,70-74,(Г00-Г99) Болести нервног система,12.0
2014,Број,Ж,70-74,(И00-И99) Болести циркулацијског система,690.0
2014,Број,Ж,70-74,(Ј00-Ј99) Болести респираторног система,39.0
2014,Број,Ж,70-74,(К00-К93) Болести дигестивног система,27.0
2014,Број,Ж,70-74,(Н00-Н99) Болести генитално-уринарног система,28.0
2014,Број,Ж,70-74,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",43.0
2014,Број,Ж,70-74,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",11.0
2014,Број,Ж,70-74,Непознато,32.0
2014,Број,Ж,70-74,"(Ц00-Ц97,Д00-Д48) Неоплазме",250.0
2014,Број,Оба пола,75-79,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Оба пола,75-79,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Оба пола,75-79,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Оба пола,75-79,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Оба пола,75-79,(Х00-Х59) Болести ока,2.0
2014,Број,Оба пола,75-79,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",8.0
2014,Број,Оба пола,75-79,(М00-М99) Болести мускулоскелетног система и везивног ткива,8.0
2014,Број,Оба пола,75-79,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,16.0
2014,Број,Оба пола,75-79,(Г00-Г99) Болести нервног система,43.0
2014,Број,Оба пола,75-79,(А00-Б99) Заразне и паразитарне болести,17.0
2014,Број,Оба пола,75-79,(Н00-Н99) Болести генитално-уринарног система,72.0
2014,Број,Оба пола,75-79,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",311.0
2014,Број,Оба пола,75-79,(Ј00-Ј99) Болести респираторног система,204.0
2014,Број,Оба пола,75-79,Непознато,59.0
2014,Број,Оба пола,75-79,(К00-К93) Болести дигестивног система,85.0
2014,Број,Оба пола,75-79,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",130.0
2014,Број,Оба пола,75-79,"(Ц00-Ц97,Д00-Д48) Неоплазме",729.0
2014,Број,Оба пола,75-79,(И00-И99) Болести циркулацијског система,2150.0
2014,Број,Оба пола,75-79,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",38.0
2014,Број,M,75-79,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,M,75-79,(Х00-Х59) Болести ока,0.0
2014,Број,M,75-79,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,M,75-79,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,M,75-79,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,M,75-79,(М00-М99) Болести мускулоскелетног система и везивног ткива,1.0
2014,Број,M,75-79,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",2.0
2014,Број,M,75-79,(А00-Б99) Заразне и паразитарне болести,3.0
2014,Број,M,75-79,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",28.0
2014,Број,M,75-79,(И00-И99) Болести циркулацијског система,1013.0
2014,Број,M,75-79,"(Ц00-Ц97,Д00-Д48) Неоплазме",437.0
2014,Број,M,75-79,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",62.0
2014,Број,M,75-79,(К00-К93) Болести дигестивног система,46.0
2014,Број,M,75-79,Непознато,33.0
2014,Број,M,75-79,(Ј00-Ј99) Болести респираторног система,120.0
2014,Број,M,75-79,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",101.0
2014,Број,M,75-79,(Н00-Н99) Болести генитално-уринарног система,32.0
2014,Број,M,75-79,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,11.0
2014,Број,M,75-79,(Г00-Г99) Болести нервног система,20.0
2014,Број,Ж,75-79,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Ж,75-79,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Ж,75-79,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Ж,75-79,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Ж,75-79,(Х00-Х59) Болести ока,2.0
2014,Број,Ж,75-79,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,5.0
2014,Број,Ж,75-79,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",6.0
2014,Број,Ж,75-79,(М00-М99) Болести мускулоскелетног система и везивног ткива,7.0
2014,Број,Ж,75-79,(А00-Б99) Заразне и паразитарне болести,14.0
2014,Број,Ж,75-79,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",210.0
2014,Број,Ж,75-79,(Г00-Г99) Болести нервног система,23.0
2014,Број,Ж,75-79,(И00-И99) Болести циркулацијског система,1137.0
2014,Број,Ж,75-79,(Ј00-Ј99) Болести респираторног система,84.0
2014,Број,Ж,75-79,(К00-К93) Болести дигестивног система,39.0
2014,Број,Ж,75-79,(Н00-Н99) Болести генитално-уринарног система,40.0
2014,Број,Ж,75-79,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",68.0
2014,Број,Ж,75-79,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",10.0
2014,Број,Ж,75-79,Непознато,26.0
2014,Број,Ж,75-79,"(Ц00-Ц97,Д00-Д48) Неоплазме",292.0
2014,Број,Оба пола,80-84,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Оба пола,80-84,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Оба пола,80-84,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Оба пола,80-84,(Х00-Х59) Болести ока,1.0
2014,Број,Оба пола,80-84,(М00-М99) Болести мускулоскелетног система и везивног ткива,1.0
2014,Број,Оба пола,80-84,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,1.0
2014,Број,Оба пола,80-84,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",4.0
2014,Број,Оба пола,80-84,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,16.0
2014,Број,Оба пола,80-84,(Г00-Г99) Болести нервног система,37.0
2014,Број,Оба пола,80-84,(А00-Б99) Заразне и паразитарне болести,26.0
2014,Број,Оба пола,80-84,(Н00-Н99) Болести генитално-уринарног система,62.0
2014,Број,Оба пола,80-84,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",264.0
2014,Број,Оба пола,80-84,(Ј00-Ј99) Болести респираторног система,190.0
2014,Број,Оба пола,80-84,Непознато,70.0
2014,Број,Оба пола,80-84,(К00-К93) Болести дигестивног система,62.0
2014,Број,Оба пола,80-84,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",128.0
2014,Број,Оба пола,80-84,"(Ц00-Ц97,Д00-Д48) Неоплазме",519.0
2014,Број,Оба пола,80-84,(И00-И99) Болести циркулацијског система,2296.0
2014,Број,Оба пола,80-84,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",20.0
2014,Број,M,80-84,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,M,80-84,(Х00-Х59) Болести ока,0.0
2014,Број,M,80-84,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2014,Број,M,80-84,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,M,80-84,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,M,80-84,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,M,80-84,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",1.0
2014,Број,M,80-84,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",10.0
2014,Број,M,80-84,(И00-И99) Болести циркулацијског система,907.0
2014,Број,M,80-84,"(Ц00-Ц97,Д00-Д48) Неоплазме",290.0
2014,Број,M,80-84,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",52.0
2014,Број,M,80-84,(К00-К93) Болести дигестивног система,24.0
2014,Број,M,80-84,Непознато,34.0
2014,Број,M,80-84,(Ј00-Ј99) Болести респираторног система,108.0
2014,Број,M,80-84,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",83.0
2014,Број,M,80-84,(Н00-Н99) Болести генитално-уринарног система,27.0
2014,Број,M,80-84,(А00-Б99) Заразне и паразитарне болести,11.0
2014,Број,M,80-84,(Г00-Г99) Болести нервног система,19.0
2014,Број,M,80-84,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,6.0
2014,Број,Ж,80-84,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Ж,80-84,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Ж,80-84,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Ж,80-84,(Х00-Х59) Болести ока,1.0
2014,Број,Ж,80-84,(М00-М99) Болести мускулоскелетног система и везивног ткива,1.0
2014,Број,Ж,80-84,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,1.0
2014,Број,Ж,80-84,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",3.0
2014,Број,Ж,80-84,(А00-Б99) Заразне и паразитарне болести,15.0
2014,Број,Ж,80-84,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",181.0
2014,Број,Ж,80-84,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,10.0
2014,Број,Ж,80-84,(Г00-Г99) Болести нервног система,18.0
2014,Број,Ж,80-84,(И00-И99) Болести циркулацијског система,1389.0
2014,Број,Ж,80-84,(Ј00-Ј99) Болести респираторног система,82.0
2014,Број,Ж,80-84,(К00-К93) Болести дигестивног система,38.0
2014,Број,Ж,80-84,(Н00-Н99) Болести генитално-уринарног система,35.0
2014,Број,Ж,80-84,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",76.0
2014,Број,Ж,80-84,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",10.0
2014,Број,Ж,80-84,Непознато,36.0
2014,Број,Ж,80-84,"(Ц00-Ц97,Д00-Д48) Неоплазме",229.0
2014,Број,Оба пола,85+,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Оба пола,85+,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Оба пола,85+,(Х00-Х59) Болести ока,0.0
2014,Број,Оба пола,85+,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Оба пола,85+,(Л00-Л99) Болести коже и поткожног ткива,2.0
2014,Број,Оба пола,85+,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",3.0
2014,Број,Оба пола,85+,(М00-М99) Болести мускулоскелетног система и везивног ткива,4.0
2014,Број,Оба пола,85+,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,13.0
2014,Број,Оба пола,85+,(Г00-Г99) Болести нервног система,16.0
2014,Број,Оба пола,85+,(А00-Б99) Заразне и паразитарне болести,9.0
2014,Број,Оба пола,85+,(Н00-Н99) Болести генитално-уринарног система,40.0
2014,Број,Оба пола,85+,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",167.0
2014,Број,Оба пола,85+,(Ј00-Ј99) Болести респираторног система,127.0
2014,Број,Оба пола,85+,Непознато,81.0
2014,Број,Оба пола,85+,(К00-К93) Болести дигестивног система,37.0
2014,Број,Оба пола,85+,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",135.0
2014,Број,Оба пола,85+,"(Ц00-Ц97,Д00-Д48) Неоплазме",222.0
2014,Број,Оба пола,85+,(И00-И99) Болести циркулацијског система,2266.0
2014,Број,Оба пола,85+,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",17.0
2014,Број,M,85+,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,M,85+,(Х00-Х59) Болести ока,0.0
2014,Број,M,85+,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2014,Број,M,85+,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2014,Број,M,85+,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,M,85+,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,M,85+,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,M,85+,(А00-Б99) Заразне и паразитарне болести,4.0
2014,Број,M,85+,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",9.0
2014,Број,M,85+,(И00-И99) Болести циркулацијског система,690.0
2014,Број,M,85+,"(Ц00-Ц97,Д00-Д48) Неоплазме",112.0
2014,Број,M,85+,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",50.0
2014,Број,M,85+,(К00-К93) Болести дигестивног система,14.0
2014,Број,M,85+,Непознато,30.0
2014,Број,M,85+,(Ј00-Ј99) Болести респираторног система,60.0
2014,Број,M,85+,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",46.0
2014,Број,M,85+,(Н00-Н99) Болести генитално-уринарног система,20.0
2014,Број,M,85+,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,6.0
2014,Број,M,85+,(Г00-Г99) Болести нервног система,6.0
2014,Број,Ж,85+,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Ж,85+,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Ж,85+,(Х00-Х59) Болести ока,0.0
2014,Број,Ж,85+,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Ж,85+,(Л00-Л99) Болести коже и поткожног ткива,2.0
2014,Број,Ж,85+,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",3.0
2014,Број,Ж,85+,(М00-М99) Болести мускулоскелетног система и везивног ткива,4.0
2014,Број,Ж,85+,(А00-Б99) Заразне и паразитарне болести,5.0
2014,Број,Ж,85+,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,7.0
2014,Број,Ж,85+,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",121.0
2014,Број,Ж,85+,(Г00-Г99) Болести нервног система,10.0
2014,Број,Ж,85+,(И00-И99) Болести циркулацијског система,1576.0
2014,Број,Ж,85+,(Ј00-Ј99) Болести респираторног система,67.0
2014,Број,Ж,85+,(К00-К93) Болести дигестивног система,23.0
2014,Број,Ж,85+,(Н00-Н99) Болести генитално-уринарног система,20.0
2014,Број,Ж,85+,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",85.0
2014,Број,Ж,85+,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",8.0
2014,Број,Ж,85+,Непознато,51.0
2014,Број,Ж,85+,"(Ц00-Ц97,Д00-Д48) Неоплазме",110.0
2014,Број,Оба пола,Unknown,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Оба пола,Unknown,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Оба пола,Unknown,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Оба пола,Unknown,(Х00-Х59) Болести ока,0.0
2014,Број,Оба пола,Unknown,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2014,Број,Оба пола,Unknown,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2014,Број,Оба пола,Unknown,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Оба пола,Unknown,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2014,Број,Оба пола,Unknown,(А00-Б99) Заразне и паразитарне болести,0.0
2014,Број,Оба пола,Unknown,"(Ц00-Ц97,Д00-Д48) Неоплазме",0.0
2014,Број,Оба пола,Unknown,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2014,Број,Оба пола,Unknown,(Г00-Г99) Болести нервног система,0.0
2014,Број,Оба пола,Unknown,(Ј00-Ј99) Болести респираторног система,0.0
2014,Број,Оба пола,Unknown,(К00-К93) Болести дигестивног система,0.0
2014,Број,Оба пола,Unknown,(Н00-Н99) Болести генитално-уринарног система,0.0
2014,Број,Оба пола,Unknown,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",0.0
2014,Број,Оба пола,Unknown,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",0.0
2014,Број,Оба пола,Unknown,Непознато,0.0
2014,Број,Оба пола,Unknown,(И00-И99) Болести циркулацијског система,1.0
2014,Број,M,Unknown,(А00-Б99) Заразне и паразитарне болести,0.0
2014,Број,M,Unknown,"(Ц00-Ц97,Д00-Д48) Неоплазме",0.0
2014,Број,M,Unknown,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2014,Број,M,Unknown,(Г00-Г99) Болести нервног система,0.0
2014,Број,M,Unknown,(Ј00-Ј99) Болести респираторног система,0.0
2014,Број,M,Unknown,(К00-К93) Болести дигестивног система,0.0
2014,Број,M,Unknown,(Н00-Н99) Болести генитално-уринарног система,0.0
2014,Број,M,Unknown,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",0.0
2014,Број,M,Unknown,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",0.0
2014,Број,M,Unknown,Непознато,0.0
2014,Број,M,Unknown,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2014,Број,M,Unknown,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,M,Unknown,(Х00-Х59) Болести ока,0.0
2014,Број,M,Unknown,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2014,Број,M,Unknown,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2014,Број,M,Unknown,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,M,Unknown,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,M,Unknown,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,M,Unknown,(И00-И99) Болести циркулацијског система,1.0
2014,Број,Ж,Unknown,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2014,Број,Ж,Unknown,(Л00-Л99) Болести коже и поткожног ткива,0.0
2014,Број,Ж,Unknown,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2014,Број,Ж,Unknown,(А00-Б99) Заразне и паразитарне болести,0.0
2014,Број,Ж,Unknown,"(Ц00-Ц97,Д00-Д48) Неоплазме",0.0
2014,Број,Ж,Unknown,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2014,Број,Ж,Unknown,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2014,Број,Ж,Unknown,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2014,Број,Ж,Unknown,(Г00-Г99) Болести нервног система,0.0
2014,Број,Ж,Unknown,(Х00-Х59) Болести ока,0.0
2014,Број,Ж,Unknown,(И00-И99) Болести циркулацијског система,0.0
2014,Број,Ж,Unknown,(Ј00-Ј99) Болести респираторног система,0.0
2014,Број,Ж,Unknown,(К00-К93) Болести дигестивног система,0.0
2014,Број,Ж,Unknown,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2014,Број,Ж,Unknown,(Н00-Н99) Болести генитално-уринарног система,0.0
2014,Број,Ж,Unknown,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",0.0
2014,Број,Ж,Unknown,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",0.0
2014,Број,Ж,Unknown,(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом,0.0
2014,Број,Ж,Unknown,Непознато,0.0
2015,Број,Оба пола,Укупно,(Х00-Х59) Болести ока,1.0
2015,Број,Оба пола,Укупно,(Л00-Л99) Болести коже и поткожног ткива,10.0
2015,Број,Оба пола,Укупно,(А00-Б99) Заразне и паразитарне болести,202.0
2015,Број,Оба пола,Укупно,"(Ц00-Ц97,Д00-Д48) Неоплазме",4607.0
2015,Број,Оба пола,Укупно,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",35.0
2015,Број,Оба пола,Укупно,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1197.0
2015,Број,Оба пола,Укупно,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,84.0
2015,Број,Оба пола,Укупно,(Г00-Г99) Болести нервног система,206.0
2015,Број,Оба пола,Укупно,(И00-И99) Болести циркулацијског система,11672.0
2015,Број,Оба пола,Укупно,(Ј00-Ј99) Болести респираторног система,1054.0
2015,Број,Оба пола,Укупно,(К00-К93) Болести дигестивног система,514.0
2015,Број,Оба пола,Укупно,(М00-М99) Болести мускулоскелетног система и везивног ткива,25.0
2015,Број,Оба пола,Укупно,(Н00-Н99) Болести генитално-уринарног система,449.0
2015,Број,Оба пола,Укупно,(П00-П96) Одређена стања настала у перинаталном периоду,106.0
2015,Број,Оба пола,Укупно,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",24.0
2015,Број,Оба пола,Укупно,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",515.0
2015,Број,Оба пола,Укупно,Непознато,495.0
2015,Број,Оба пола,Укупно,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",507.0
2015,Број,M,Укупно,(Х00-Х59) Болести ока,0.0
2015,Број,M,Укупно,(Л00-Л99) Болести коже и поткожног ткива,2.0
2015,Број,M,Укупно,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",394.0
2015,Број,M,Укупно,(А00-Б99) Заразне и паразитарне болести,112.0
2015,Број,M,Укупно,"(Ц00-Ц97,Д00-Д48) Неоплазме",2619.0
2015,Број,M,Укупно,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",10.0
2015,Број,M,Укупно,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",458.0
2015,Број,M,Укупно,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,49.0
2015,Број,M,Укупно,(Г00-Г99) Болести нервног система,113.0
2015,Број,M,Укупно,(И00-И99) Болести циркулацијског система,5339.0
2015,Број,M,Укупно,(Ј00-Ј99) Болести респираторног система,577.0
2015,Број,M,Укупно,(К00-К93) Болести дигестивног система,298.0
2015,Број,M,Укупно,(М00-М99) Болести мускулоскелетног система и везивног ткива,9.0
2015,Број,M,Укупно,(Н00-Н99) Болести генитално-уринарног система,209.0
2015,Број,M,Укупно,(П00-П96) Одређена стања настала у перинаталном периоду,59.0
2015,Број,M,Укупно,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",12.0
2015,Број,M,Укупно,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",303.0
2015,Број,M,Укупно,Непознато,292.0
2015,Број,Ж,Укупно,(Х00-Х59) Болести ока,1.0
2015,Број,Ж,Укупно,(А00-Б99) Заразне и паразитарне болести,90.0
2015,Број,Ж,Укупно,"(Ц00-Ц97,Д00-Д48) Неоплазме",1988.0
2015,Број,Ж,Укупно,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",25.0
2015,Број,Ж,Укупно,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",739.0
